tscriptid,ottdartid,ensdartid
ZDB-TSCRIPT-090929-19072,OTTDART00000038722,ENSDART00000145165.2
ZDB-TSCRIPT-090929-19071,OTTDART00000038721,ENSDART00000127909.3
ZDB-TSCRIPT-090929-19076,OTTDART00000038726,ENSDART00000139517.2
ZDB-TSCRIPT-090929-19077,OTTDART00000038727,ENSDART00000092919
ZDB-TSCRIPT-090929-19084,OTTDART00000038734,ENSDART00000140133.2
ZDB-TSCRIPT-090929-19089,OTTDART00000038739,ENSDART00000143824.2
ZDB-TSCRIPT-090929-19091,OTTDART00000038741,ENSDART00000161627.2
ZDB-TSCRIPT-090929-19105,OTTDART00000038755,ENSDART00000146689.2
ZDB-TSCRIPT-090929-19120,OTTDART00000038770,ENSDART00000088950.7
ZDB-TSCRIPT-090929-19119,OTTDART00000038769,ENSDART00000140643.2
ZDB-TSCRIPT-090929-19128,OTTDART00000038778,ENSDART00000142962
ZDB-TSCRIPT-090929-19134,OTTDART00000038784,
ZDB-TSCRIPT-090929-19148,OTTDART00000038798,ENSDART00000133483.2
ZDB-TSCRIPT-090929-19157,OTTDART00000038807,ENSDART00000146137.2
ZDB-TSCRIPT-090929-19160,OTTDART00000038810,ENSDART00000133297.2
ZDB-TSCRIPT-090929-19170,OTTDART00000038834,ENSDART00000127772.3
ZDB-TSCRIPT-090929-19171,OTTDART00000038835,ENSDART00000137839.2
ZDB-TSCRIPT-090929-19178,OTTDART00000038843,
ZDB-TSCRIPT-090929-19176,OTTDART00000038841,
ZDB-TSCRIPT-090929-19179,OTTDART00000038844,
ZDB-TSCRIPT-090929-19036,OTTDART00000038686,ENSDART00000136038.3
ZDB-TSCRIPT-090929-19189,OTTDART00000038854,ENSDART00000142051.3
ZDB-TSCRIPT-090929-19194,OTTDART00000038859,ENSDART00000144441
ZDB-TSCRIPT-090929-19199,OTTDART00000038864,ENSDART00000132780.2
ZDB-TSCRIPT-090929-19201,OTTDART00000038866,ENSDART00000136870.2
ZDB-TSCRIPT-090929-19214,OTTDART00000038879,ENSDART00000124821.3
ZDB-TSCRIPT-090929-19216,OTTDART00000038881,ENSDART00000131911.2
ZDB-TSCRIPT-090929-19222,OTTDART00000038887,ENSDART00000016765.7
ZDB-TSCRIPT-090929-19255,OTTDART00000038928,ENSDART00000142750.2
ZDB-TSCRIPT-090929-19256,OTTDART00000038929,ENSDART00000131325
ZDB-TSCRIPT-090929-19259,OTTDART00000038932,ENSDART00000143835.2
ZDB-TSCRIPT-090929-19261,OTTDART00000038934,ENSDART00000144790.2
ZDB-TSCRIPT-090929-19268,OTTDART00000038941,ENSDART00000143238.2
ZDB-TSCRIPT-090929-19273,OTTDART00000038946,ENSDART00000076009.5
ZDB-TSCRIPT-090929-19276,OTTDART00000038949,ENSDART00000160034.2
ZDB-TSCRIPT-090929-19279,OTTDART00000038952,
ZDB-TSCRIPT-090929-19282,OTTDART00000038967,ENSDART00000112313.4
ZDB-TSCRIPT-090929-19309,OTTDART00000039003,ENSDART00000139590.2
ZDB-TSCRIPT-090929-19312,OTTDART00000039006,ENSDART00000128182.3
ZDB-TSCRIPT-090929-19313,OTTDART00000039007,ENSDART00000140035.2
ZDB-TSCRIPT-090929-19315,OTTDART00000039009,ENSDART00000140683.2
ZDB-TSCRIPT-090929-19322,OTTDART00000039016,ENSDART00000144051.2
ZDB-TSCRIPT-090929-19335,OTTDART00000039029,ENSDART00000134812.2
ZDB-TSCRIPT-090929-19351,OTTDART00000039045,
ZDB-TSCRIPT-090929-19370,OTTDART00000039064,ENSDART00000135372.2
ZDB-TSCRIPT-090929-19377,OTTDART00000039071,ENSDART00000146823.2
ZDB-TSCRIPT-090929-19390,OTTDART00000039084,ENSDART00000132299.2
ZDB-TSCRIPT-090929-19391,OTTDART00000039085,ENSDART00000141942.2
ZDB-TSCRIPT-090929-19392,OTTDART00000039086,ENSDART00000134680.2
ZDB-TSCRIPT-090929-19393,OTTDART00000039087,ENSDART00000134571.2
ZDB-TSCRIPT-090929-19389,OTTDART00000039083,ENSDART00000145980.3
ZDB-TSCRIPT-090929-19396,OTTDART00000039092,ENSDART00000103986.4
ZDB-TSCRIPT-090929-19404,OTTDART00000039100,ENSDART00000146510.2
ZDB-TSCRIPT-090929-19405,OTTDART00000039101,ENSDART00000133391.2
ZDB-TSCRIPT-090929-19414,OTTDART00000039110,ENSDART00000140378.2
ZDB-TSCRIPT-090929-19416,OTTDART00000039112,ENSDART00000146081.2
ZDB-TSCRIPT-090929-19419,OTTDART00000039115,
ZDB-TSCRIPT-090929-19422,OTTDART00000039118,ENSDART00000146961.2
ZDB-TSCRIPT-090929-19426,OTTDART00000039122,ENSDART00000146197.2
ZDB-TSCRIPT-090929-19427,OTTDART00000039123,ENSDART00000141161.2
ZDB-TSCRIPT-090929-19433,OTTDART00000039129,ENSDART00000130709.3
ZDB-TSCRIPT-090929-19438,OTTDART00000039134,ENSDART00000140893.2
ZDB-TSCRIPT-090929-19444,OTTDART00000039140,ENSDART00000132520
ZDB-TSCRIPT-090929-19446,OTTDART00000039142,ENSDART00000147255.2
ZDB-TSCRIPT-090929-19453,OTTDART00000039149,ENSDART00000169854
ZDB-TSCRIPT-090929-19477,OTTDART00000039173,ENSDART00000147960.2
ZDB-TSCRIPT-090929-19479,OTTDART00000039175,ENSDART00000168926
ZDB-TSCRIPT-090929-19484,OTTDART00000039181,ENSDART00000132203.2
ZDB-TSCRIPT-090929-19486,OTTDART00000039183,ENSDART00000133154
ZDB-TSCRIPT-090929-19492,OTTDART00000039189,ENSDART00000141751.2
ZDB-TSCRIPT-090929-19493,OTTDART00000039190,ENSDART00000135549.3
ZDB-TSCRIPT-090929-19491,OTTDART00000039188,ENSDART00000144466.2
ZDB-TSCRIPT-090929-19497,OTTDART00000039194,ENSDART00000127856.3
ZDB-TSCRIPT-090929-19503,OTTDART00000039200,ENSDART00000133889.2
ZDB-TSCRIPT-090929-19509,OTTDART00000039206,ENSDART00000132626.2
ZDB-TSCRIPT-090929-19510,OTTDART00000039207,ENSDART00000146290.2
ZDB-TSCRIPT-090929-19508,OTTDART00000039205,ENSDART00000132086.3
ZDB-TSCRIPT-090929-19511,OTTDART00000039208,ENSDART00000140651.2
ZDB-TSCRIPT-090929-19531,OTTDART00000039228,ENSDART00000131971.2
ZDB-TSCRIPT-090929-19548,OTTDART00000039245,ENSDART00000137713.2
ZDB-TSCRIPT-090929-19549,OTTDART00000039246,ENSDART00000140653.2
ZDB-TSCRIPT-090929-19551,OTTDART00000039248,ENSDART00000128069.3
ZDB-TSCRIPT-090929-19554,OTTDART00000039252,ENSDART00000134126.2
ZDB-TSCRIPT-090929-19557,OTTDART00000039255,ENSDART00000124798.4
ZDB-TSCRIPT-090929-19558,OTTDART00000039256,ENSDART00000124444.3
ZDB-TSCRIPT-090929-19563,OTTDART00000039261,
ZDB-TSCRIPT-090929-19565,OTTDART00000039263,
ZDB-TSCRIPT-110325-2317,OTTDART00000049400,
ZDB-TSCRIPT-090929-19567,OTTDART00000039266,ENSDART00000131900.2
ZDB-TSCRIPT-091110-2152,OTTDART00000045439,ENSDART00000142703.3
ZDB-TSCRIPT-090929-19569,OTTDART00000039268,ENSDART00000139356.2
ZDB-TSCRIPT-090929-19573,OTTDART00000039272,ENSDART00000135466.2
ZDB-TSCRIPT-090929-19579,OTTDART00000039278,ENSDART00000172712.2
ZDB-TSCRIPT-090929-19585,OTTDART00000039284,ENSDART00000138462
ZDB-TSCRIPT-090929-19589,OTTDART00000039289,ENSDART00000136871
ZDB-TSCRIPT-090929-19590,OTTDART00000039290,ENSDART00000139881.2
ZDB-TSCRIPT-090929-19598,OTTDART00000039298,ENSDART00000133010.2
ZDB-TSCRIPT-090929-19606,OTTDART00000039306,ENSDART00000132806
ZDB-TSCRIPT-090929-19616,OTTDART00000039316,ENSDART00000146736.2
ZDB-TSCRIPT-090929-19617,OTTDART00000039317,ENSDART00000144664.2
ZDB-TSCRIPT-090929-19622,OTTDART00000039322,
ZDB-TSCRIPT-090929-19624,OTTDART00000039324,
ZDB-TSCRIPT-091110-2161,OTTDART00000045485,ENSDART00000144139.2
ZDB-TSCRIPT-090929-19639,OTTDART00000039339,ENSDART00000134631.2
ZDB-TSCRIPT-090929-19652,OTTDART00000039352,ENSDART00000139168.2
ZDB-TSCRIPT-090929-19672,OTTDART00000039374,ENSDART00000138764
ZDB-TSCRIPT-090929-19679,OTTDART00000039381,ENSDART00000135339.3
ZDB-TSCRIPT-090929-19680,OTTDART00000039382,ENSDART00000137270.3
ZDB-TSCRIPT-090929-19681,OTTDART00000039383,ENSDART00000142449.3
ZDB-TSCRIPT-090929-19685,OTTDART00000039387,ENSDART00000137617.3
ZDB-TSCRIPT-090929-19678,OTTDART00000039380,ENSDART00000147144.3
ZDB-TSCRIPT-090929-19683,OTTDART00000039385,ENSDART00000136459.3
ZDB-TSCRIPT-090929-19684,OTTDART00000039386,ENSDART00000138373.2
ZDB-TSCRIPT-120702-301,OTTDART00000055650,ENSDART00000152067.2
ZDB-TSCRIPT-090929-19690,OTTDART00000039393,ENSDART00000062363.6
ZDB-TSCRIPT-090929-19697,OTTDART00000039400,ENSDART00000131670.2
ZDB-TSCRIPT-090929-19700,OTTDART00000039403,ENSDART00000146503.2
ZDB-TSCRIPT-090929-19720,OTTDART00000039424,
ZDB-TSCRIPT-090929-19708,OTTDART00000039412,ENSDART00000135468.2
ZDB-TSCRIPT-090929-19719,OTTDART00000039423,
ZDB-TSCRIPT-090929-19744,OTTDART00000039448,ENSDART00000134112.2
ZDB-TSCRIPT-090929-19745,OTTDART00000039449,ENSDART00000138580.2
ZDB-TSCRIPT-090929-19782,OTTDART00000039489,ENSDART00000135560.2
ZDB-TSCRIPT-090929-19815,OTTDART00000039537,ENSDART00000139376.2
ZDB-TSCRIPT-090929-19825,OTTDART00000039548,ENSDART00000145799.2
ZDB-TSCRIPT-090929-19840,OTTDART00000039575,ENSDART00000133803.3
ZDB-TSCRIPT-090929-19851,OTTDART00000039587,ENSDART00000141137.2
ZDB-TSCRIPT-090929-19852,OTTDART00000039588,
ZDB-TSCRIPT-090929-19871,OTTDART00000039607,
ZDB-TSCRIPT-090929-19875,OTTDART00000039611,
ZDB-TSCRIPT-090929-19874,OTTDART00000039610,
ZDB-TSCRIPT-090929-19881,OTTDART00000039617,ENSDART00000143195.2
ZDB-TSCRIPT-090929-19882,OTTDART00000039618,ENSDART00000140778.2
ZDB-TSCRIPT-090929-19887,OTTDART00000039623,
ZDB-TSCRIPT-090929-19888,OTTDART00000039624,
ZDB-TSCRIPT-090929-19889,OTTDART00000039625,
ZDB-TSCRIPT-090929-19890,OTTDART00000039626,
ZDB-TSCRIPT-090929-19891,OTTDART00000039627,
ZDB-TSCRIPT-090929-19894,OTTDART00000039630,
ZDB-TSCRIPT-090929-19895,OTTDART00000039631,
ZDB-TSCRIPT-090929-19898,OTTDART00000039634,ENSDART00000130798.3
ZDB-TSCRIPT-090929-19899,OTTDART00000039635,ENSDART00000124414.3
ZDB-TSCRIPT-090929-19927,OTTDART00000039665,ENSDART00000133102.2
ZDB-TSCRIPT-090929-19954,OTTDART00000039696,ENSDART00000146906
ZDB-TSCRIPT-090929-19960,OTTDART00000039702,ENSDART00000144640.2
ZDB-TSCRIPT-090929-19963,OTTDART00000039705,
ZDB-TSCRIPT-090929-19964,OTTDART00000039706,
ZDB-TSCRIPT-090929-19968,OTTDART00000039710,ENSDART00000145128.2
ZDB-TSCRIPT-090929-19985,OTTDART00000039727,
ZDB-TSCRIPT-090929-20002,OTTDART00000039751,ENSDART00000133228.2
ZDB-TSCRIPT-090929-20007,OTTDART00000039756,ENSDART00000146832.2
ZDB-TSCRIPT-090929-20008,OTTDART00000039757,ENSDART00000139445.2
ZDB-TSCRIPT-090929-20024,OTTDART00000039774,ENSDART00000145909.2
ZDB-TSCRIPT-090929-20023,OTTDART00000039773,ENSDART00000124941.4
ZDB-TSCRIPT-090929-20025,OTTDART00000039775,ENSDART00000147100.2
ZDB-TSCRIPT-090929-20029,OTTDART00000039779,ENSDART00000138922.2
ZDB-TSCRIPT-090929-20032,OTTDART00000039782,ENSDART00000139720.2
ZDB-TSCRIPT-090929-20034,OTTDART00000039784,
ZDB-TSCRIPT-090929-20035,OTTDART00000039785,
ZDB-TSCRIPT-090929-20036,OTTDART00000039786,
ZDB-TSCRIPT-090929-20041,OTTDART00000039791,ENSDART00000140925.2
ZDB-TSCRIPT-090929-20042,OTTDART00000039792,ENSDART00000140105.2
ZDB-TSCRIPT-090929-20087,OTTDART00000039843,ENSDART00000146037
ZDB-TSCRIPT-090929-20138,OTTDART00000039897,ENSDART00000131743
ZDB-TSCRIPT-090929-20143,OTTDART00000039902,ENSDART00000144156.2
ZDB-TSCRIPT-110325-688,OTTDART00000050194,ENSDART00000150027.2
ZDB-TSCRIPT-090929-20145,OTTDART00000039904,ENSDART00000138027.2
ZDB-TSCRIPT-090929-20155,OTTDART00000039914,
ZDB-TSCRIPT-090929-20158,OTTDART00000039917,ENSDART00000131644.3
ZDB-TSCRIPT-090929-20159,OTTDART00000039918,ENSDART00000140949.2
ZDB-TSCRIPT-090929-20162,OTTDART00000039921,ENSDART00000124129.3
ZDB-TSCRIPT-090929-20182,OTTDART00000039941,ENSDART00000136124.2
ZDB-TSCRIPT-090929-20185,OTTDART00000039944,ENSDART00000146814.2
ZDB-TSCRIPT-090929-20201,OTTDART00000039966,ENSDART00000138817.2
ZDB-TSCRIPT-090929-20210,OTTDART00000039977,ENSDART00000140178.3
ZDB-TSCRIPT-090929-20227,OTTDART00000040009,ENSDART00000132290.2
ZDB-TSCRIPT-090929-20228,OTTDART00000040010,ENSDART00000142912.3
ZDB-TSCRIPT-090929-20230,OTTDART00000040012,ENSDART00000167500.2
ZDB-TSCRIPT-090929-20231,OTTDART00000040013,ENSDART00000165346.2
ZDB-TSCRIPT-090929-20249,OTTDART00000040044,ENSDART00000170518.2
ZDB-TSCRIPT-090929-20275,OTTDART00000040093,ENSDART00000140562.2
ZDB-TSCRIPT-090929-20276,OTTDART00000040094,ENSDART00000145590.2
ZDB-TSCRIPT-090929-20284,OTTDART00000040103,ENSDART00000130171
ZDB-TSCRIPT-090929-20286,OTTDART00000040105,ENSDART00000141088.2
ZDB-TSCRIPT-090929-20285,OTTDART00000040104,ENSDART00000147402.2
ZDB-TSCRIPT-090929-20297,OTTDART00000040116,ENSDART00000144235.2
ZDB-TSCRIPT-090929-20308,OTTDART00000040128,ENSDART00000141359.2
ZDB-TSCRIPT-090929-20313,OTTDART00000040135,ENSDART00000138909
ZDB-TSCRIPT-090929-20322,OTTDART00000040144,
ZDB-TSCRIPT-090929-20333,OTTDART00000040155,ENSDART00000142202.3
ZDB-TSCRIPT-090929-20335,OTTDART00000040157,
ZDB-TSCRIPT-090929-20348,OTTDART00000040170,
ZDB-TSCRIPT-090929-20347,OTTDART00000040169,ENSDART00000142694.2
ZDB-TSCRIPT-090929-20354,OTTDART00000040178,ENSDART00000151603.2
ZDB-TSCRIPT-090929-20365,OTTDART00000040189,ENSDART00000134460
ZDB-TSCRIPT-090929-20367,OTTDART00000040191,ENSDART00000139821.2
ZDB-TSCRIPT-090929-20369,OTTDART00000040193,
ZDB-TSCRIPT-120213-468,OTTDART00000053176,ENSDART00000135327.4
ZDB-TSCRIPT-090929-20375,OTTDART00000040199,
ZDB-TSCRIPT-120213-957,OTTDART00000053577,
ZDB-TSCRIPT-090929-20378,OTTDART00000040202,
ZDB-TSCRIPT-090929-20381,OTTDART00000040205,ENSDART00000136324.2
ZDB-TSCRIPT-090929-20397,OTTDART00000040221,ENSDART00000134185
ZDB-TSCRIPT-090929-20411,OTTDART00000040238,ENSDART00000141701.2
ZDB-TSCRIPT-090929-20417,OTTDART00000040245,ENSDART00000136340.2
ZDB-TSCRIPT-090929-20431,OTTDART00000040266,ENSDART00000135343.2
ZDB-TSCRIPT-090929-20432,OTTDART00000040267,ENSDART00000143193.2
ZDB-TSCRIPT-090929-20436,OTTDART00000040271,ENSDART00000142788
ZDB-TSCRIPT-090929-20438,OTTDART00000040273,
ZDB-TSCRIPT-090929-20444,OTTDART00000040282,ENSDART00000136913.2
ZDB-TSCRIPT-090929-20446,OTTDART00000040284,ENSDART00000138892
ZDB-TSCRIPT-090929-20448,OTTDART00000040292,
ZDB-TSCRIPT-090929-20500,OTTDART00000040347,ENSDART00000135848.2
ZDB-TSCRIPT-090929-20503,OTTDART00000040350,ENSDART00000140489.2
ZDB-TSCRIPT-090929-20522,OTTDART00000040369,ENSDART00000141806.2
ZDB-TSCRIPT-090929-15367,OTTDART00000034609,ENSDART00000128768.3
ZDB-TSCRIPT-090929-2055,OTTDART00000011731,ENSDART00000169612.2
ZDB-TSCRIPT-110325-2313,OTTDART00000049383,ENSDART00000158944.2
ZDB-TSCRIPT-090929-20557,OTTDART00000040405,ENSDART00000147944.2
ZDB-TSCRIPT-090929-20620,OTTDART00000040472,
ZDB-TSCRIPT-090929-20622,OTTDART00000040474,ENSDART00000138180.2
ZDB-TSCRIPT-090929-20632,OTTDART00000040486,ENSDART00000147846.2
ZDB-TSCRIPT-090929-20633,OTTDART00000040487,ENSDART00000141777.2
ZDB-TSCRIPT-090929-20631,OTTDART00000040485,ENSDART00000146843.2
ZDB-TSCRIPT-090929-20642,OTTDART00000040497,ENSDART00000126013
ZDB-TSCRIPT-090929-20684,OTTDART00000040559,ENSDART00000135744.2
ZDB-TSCRIPT-090929-20685,OTTDART00000040560,ENSDART00000140957.2
ZDB-TSCRIPT-090929-20695,OTTDART00000040570,
ZDB-TSCRIPT-141209-1958,OTTDART00000060662,ENSDART00000170943.2
ZDB-TSCRIPT-090929-20715,OTTDART00000040593,ENSDART00000137057.2
ZDB-TSCRIPT-090929-20722,OTTDART00000040603,ENSDART00000143350.2
ZDB-TSCRIPT-090929-20723,OTTDART00000040604,ENSDART00000140406.2
ZDB-TSCRIPT-090929-20732,OTTDART00000040615,ENSDART00000137205.2
ZDB-TSCRIPT-090929-20742,OTTDART00000040626,ENSDART00000144324.2
ZDB-TSCRIPT-090929-20740,OTTDART00000040624,ENSDART00000145609.2
ZDB-TSCRIPT-090929-20746,OTTDART00000040631,ENSDART00000140278.2
ZDB-TSCRIPT-090929-20747,OTTDART00000040632,ENSDART00000126736.3
ZDB-TSCRIPT-090929-20748,OTTDART00000040633,ENSDART00000139893.2
ZDB-TSCRIPT-090929-20766,OTTDART00000040652,ENSDART00000143682.3
ZDB-TSCRIPT-090929-20772,OTTDART00000040658,ENSDART00000133740
ZDB-TSCRIPT-090929-20773,OTTDART00000040659,ENSDART00000133858
ZDB-TSCRIPT-090929-20774,OTTDART00000040660,ENSDART00000135741.2
ZDB-TSCRIPT-090929-2080,OTTDART00000011827,ENSDART00000157683.2
ZDB-TSCRIPT-090929-20818,OTTDART00000040710,ENSDART00000123383.3
ZDB-TSCRIPT-090929-20817,OTTDART00000040709,ENSDART00000133617.2
ZDB-TSCRIPT-090929-20821,OTTDART00000040713,ENSDART00000131696.2
ZDB-TSCRIPT-090929-20827,OTTDART00000040719,ENSDART00000131262.2
ZDB-TSCRIPT-090929-20831,OTTDART00000040724,ENSDART00000137625.2
ZDB-TSCRIPT-090929-20830,OTTDART00000040723,ENSDART00000139518.2
ZDB-TSCRIPT-090929-20837,OTTDART00000040731,ENSDART00000138181
ZDB-TSCRIPT-090929-20838,OTTDART00000040732,ENSDART00000132173.2
ZDB-TSCRIPT-090929-20839,OTTDART00000040733,ENSDART00000139153.2
ZDB-TSCRIPT-090929-20845,OTTDART00000040740,ENSDART00000148171.2
ZDB-TSCRIPT-090929-20846,OTTDART00000040741,ENSDART00000135535
ZDB-TSCRIPT-090929-20856,OTTDART00000040751,ENSDART00000138196
ZDB-TSCRIPT-090929-20862,OTTDART00000040757,ENSDART00000144184.2
ZDB-TSCRIPT-090929-20887,OTTDART00000040782,ENSDART00000135796.2
ZDB-TSCRIPT-090929-20915,OTTDART00000040811,ENSDART00000141140.2
ZDB-TSCRIPT-090929-20925,OTTDART00000040821,ENSDART00000140099
ZDB-TSCRIPT-090929-20926,OTTDART00000040822,ENSDART00000144832.2
ZDB-TSCRIPT-090929-20927,OTTDART00000040823,ENSDART00000132176.2
ZDB-TSCRIPT-090929-20936,OTTDART00000040832,ENSDART00000057710
ZDB-TSCRIPT-090929-20950,OTTDART00000040852,ENSDART00000133807.2
ZDB-TSCRIPT-090929-20961,OTTDART00000040863,ENSDART00000144328
ZDB-TSCRIPT-090929-20966,OTTDART00000040868,ENSDART00000139607.2
ZDB-TSCRIPT-090929-20977,OTTDART00000040880,ENSDART00000143260.2
ZDB-TSCRIPT-090929-20978,OTTDART00000040881,ENSDART00000131466.2
ZDB-TSCRIPT-090929-21007,OTTDART00000040915,ENSDART00000134640.2
ZDB-TSCRIPT-090929-21026,OTTDART00000040934,ENSDART00000141946.2
ZDB-TSCRIPT-090929-21048,OTTDART00000040956,ENSDART00000143526.2
ZDB-TSCRIPT-090929-21061,OTTDART00000040969,ENSDART00000136011.2
ZDB-TSCRIPT-090929-21052,OTTDART00000040960,
ZDB-TSCRIPT-090929-21071,OTTDART00000040979,ENSDART00000141426.2
ZDB-TSCRIPT-090929-21072,OTTDART00000040980,ENSDART00000123205.3
ZDB-TSCRIPT-090929-21101,OTTDART00000041011,ENSDART00000172192
ZDB-TSCRIPT-090929-21116,OTTDART00000041027,ENSDART00000146891.2
ZDB-TSCRIPT-090929-21118,OTTDART00000041029,ENSDART00000134158.2
ZDB-TSCRIPT-090929-21144,OTTDART00000041059,
ZDB-TSCRIPT-090929-21146,OTTDART00000041061,ENSDART00000126172.3
ZDB-TSCRIPT-091203-299,OTTDART00000045710,ENSDART00000144185.2
ZDB-TSCRIPT-090929-21150,OTTDART00000041066,ENSDART00000135243.2
ZDB-TSCRIPT-090929-21156,OTTDART00000041072,ENSDART00000169906.2
ZDB-TSCRIPT-090929-21157,OTTDART00000041073,ENSDART00000171768.2
ZDB-TSCRIPT-090929-21169,OTTDART00000041087,ENSDART00000141936.2
ZDB-TSCRIPT-090929-21184,OTTDART00000041103,ENSDART00000139378.2
ZDB-TSCRIPT-090929-21192,OTTDART00000041112,ENSDART00000133543.2
ZDB-TSCRIPT-090929-21224,OTTDART00000041147,ENSDART00000132042.2
ZDB-TSCRIPT-090929-21228,OTTDART00000041151,ENSDART00000140387.2
ZDB-TSCRIPT-090929-21230,OTTDART00000041153,ENSDART00000138240
ZDB-TSCRIPT-110325-1134,OTTDART00000048328,ENSDART00000149038.3
ZDB-TSCRIPT-090929-21237,OTTDART00000041163,ENSDART00000132932.2
ZDB-TSCRIPT-090929-21238,OTTDART00000041164,ENSDART00000140144.2
ZDB-TSCRIPT-090929-21240,OTTDART00000041167,ENSDART00000140889.2
ZDB-TSCRIPT-090929-21257,OTTDART00000041184,ENSDART00000142060.2
ZDB-TSCRIPT-090929-21262,OTTDART00000041189,ENSDART00000140239.2
ZDB-TSCRIPT-090929-21264,OTTDART00000041191,
ZDB-TSCRIPT-090929-21267,OTTDART00000041196,ENSDART00000136279.2
ZDB-TSCRIPT-090929-21279,OTTDART00000041211,ENSDART00000133343
ZDB-TSCRIPT-090929-21282,OTTDART00000041214,ENSDART00000131426.2
ZDB-TSCRIPT-090929-21281,OTTDART00000041213,ENSDART00000134989.3
ZDB-TSCRIPT-090929-21284,OTTDART00000041217,
ZDB-TSCRIPT-090929-21300,OTTDART00000041233,ENSDART00000146119
ZDB-TSCRIPT-090929-21301,OTTDART00000041234,ENSDART00000139878.2
ZDB-TSCRIPT-090929-21310,OTTDART00000041244,ENSDART00000135112.2
ZDB-TSCRIPT-100915-1224,OTTDART00000046144,ENSDART00000123563.3
ZDB-TSCRIPT-100915-195,OTTDART00000046145,ENSDART00000132217.2
ZDB-TSCRIPT-090929-21320,OTTDART00000041254,ENSDART00000145445.2
ZDB-TSCRIPT-090929-21326,OTTDART00000041260,ENSDART00000146238.2
ZDB-TSCRIPT-090929-21329,OTTDART00000041263,ENSDART00000145534.2
ZDB-TSCRIPT-090929-21330,OTTDART00000041264,ENSDART00000137171.2
ZDB-TSCRIPT-090929-21331,OTTDART00000041265,ENSDART00000146769.3
ZDB-TSCRIPT-090929-21332,OTTDART00000041266,ENSDART00000131423.2
ZDB-TSCRIPT-090929-21345,OTTDART00000041279,ENSDART00000142441.2
ZDB-TSCRIPT-090929-21344,OTTDART00000041278,ENSDART00000136715.2
ZDB-TSCRIPT-090929-21348,OTTDART00000041282,ENSDART00000141716.2
ZDB-TSCRIPT-090929-21349,OTTDART00000041283,ENSDART00000129747.3
ZDB-TSCRIPT-090929-21347,OTTDART00000041281,ENSDART00000133411.3
ZDB-TSCRIPT-090929-21361,OTTDART00000041295,ENSDART00000165133.2
ZDB-TSCRIPT-090929-21373,OTTDART00000041317,ENSDART00000140655.2
ZDB-TSCRIPT-090929-21374,OTTDART00000041318,ENSDART00000123527
ZDB-TSCRIPT-090929-21377,OTTDART00000041321,ENSDART00000134065
ZDB-TSCRIPT-090929-21382,OTTDART00000041326,ENSDART00000039968.6
ZDB-TSCRIPT-090929-21414,OTTDART00000041360,
ZDB-TSCRIPT-090929-21413,OTTDART00000041359,ENSDART00000146310.2
ZDB-TSCRIPT-090929-21416,OTTDART00000041362,ENSDART00000139521.2
ZDB-TSCRIPT-090929-21421,OTTDART00000041367,ENSDART00000144639.2
ZDB-TSCRIPT-090929-21418,OTTDART00000041364,ENSDART00000142967.2
ZDB-TSCRIPT-090929-21438,OTTDART00000041385,
ZDB-TSCRIPT-090929-21439,OTTDART00000041386,ENSDART00000101017.3
ZDB-TSCRIPT-090929-21440,OTTDART00000041387,ENSDART00000140380.3
ZDB-TSCRIPT-090929-21441,OTTDART00000041388,ENSDART00000148117.2
ZDB-TSCRIPT-090929-21442,OTTDART00000041389,ENSDART00000143797.2
ZDB-TSCRIPT-090929-21455,OTTDART00000041402,ENSDART00000137940.2
ZDB-TSCRIPT-090929-21465,OTTDART00000041413,ENSDART00000140846.2
ZDB-TSCRIPT-090929-21477,OTTDART00000041425,ENSDART00000144403.2
ZDB-TSCRIPT-090929-21478,OTTDART00000041426,ENSDART00000133758.2
ZDB-TSCRIPT-090929-21479,OTTDART00000041427,ENSDART00000136307.2
ZDB-TSCRIPT-090929-21485,OTTDART00000041433,ENSDART00000144900.2
ZDB-TSCRIPT-090929-21495,OTTDART00000041443,ENSDART00000135566.2
ZDB-TSCRIPT-090929-21516,OTTDART00000041465,
ZDB-TSCRIPT-090929-21525,OTTDART00000041477,ENSDART00000134754.2
ZDB-TSCRIPT-090929-21527,OTTDART00000041479,ENSDART00000131446.2
ZDB-TSCRIPT-090929-21536,OTTDART00000041489,ENSDART00000147727.2
ZDB-TSCRIPT-090929-21538,OTTDART00000041491,
ZDB-TSCRIPT-090929-21558,OTTDART00000041700,ENSDART00000023904
ZDB-TSCRIPT-090929-21560,OTTDART00000041702,ENSDART00000167489.2
ZDB-TSCRIPT-090929-21561,OTTDART00000041703,ENSDART00000169642.2
ZDB-TSCRIPT-090929-21563,OTTDART00000041705,
ZDB-TSCRIPT-090929-21567,OTTDART00000041709,ENSDART00000168439.2
ZDB-TSCRIPT-090929-21569,OTTDART00000041711,ENSDART00000159345.2
ZDB-TSCRIPT-090929-21571,OTTDART00000041713,ENSDART00000169297.2
ZDB-TSCRIPT-090929-21575,OTTDART00000041717,ENSDART00000044030.7
ZDB-TSCRIPT-090929-21579,OTTDART00000041721,ENSDART00000146688.2
ZDB-TSCRIPT-090929-21580,OTTDART00000041722,ENSDART00000141660.3
ZDB-TSCRIPT-090929-21581,OTTDART00000041723,ENSDART00000147274.3
ZDB-TSCRIPT-090929-21589,OTTDART00000041732,ENSDART00000142743.3
