"sfclg_chromosome","sfclg_data_zdb_id","sfclg_pk_id","sfclg_acc_num","sfclg_start","sfclg_end","sfclg_location_source","sfclg_location_subsource","sfclg_fdb_db_id","sfclg_pub_zdb_id","sfclg_assembly","sfclg_gbrowse_track","sfclg_evidence_code"
"1","ZDB-BAC-061122-7","573598016","CR382370.13","30316367","30559174","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-120","573598017","BX004885.5","30559175","30677572","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-19","573598018","BX571717.12","30677573","30767845","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-803","573598019","CR407598.25","30767846","30843828","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070726-16","573598020","BX548015.16","30843929","31099510","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-804","573598021","BX901943.3","31099511","31140675","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-121","573598022","BX284697.8","31140676","31348621","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-208","573598023","CU914627.6","31348622","31354158","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-209","573598024","CU929221.6","31394778","31428664","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070726-15","573598025","CT573247.8","31428665","31532624","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070404-76","573598026","CR855357.16","31532625","31634606","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-807","573598027","CR759807.8","31634607","31802445","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-219","573598028","CR812482.14","31802446","31955174","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-808","573598029","BX901898.15","31955175","32068436","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-25","573598030","CT990606.13","32068437","32185116","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070608-411","573598031","CR762414.9","32185117","32270737","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070404-638","573598032","CR925879.21","32270738","32485180","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-891","573598033","CU462859.11","32485181","32636935","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-472","573598034","CU915272.10","32636936","32715402","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-211","573598035","CU915570.5","32715403","32744961","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-130","573598083","BX000460.5","38173947","38345030","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-257","573598084","CU928070.7","38345031","38421377","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-214","573598085","CU915774.5","38480670","38518378","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-213","573598086","CU929406.6","38518379","38549047","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-258","573598087","FP016013.5","38575259","38617832","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-123","573598088","BX649481.10","38617833","38808062","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-212","573598089","CU915613.6","38808063","38825046","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-477","573598090","CU915762.9","38826926","38890133","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-816","573598091","BX957306.12","38890134","39112620","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-815","573598092","CR387998.9","39112621","39239457","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-10","573598093","CU459013.7","39239458","39313847","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-132","573598094","BX005481.11","39313848","39482451","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-133","573598095","BX322797.11","39482452","39595248","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-134","573598096","BX324208.5","39595249","39668306","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-814","573598097","BX324137.7","39668307","39783790","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-476","573598098","CU929244.6","39783791","39868725","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-813","573598099","CR847546.7","39868726","40013575","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070726-19","573598100","CT737206.10","40013576","40109918","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-146","573598101","AL953865.9","40109919","40265521","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-145","573598102","BX294445.10","40265522","40423301","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-144","573598103","BX537345.5","40423302","40469153","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-143","573598104","BX511216.7","40469154","40636994","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-475","573598105","CU856624.5","40636995","40640066","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-090114-7","573598106","CU550714.4","40723735","40754655","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-818","573598107","CR387992.11","40770464","40847195","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-147","573598108","AL929576.7","40847196","41006268","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-148","573598109","AL929544.7","41006269","41114021","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-149","573598110","BX511116.4","41114022","41164418","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-150","573598111","AL954671.8","41164419","41304775","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-220","573598112","CR974461.5","41304776","41330619","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-151","573598113","BX511019.6","41330620","41509363","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-142","573598114","BX005288.7","41588071","41649866","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-141","573598115","BX004888.10","41649867","41878590","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-140","573598116","CR392347.5","41878591","42049051","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-139","573598117","BX901901.6","42049052","42220034","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-817","573598118","BX927206.17","42220035","42326395","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070608-10","573598119","CT997814.5","42326396","42435388","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-11","573598120","CT998561.11","42435389","42576662","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100920-4","573598121","FP340494.5","42576663","42582285","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-153","573598122","AL929516.15","42582286","42746177","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-12","573598123","CR391918.7","42746178","42770094","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070726-20","573598124","CU076051.6","42770095","42892041","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-222","573598125","CR925858.7","42892042","42991695","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-040724-91","573598126","AL626804.10","42991696","43139412","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-171","573598127","BX511108.6","43139413","43277052","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-223","573598128","CR762438.7","43277053","43291430","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070404-78","573598129","BX927092.21","43291431","43398233","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-061122-8","573598177","CR812943.11","49292367","49516213","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-15","573598178","CU062430.8","49516214","49519753","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-176","573598179","BX321880.9","49519754","49661892","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-36","573598180","CU570972.5","49661893","49725183","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060614-224","573598181","CR391978.12","49757657","49894827","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-175","573598182","BX572104.6","49894828","50006827","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-174","573598183","BX537118.12","50006828","50201988","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-173","573598184","CR387924.6","50201989","50268114","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070404-79","573598185","CR854985.13","50268115","50302740","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-825","573598186","CR855327.11","50302741","50484546","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-842","573598187","CR788312.9","50484547","50624822","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-38","573598188","CU467858.6","50624823","50693753","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-92","573598189","BX855617.8","50800062","50960155","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100127-484","573598190","CU694461.7","50960156","50978782","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-39","573598191","CU651563.7","50978783","51075959","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-071002-257","573598192","CU138540.4","51098965","51262186","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-827","573598193","BX547996.10","51289432","51502829","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-138","573598194","CU929104.21","51502830","51616473","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100920-158","573598195","FP245518.6","51631380","51665342","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-41","573598196","CU464066.8","51665343","51719704","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-177","573598197","BX548032.5","51719705","51879187","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070608-12","573598198","BX322579.24","51879188","51974222","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-40","573598199","CU466987.16","51974223","52035603","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-217","573598200","CU856511.5","52111273","52132046","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-828","573598201","BX901942.6","52132047","52296567","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-179","573598202","BX323839.13","52383633","52538990","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-178","573598203","BX004781.7","52538991","52706981","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-42","573598204","CU550733.7","52766308","52821836","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-832","573598205","BX470255.18","52821837","53023544","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-070608-13","573598206","CR925740.26","53023545","53084806","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-831","573598207","CR382290.16","53084807","53231388","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-830","573598208","BX957281.8","53231389","53328555","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-180","573598209","AL935166.14","53328556","53448531","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-060503-829","573598210","BX927391.7","53448532","53536169","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-090114-307","573598211","CU693443.4","53666793","53710620","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-1082","573598212","CU929072.6","53710621","53731376","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-1083","573598213","CU928197.7","53731377","53759623","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-100920-9","573598214","FP017162.13","53812164","53888894","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-831","573598215","CU467834.8","53888895","53931385","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-181","573598216","AL929114.8","53931386","54109543","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-184","573598217","BX119918.18","54599682","54741023","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-185","573598218","AL929041.10","54741024","54799126","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-050218-186","573598219","AL929150.13","54799127","55007728","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-111024-56","573598220","FQ323126.3","55007729","55033388","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100920-5","573598221","FP243374.5","55033389","55057791","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-FOSMID-100127-218","573598222","FP236169.5","55057792","55089987","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"1","ZDB-BAC-090114-45","573598223","CU467849.10","55089988","55197411","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-FOSMID-100127-451","573598318","CU633881.7","7745886","7763967","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-090114-58","573598319","CU681843.6","7763968","7834187","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-050218-1535","573598320","BX294661.14","7834188","8029424","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-050218-1536","573598321","BX664706.9","8029425","8130998","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-FOSMID-100920-85","573598322","CU633857.10","8136545","8171912","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-100127-1043","573598323","CU929245.4","8171913","8272522","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-100127-1042","573598324","CU929187.7","8272523","8299303","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-100127-1041","573598325","CU682363.6","8299304","8419045","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-050218-1750","573598326","BX682234.9","8419046","8584358","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-FOSMID-090114-15","573598327","CU657976.7","8586812","8621441","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-FOSMID-090114-14","573598328","CU655827.7","8621442","8653609","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"10","ZDB-BAC-050218-1436","573598329","BX571955.15","8660650","8933147","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
