tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-090929-11812,eif1ad-003,OTTDART00000029417,retained intron,ENSDART00000131843.2,eif1ad-202,
ZDB-TSCRIPT-090929-11813,eif1ad-004,OTTDART00000029418,retained intron,ENSDART00000140130.3,eif1ad-205,
ZDB-TSCRIPT-090929-11827,ift80-002,OTTDART00000029432,retained intron,ENSDART00000142319.2,ift80-203,
ZDB-TSCRIPT-090929-11840,nenf-001,OTTDART00000029446,NMD,ENSDART00000122128,,
ZDB-TSCRIPT-090929-11844,mtfr1l-002,OTTDART00000029450,retained intron,ENSDART00000144556.2,mtfr1l-203,
ZDB-TSCRIPT-090929-11848,spdya-003,OTTDART00000029454,retained intron,ENSDART00000135282.2,spdya-203,
ZDB-TSCRIPT-090929-11849,spdya-004,OTTDART00000029455,retained intron,ENSDART00000141327.2,spdya-205,
ZDB-TSCRIPT-090929-11854,commd9-002,OTTDART00000029460,retained intron,ENSDART00000143542.2,commd9-202,
ZDB-TSCRIPT-090929-11855,commd9-003,OTTDART00000029461,NMD,ENSDART00000148003,,
ZDB-TSCRIPT-090929-11859,ugp2b-004,OTTDART00000029465,retained intron,ENSDART00000142283.2,ugp2b-204,
ZDB-TSCRIPT-090929-11869,lamtor3-002,OTTDART00000029478,retained intron,ENSDART00000146405.3,lamtor3-204,
ZDB-TSCRIPT-090929-11870,lamtor3-003,OTTDART00000029479,retained intron,ENSDART00000147994.2,lamtor3-205,
ZDB-TSCRIPT-090929-11872,lamtor3-005,OTTDART00000029481,retained intron,ENSDART00000134132.3,lamtor3-201,
ZDB-TSCRIPT-090929-11886,zgc:66313-006,OTTDART00000029495,retained intron,ENSDART00000133317.4,zgc:66313-202,
ZDB-TSCRIPT-090929-11903,letm1-002,OTTDART00000029513,retained intron,ENSDART00000109906.3,letm1-202,
ZDB-TSCRIPT-090929-11921,crip1-003,OTTDART00000029532,retained intron,ENSDART00000133884.2,crip1-202,
ZDB-TSCRIPT-090929-11923,tmem62-001,OTTDART00000029534,NMD,ENSDART00000134000.2,tmem62-202,
ZDB-TSCRIPT-090929-11938,hnrnph3-002,OTTDART00000029552,NMD,ENSDART00000108951.4,hnrnph3-202,
ZDB-TSCRIPT-090929-11971,ccdc28a-004,OTTDART00000029587,retained intron,ENSDART00000131807.2,ccdc28a-202,
ZDB-TSCRIPT-090929-11974,alkbh1-002,OTTDART00000029590,NMD,ENSDART00000138189,,
ZDB-TSCRIPT-090929-11976,snap23.2-002,OTTDART00000029592,retained intron,ENSDART00000148041.2,snap23.2-202,
ZDB-TSCRIPT-090929-12000,exo1-004,OTTDART00000029617,retained intron,ENSDART00000144038.2,exo1-204,
ZDB-TSCRIPT-090929-12009,actn2b-002,OTTDART00000029626,NMD,ENSDART00000133327.2,actn2b-201,
ZDB-TSCRIPT-090929-12020,bnip4-002,OTTDART00000029637,retained intron,ENSDART00000132990.2,bnip4-202,
ZDB-TSCRIPT-090929-12027,pdlim1-002,OTTDART00000029644,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12033,eef1a1a-003,OTTDART00000029650,retained intron,ENSDART00000139595.2,eef1a1a-203,
ZDB-TSCRIPT-090929-12040,rassf4-003,OTTDART00000029657,NMD,ENSDART00000126835.4,rassf4-201,
ZDB-TSCRIPT-090929-12041,rassf4-002,OTTDART00000029658,retained intron,ENSDART00000134354.2,rassf4-202,
ZDB-TSCRIPT-090929-12056,rsrp1-003,OTTDART00000029675,retained intron,ENSDART00000141134.2,rsrp1-203,
ZDB-TSCRIPT-090929-12060,usf1-002,OTTDART00000029680,NMD,ENSDART00000143643,,
ZDB-TSCRIPT-090929-12071,tbcela-003,OTTDART00000029691,retained intron,ENSDART00000138166.2,tbcela-203,
ZDB-TSCRIPT-090929-12081,tmem57b-002,OTTDART00000029701,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12085,syf2-003,OTTDART00000029705,retained intron,ENSDART00000145016.3,syf2-202,
ZDB-TSCRIPT-090929-12094,ndufaf1-007,OTTDART00000029714,retained intron,ENSDART00000147538.2,ndufaf1-207,
ZDB-TSCRIPT-090929-12096,cst3-002,OTTDART00000029716,retained intron,ENSDART00000133857.2,cst3-202,
ZDB-TSCRIPT-090929-12107,hps1-002,OTTDART00000029727,retained intron,ENSDART00000143506.2,hps1-202,
ZDB-TSCRIPT-090929-12110,zgc:113149-002,OTTDART00000029730,retained intron,ENSDART00000145398.2,zgc:113149-202,
ZDB-TSCRIPT-090929-12112,zgc:101731-002,OTTDART00000029732,NMD,ENSDART00000060025,,
ZDB-TSCRIPT-090929-12113,zgc:101731-003,OTTDART00000029733,retained intron,ENSDART00000105222.4,zgc:101735-203,
ZDB-TSCRIPT-090929-12115,zgc:101731-005,OTTDART00000029735,retained intron,ENSDART00000143491.3,zgc:101735-205,
ZDB-TSCRIPT-090929-12124,zgc:123068-002,OTTDART00000029744,retained intron,ENSDART00000147934.2,ifi45-202,
ZDB-TSCRIPT-090929-12132,med6-002,OTTDART00000029752,NMD,ENSDART00000133072.2,med6-202,
ZDB-TSCRIPT-090929-12139,memo1-002,OTTDART00000029759,retained intron,ENSDART00000141748.2,memo1-202,
ZDB-TSCRIPT-090929-12174,phykpl-002,OTTDART00000029794,retained intron,ENSDART00000145359.2,phykpl-203,
ZDB-TSCRIPT-090929-12179,ckmb-002,OTTDART00000029799,retained intron,ENSDART00000128644.3,ckmb-202,
ZDB-TSCRIPT-090929-12180,ckmb-003,OTTDART00000029800,retained intron,ENSDART00000137495.2,ckmb-203,
ZDB-TSCRIPT-090929-12195,dhrs13b-005,OTTDART00000029815,retained intron,ENSDART00000134622.2,dhrs13b-205,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12196,exo5-001,OTTDART00000029818,NMD,ENSDART00000142609,,
ZDB-TSCRIPT-090929-12216,ndfip1l-002,OTTDART00000029843,retained intron,ENSDART00000170944.2,ndfip1l-202,
ZDB-TSCRIPT-090929-12235,ms4a17a.11-002,OTTDART00000029876,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12243,ms4a17a.2-003,OTTDART00000029884,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-1225,tmem243b-002,OTTDART00000008530,retained intron,ENSDART00000137867.2,tmem243b-202,
ZDB-TSCRIPT-090929-12250,akirin2-003,OTTDART00000029891,retained intron,ENSDART00000123742.3,akirin2-202,
ZDB-TSCRIPT-090929-12255,syncrip-003,OTTDART00000029897,retained intron,ENSDART00000133881.2,syncrip-204,
ZDB-TSCRIPT-090929-1227,dclre1c-002,OTTDART00000008532,retained intron,ENSDART00000139984.2,dclre1c-202,
ZDB-TSCRIPT-090929-12273,pnpla8-002,OTTDART00000029934,retained intron,ENSDART00000135165.2,pnpla8-202,
ZDB-TSCRIPT-090929-12285,slc2a11b-002,OTTDART00000029954,retained intron,ENSDART00000145286.2,slc2a11b-203,
ZDB-TSCRIPT-090929-1229,hspa14-002,OTTDART00000008534,NMD,ENSDART00000133603,,
ZDB-TSCRIPT-090929-12293,arhgef39-002,OTTDART00000029965,NMD,ENSDART00000140503,,
ZDB-TSCRIPT-090929-12297,mkrn1-003,OTTDART00000029971,retained intron,ENSDART00000142433.2,mkrn1-205,
ZDB-TSCRIPT-090929-12298,mkrn1-004,OTTDART00000029972,retained intron,ENSDART00000133672.2,mkrn1-203,
ZDB-TSCRIPT-090929-12299,mkrn1-005,OTTDART00000029973,retained intron,ENSDART00000137199.2,mkrn1-204,
ZDB-TSCRIPT-090929-12367,si:dkey-27p23.3-002,OTTDART00000030095,NMD,ENSDART00000023262,,
ZDB-TSCRIPT-090929-1238,ccdc167-001,OTTDART00000008570,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12382,cnot7-003,OTTDART00000030122,NMD,ENSDART00000136009,,
ZDB-TSCRIPT-090929-12384,tia1-002,OTTDART00000030124,retained intron,ENSDART00000138973.2,tia1-204,
ZDB-TSCRIPT-090929-12385,tia1-003,OTTDART00000030125,retained intron,ENSDART00000135021.2,tia1-202,
ZDB-TSCRIPT-090929-12386,tia1-004,OTTDART00000030126,retained intron,ENSDART00000137581.2,tia1-203,
ZDB-TSCRIPT-090929-1239,si:ch211-214j24.9-002,OTTDART00000008571,retained intron,ENSDART00000047929.7,si:ch211-214j24.9-201,
ZDB-TSCRIPT-090929-12396,sinup-002,OTTDART00000030137,NMD,ENSDART00000132356,,
ZDB-TSCRIPT-090929-12402,ewsr1b-005,OTTDART00000030144,ncRNA,ENSDART00000139998.2,ewsr1b-203,
ZDB-TSCRIPT-090929-12400,ewsr1b-003,OTTDART00000030142,retained intron,ENSDART00000146742.2,ewsr1b-205,
ZDB-TSCRIPT-090929-12413,noxa1-003,OTTDART00000030155,ncRNA,ENSDART00000137963.2,noxa1-202,
ZDB-TSCRIPT-090929-12412,noxa1-002,OTTDART00000030154,retained intron,ENSDART00000142604.3,noxa1-203,
ZDB-TSCRIPT-090929-12415,man1b1b-002,OTTDART00000030157,retained intron,ENSDART00000141759.2,man1b1b-202,
ZDB-TSCRIPT-090929-12421,ccnt1-002,OTTDART00000030163,retained intron,ENSDART00000132609.2,ccnt1-202,
ZDB-TSCRIPT-090929-12433,ctsla-004,OTTDART00000030177,retained intron,ENSDART00000128813.3,ctsla-202,
ZDB-TSCRIPT-090929-12437,iscub-002,OTTDART00000030181,retained intron,ENSDART00000146336.2,iscub-204,
ZDB-TSCRIPT-090929-12438,iscub-003,OTTDART00000030182,NMD,ENSDART00000142425,,
ZDB-TSCRIPT-090929-12490,surf1-002,OTTDART00000030236,retained intron,ENSDART00000146223.3,surf1-203,
ZDB-TSCRIPT-090929-12491,surf1-003,OTTDART00000030237,ncRNA,ENSDART00000135533.2,surf1-202,
ZDB-TSCRIPT-090929-12494,rpl7a-002,OTTDART00000030240,retained intron,ENSDART00000137988.3,rpl7a-204,
ZDB-TSCRIPT-090929-12495,rpl7a-003,OTTDART00000030241,retained intron,ENSDART00000132525.2,rpl7a-202,
ZDB-TSCRIPT-090929-12496,rpl7a-004,OTTDART00000030242,retained intron,ENSDART00000137409.3,rpl7a-203,
ZDB-TSCRIPT-090929-12531,stam-002,OTTDART00000030292,retained intron,ENSDART00000142727.2,stam-202,
ZDB-TSCRIPT-090929-12542,spata18-004,OTTDART00000030305,retained intron,ENSDART00000136359.2,spata18-202,
ZDB-TSCRIPT-090929-12541,spata18-003,OTTDART00000030304,ncRNA,ENSDART00000142469.3,spata18-204,
ZDB-TSCRIPT-130528-19,spata18-005,OTTDART00000058221,ncRNA,ENSDART00000143812.3,spata18-205,
ZDB-TSCRIPT-090929-12540,,OTTDART00000030303,ncRNA,ENSDART00000137594.3,spata18-203,
ZDB-TSCRIPT-090929-1255,cry1aa-001,OTTDART00000008620,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12552,srsf3b-002,OTTDART00000030318,retained intron,ENSDART00000134828.2,srsf3b-202,
ZDB-TSCRIPT-090929-13553,srsf3b-004,OTTDART00000031945,ncRNA,ENSDART00000144737.2,srsf3b-206,
ZDB-TSCRIPT-090929-1261,braf-002,OTTDART00000008626,retained intron,ENSDART00000132650.2,braf-203,
ZDB-TSCRIPT-090929-12614,tsnaxip1-002,OTTDART00000030395,retained intron,ENSDART00000148104.2,tsnaxip1-203,
ZDB-TSCRIPT-090929-12615,tsnaxip1-003,OTTDART00000030396,retained intron,ENSDART00000135546.2,tsnaxip1-202,
ZDB-TSCRIPT-090929-12645,rpl4-002,OTTDART00000030427,retained intron,ENSDART00000141224.2,rpl4-203,
ZDB-TSCRIPT-090929-12646,rpl4-003,OTTDART00000030428,retained intron,ENSDART00000134636.2,rpl4-202,
ZDB-TSCRIPT-090929-12669,plekhg7-002,OTTDART00000030471,retained intron,ENSDART00000139708.2,plekhg7-203,
ZDB-TSCRIPT-090929-12673,nr1d2b-002,OTTDART00000030475,NMD,ENSDART00000124597.4,nr1d2b-202,
ZDB-TSCRIPT-090929-12674,nr1d2b-003,OTTDART00000030476,retained intron,ENSDART00000104466.4,nr1d2b-201,
ZDB-TSCRIPT-120213-1001,nr1d2b-004,OTTDART00000053756,ncRNA,ENSDART00000151082.2,nr1d2b-204,
ZDB-TSCRIPT-090929-12681,uri1-002,OTTDART00000030483,retained intron,ENSDART00000146128.2,uri1-202,
ZDB-TSCRIPT-090929-12686,vps9d1-005,OTTDART00000030488,retained intron,ENSDART00000147465.2,vps9d1-207,
ZDB-TSCRIPT-090929-12687,vps9d1-006,OTTDART00000030489,retained intron,ENSDART00000137284.2,vps9d1-202,
ZDB-TSCRIPT-090929-12688,vps9d1-007,OTTDART00000030490,retained intron,ENSDART00000141874.2,vps9d1-204,
ZDB-TSCRIPT-090929-12695,rpl15-004,OTTDART00000030497,retained intron,ENSDART00000143066.2,rpl15-204,
ZDB-TSCRIPT-090929-12703,zgc:162879-002,OTTDART00000030505,retained intron,ENSDART00000144043.2,zgc:162879-203,
ZDB-TSCRIPT-090929-12714,ppfibp2a-003,OTTDART00000030518,retained intron,ENSDART00000147361.2,ppfibp2a-205,
ZDB-TSCRIPT-090929-13348,ppfibp2a-004,OTTDART00000031532,retained intron,ENSDART00000144423.2,ppfibp2a-204,
ZDB-TSCRIPT-090929-12727,nucb2b-002,OTTDART00000030536,retained intron,ENSDART00000138970.2,nucb2b-202,
ZDB-TSCRIPT-090929-12734,si:dkey-193i10.1-002,OTTDART00000030545,retained intron,ENSDART00000161772.2,si:dkey-193i10.1-202,
ZDB-TSCRIPT-090929-12735,si:dkey-193i10.1-003,OTTDART00000030546,retained intron,ENSDART00000163626.2,si:dkey-193i10.1-203,
ZDB-TSCRIPT-090929-12750,si:dkey-228a15.1-004,OTTDART00000030578,retained intron,ENSDART00000132825.2,si:dkey-228a15.1-201,
ZDB-TSCRIPT-090929-12780,fam133b-002,OTTDART00000030619,retained intron,ENSDART00000147391.2,fam133b-205,
ZDB-TSCRIPT-090929-12781,fam133b-003,OTTDART00000030620,NMD,ENSDART00000136716.3,fam133b-203,
ZDB-TSCRIPT-090929-12787,ndrg1a-003,OTTDART00000030626,retained intron,ENSDART00000103665.5,ndrg1a-203,
ZDB-TSCRIPT-090929-12822,dock3-003,OTTDART00000030662,retained intron,ENSDART00000137157.2,dock3-202,
ZDB-TSCRIPT-131113-4595,dock3-004,OTTDART00000059374 ,retained intron,ENSDART00000148499.2,dock3-203,
ZDB-TSCRIPT-090929-12838,triqk-002,OTTDART00000030683,retained intron,ENSDART00000132840.2,triqk-201,
ZDB-TSCRIPT-090929-12841,fam228a-004,OTTDART00000030693,retained intron,ENSDART00000134859.2,fam228a-202,
ZDB-TSCRIPT-090929-1032,fam228a-003,OTTDART00000007753,retained intron,ENSDART00000140509.2,fam228a-203,
ZDB-TSCRIPT-090929-1031,fam228a-002,OTTDART00000007752,retained intron,ENSDART00000146403.3,fam228a-204,
ZDB-TSCRIPT-090929-12855,si:dkey-25e12.3-003,OTTDART00000030714,retained intron,ENSDART00000144580.2,si:dkey-25e12.3-203,
ZDB-TSCRIPT-090929-12854,si:dkey-25e12.3-002,OTTDART00000030713,ncRNA,ENSDART00000135038.2,si:dkey-25e12.3-202,
ZDB-TSCRIPT-130528-547,si:dkey-25e12.3-004,OTTDART00000058291 ,retained intron,ENSDART00000153169.2,si:dkey-25e12.3-204,
ZDB-TSCRIPT-090929-12860,polr2i-003,OTTDART00000030738,retained intron,ENSDART00000135017.2,polr2i-203,
ZDB-TSCRIPT-090929-12863,ccnl1a-006,OTTDART00000030743,NMD,ENSDART00000139696,,
ZDB-TSCRIPT-090929-3278,ccnl1a-004,OTTDART00000016033,,ENSDART00000141027.2,ccnl1a-206,
ZDB-TSCRIPT-091110-811,ccnl1a-007,OTTDART00000042855,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1536,ccnl1a-008,OTTDART00000042856,,ENSDART00000134284.2,ccnl1a-203,
ZDB-TSCRIPT-090929-12874,nasp-004,OTTDART00000030765,NMD,ENSDART00000057285,,
ZDB-TSCRIPT-090929-12875,nasp-005,OTTDART00000030766,retained intron,ENSDART00000142110.3,nasp-207,
ZDB-TSCRIPT-090929-12876,nasp-006,OTTDART00000030767,,ENSDART00000137238.2,nasp-203,
ZDB-TSCRIPT-090929-12877,nasp-007,OTTDART00000030768,,ENSDART00000148207.4,nasp-210,
ZDB-TSCRIPT-090929-12878,nasp-008,OTTDART00000030769,,ENSDART00000142250.3,nasp-208,
ZDB-TSCRIPT-120213-750,nasp-009,OTTDART00000054722,,ENSDART00000151795.3,nasp-211,
ZDB-TSCRIPT-120213-1136,nasp-010,OTTDART00000054723,,ENSDART00000031108.7,nasp-201,
ZDB-TSCRIPT-120213-365,nasp-011,OTTDART00000054721,,ENSDART00000141483.4,nasp-2016,
ZDB-TSCRIPT-090929-12885,camk2d1-004,OTTDART00000030776,retained intron,ENSDART00000145605.2,camk2d1-205,
ZDB-TSCRIPT-090929-12887,lrriq1-002,OTTDART00000030778,retained intron,ENSDART00000133042.2,lrriq1-201 ,
ZDB-TSCRIPT-090929-1289,sbf1-002,OTTDART00000008743,retained intron,ENSDART00000132362.2,sbf1-203,
ZDB-TSCRIPT-110912-409,sbf1-003,OTTDART00000051582,,ENSDART00000150743.2,sbf1-204,
ZDB-TSCRIPT-090929-1292,si:ch211-125a15.1-001,OTTDART00000008755,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12920,si:ch211-150o23.2-002,OTTDART00000030814,retained intron,ENSDART00000131276.3,si:ch211-150o23.2-202,
ZDB-TSCRIPT-090929-12930,si:ch211-208h16.4-004,OTTDART00000030824,retained intron,ENSDART00000140479.2,si:ch211-208h16.4-202,
ZDB-TSCRIPT-110912-296,,OTTDART00000052640,,ENSDART00000140769.3,si:ch211-208h16.4-203,
ZDB-TSCRIPT-090929-12971,mhc1zea-002,OTTDART00000030874,retained intron,ENSDART00000048445.7,mhc1zea-201,
ZDB-TSCRIPT-090929-12982,dab1b-001,OTTDART00000030890,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12989,itgb5-002,OTTDART00000030897,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-12990,itgb5-003,OTTDART00000030898,retained intron,ENSDART00000145263.2,itgb5-205,
ZDB-TSCRIPT-090929-12996,neb-005,OTTDART00000030904,retained intron,ENSDART00000134090.3,neb-202,
ZDB-TSCRIPT-090929-12999,neb-008,OTTDART00000030907,retained intron,ENSDART00000137778.2,neb-204,
ZDB-TSCRIPT-090929-12994,neb-003,OTTDART00000030902,,ENSDART00000137045.2,neb-203,
ZDB-TSCRIPT-090929-12995,neb-004,OTTDART00000030903,,ENSDART00000140686.3,neb-205,
ZDB-TSCRIPT-090929-1302,chchd3a-002,OTTDART00000008781,retained intron,ENSDART00000143317.2,chchd3a-202,
ZDB-TSCRIPT-090929-13057,mkrn1-006,OTTDART00000030966,retained intron,ENSDART00000131244.2,mkrn1-202,
ZDB-TSCRIPT-090929-13060,mgst1.1-003,OTTDART00000030970,retained intron,ENSDART00000145529.2,mgst1.1-203,
ZDB-TSCRIPT-090929-13074,eif4a2-003,OTTDART00000030986,NMD,ENSDART00000134178,,
ZDB-TSCRIPT-090929-1308,yaf2-003,OTTDART00000008830,retained intron,ENSDART00000137378.2,yaf2-202,
ZDB-TSCRIPT-090929-13088,cxxc1b-002,OTTDART00000031062,retained intron,ENSDART00000147815.2,cxxc1b-202,
ZDB-TSCRIPT-090929-13090,opn1lw2-002,OTTDART00000031064,retained intron,ENSDART00000140746.2,opn1lw2-203,
ZDB-TSCRIPT-090929-13091,opn1lw2-003,OTTDART00000031065,retained intron,ENSDART00000144302.3,opn1lw2-204,
ZDB-TSCRIPT-090929-13092,opn1lw2-004,OTTDART00000031066,,ENSDART00000132277.2,opn1lw2-202,
ZDB-TSCRIPT-090929-13100,uap1l1-002,OTTDART00000031079,retained intron,ENSDART00000142097.2,uap1l1-202,
ZDB-TSCRIPT-090929-13107,si:ch211-117n7.7-002,OTTDART00000031092,retained intron,ENSDART00000135968.2,si:ch211-117n7.7-203,
ZDB-TSCRIPT-090929-13108,si:ch211-117n7.7-003,OTTDART00000031093,retained intron,ENSDART00000134738.3,si:ch211-117n7.7-202,
ZDB-TSCRIPT-090929-13109,si:ch211-117n7.7-004,OTTDART00000031094,retained intron,ENSDART00000139541.3,si:ch211-117n7.7-204,
ZDB-TSCRIPT-090929-13110,sema4ga-002,OTTDART00000031095,retained intron,ENSDART00000140704.2,sema4ga-202,
ZDB-TSCRIPT-090929-13111,prdx3-003,OTTDART00000031096,retained intron,ENSDART00000140504.2,prdx3-202,
ZDB-TSCRIPT-090929-13114,ufc1-002,OTTDART00000031099,retained intron,ENSDART00000147752.2,ufc1-202,
ZDB-TSCRIPT-090929-13117,ccbl1-004,OTTDART00000031102,retained intron,ENSDART00000142636.2,kyat1-202,
ZDB-TSCRIPT-090929-13120,slc4a4a-003,OTTDART00000031105,retained intron,ENSDART00000136688.2,slc4a4a-203,
ZDB-TSCRIPT-090929-13119,slc4a4a-002,OTTDART00000031104,,ENSDART00000143520.2,slc4a4a-204,
ZDB-TSCRIPT-090929-13122,malt1-003,OTTDART00000031107,retained intron,ENSDART00000144836.2,malt1-204,
ZDB-TSCRIPT-090929-13140,si:dkey-33c12.2-002,OTTDART00000031126,retained intron,ENSDART00000134358.3,si:dkey-33c12.12-202,
ZDB-TSCRIPT-090929-13149,si:dkey-33c12.4-004,OTTDART00000031136,retained intron,ENSDART00000110680.4,si:dkey-33c12.12-201,
ZDB-TSCRIPT-090929-13150,si:dkey-33c12.4-005,OTTDART00000031137,retained intron,ENSDART00000140259.2,si:dkey-33c12.12-203,
ZDB-TSCRIPT-090929-13141,si:dkey-33c12.2-003,OTTDART00000031127,,ENSDART00000144714.2,si:dkey-33c12.12-205,
ZDB-TSCRIPT-090929-13139,si:dkey-33c12.2-001,OTTDART00000031125,,ENSDART00000144142.3,si:dkey-33c12.12-204,
ZDB-TSCRIPT-090929-13156,si:ch211-233a24.2-002,OTTDART00000031143,retained intron,ENSDART00000148156.2,si:ch211-233a24.2-203,
ZDB-TSCRIPT-090929-13157,si:ch211-233a24.2-003,OTTDART00000031144,retained intron,ENSDART00000145834.2,si:ch211-233a24.2-202,
ZDB-TSCRIPT-090929-13189,plekhj1-002,OTTDART00000031204,retained intron,ENSDART00000143453.2,plekhj1-202,
ZDB-TSCRIPT-090929-13198,zgc:56556-002,OTTDART00000031244,retained intron,ENSDART00000146176.2,zgc:56556-202,
ZDB-TSCRIPT-090929-13222,lin28a-005,OTTDART00000031309,retained intron,ENSDART00000146548.2,lin28a-205,
ZDB-TSCRIPT-090929-4002,lin28-001,OTTDART00000018111,,ENSDART00000098970.7,lin28a-201,
ZDB-TSCRIPT-090929-13224,riok2-002,OTTDART00000031311,,ENSDART00000141497.2,riok2-203,
ZDB-TSCRIPT-090929-13225,riok2-003,OTTDART00000031312,retained intron,ENSDART00000137974.2,riok2-202,
ZDB-TSCRIPT-090929-13230,zgc:163121-003,OTTDART00000031337,retained intron,ENSDART00000137542.2,zgc:163121-203,
ZDB-TSCRIPT-090929-13248,dock4b-002,OTTDART00000031380,retained intron,ENSDART00000133422.2,dock4b-202,
ZDB-TSCRIPT-090929-13261,nsun2-002,OTTDART00000031394,retained intron,ENSDART00000134160.2,nsun2-201,
ZDB-TSCRIPT-090929-13262,srd5a1-002,OTTDART00000031395,retained intron,ENSDART00000144884.2,srd5a1-202,
ZDB-TSCRIPT-090929-13263,stx12-002,OTTDART00000031396,retained intron,ENSDART00000161325.2,stx12-202,
ZDB-TSCRIPT-090929-13264,trnau1apa-002,OTTDART00000031397,retained intron,ENSDART00000159545.2,trnau1apa-202,
ZDB-TSCRIPT-090929-1328,dyrk2-002,OTTDART00000008869,retained intron,ENSDART00000067152.6,dyrk2-201,
ZDB-TSCRIPT-090929-13283,pex11b-003,OTTDART00000031442,retained intron,ENSDART00000136275.2,pex11b-202,
ZDB-TSCRIPT-090929-13285,rit1-002,OTTDART00000031444,retained intron,ENSDART00000144541.2,rit1-202,
ZDB-TSCRIPT-090929-13291,theg-002,OTTDART00000031450,NMD,ENSDART00000141206.2,theg-202,
ZDB-TSCRIPT-090929-13316,mapk8ip2-003,OTTDART00000031477,retained intron,ENSDART00000148243.2,mapk8ip2-202,
ZDB-TSCRIPT-090929-13317,chkb-003,OTTDART00000031478,retained intron,ENSDART00000133557.2,chkb-202,
ZDB-TSCRIPT-090929-13318,chkb-004,OTTDART00000031479,retained intron,ENSDART00000140134.2,chkb-203,
ZDB-TSCRIPT-090929-3480,chkb-002,OTTDART00000016558,,ENSDART00000146797.2,chkb-204,
ZDB-TSCRIPT-090929-13321,bcat1-004,OTTDART00000031482,retained intron,ENSDART00000144647.2,bcat1-204,
ZDB-TSCRIPT-090929-13322,bcat1-005,OTTDART00000031483,retained intron,ENSDART00000138956.2,bcat1-203,
ZDB-TSCRIPT-090929-13324,apaf1-002,OTTDART00000031485,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-13325,apaf1-003,OTTDART00000031486,,ENSDART00000139115.2,apaf1-203,
ZDB-TSCRIPT-090929-13333,casc1-002,OTTDART00000031494,retained intron,ENSDART00000132933.3,casc1-203,
ZDB-TSCRIPT-090929-13334,casc1-003,OTTDART00000031495,retained intron,ENSDART00000138514.3,casc1-204,
ZDB-TSCRIPT-090929-13335,casc1-004,OTTDART00000031496,retained intron,ENSDART00000138673.2,casc1-205,
ZDB-TSCRIPT-090929-13344,hydin-002,OTTDART00000031528,retained intron,ENSDART00000145701.2,hydin-202,
ZDB-TSCRIPT-090929-13345,necab2-002,OTTDART00000031529,retained intron,ENSDART00000144523.2,necab2-202,
ZDB-TSCRIPT-090929-13347,zwilch-002,OTTDART00000031531,retained intron,ENSDART00000134503.2,zwilch-202,
ZDB-TSCRIPT-090929-13348,ppfibp2a-004,OTTDART00000031532,retained intron,ENSDART00000144423.2,ppfibp2a-204,
ZDB-TSCRIPT-090929-12714,,OTTDART00000030518,,ENSDART00000147361.2,ppfibp2a-205,
ZDB-TSCRIPT-090929-13362,caprin1b-004,OTTDART00000031722,retained intron,ENSDART00000145383.2,caprin1b-204,
