aliasid,clonealias,cloneid
FR758,FR758,ZDB-CDNA-040425-3856
FR763,FR763,ZDB-CDNA-040425-1432
FR770,FR770,ZDB-CDNA-040425-1433
FR753,FR753,ZDB-CDNA-040425-1438
FR754,FR754,ZDB-CDNA-040425-1636
FR755,FR755,ZDB-CDNA-040425-1332
FR736,FR736,ZDB-CDNA-040425-1637
FR746,FR746,ZDB-CDNA-040425-3848
FR764,FR764,ZDB-CDNA-040425-1442
FR731,FR731,ZDB-CDNA-040425-1443
FR765,FR765,ZDB-CDNA-040425-1336
FR748,FR748,ZDB-CDNA-040425-1453
FR737,FR737,ZDB-CDNA-040425-1640
FR740,FR740,ZDB-CDNA-040425-3823
FR738,FR738,ZDB-CDNA-040425-1458
FR741,FR741,ZDB-CDNA-040425-3783
FR742,FR742,ZDB-CDNA-040425-1641
FR1041,FR1041,ZDB-EST-040914-16
FR1334,FR1334,ZDB-EST-040914-190
FR1131,FR1131,ZDB-EST-040914-76
FR1173,FR1173,ZDB-EST-040914-98
FR1241,FR1241,ZDB-EST-040914-140
FR1163,FR1163,ZDB-EST-040914-92
FR1310,FR1310,ZDB-EST-040914-177
FR1197,FR1197,ZDB-EST-040914-114
FR1198,FR1198,ZDB-EST-040914-115
FR1116,FR1116,ZDB-EST-040914-64
FR1246,FR1246,ZDB-EST-040914-144
FR1150,FR1150,ZDB-EST-040914-85
FR1101,FR1101,ZDB-EST-040914-53
FR1321,FR1321,ZDB-EST-040914-184
FR1270,FR1270,ZDB-EST-040914-154
FR1172,FR1172,ZDB-EST-040914-97
FR1046,FR1046,ZDB-EST-040914-20
FR1062,FR1062,ZDB-EST-040914-31
FR1136,FR1136,ZDB-EST-040914-78
FR710,FR710,ZDB-CDNA-040425-2056
FR689,FR689,ZDB-CDNA-040425-1306
FR664,FR664,ZDB-CDNA-040425-1277
FR705,FR705,ZDB-CDNA-040425-3874
FR1258,FR1258,ZDB-EST-040914-148
FR1240,FR1240,ZDB-EST-040914-139
FR1269,FR1269,ZDB-EST-040914-153
FR1255,FR1255,ZDB-EST-040914-147
FR463,FR463,ZDB-CDNA-040425-1189
FR409,FR409,ZDB-CDNA-040425-2207
FR468,FR468,ZDB-CDNA-040425-1503
FR440,FR440,ZDB-CDNA-040425-3521
FR435,FR435,ZDB-CDNA-040425-2217
FR452,FR452,ZDB-CDNA-040425-2223
FR462,FR462,ZDB-CDNA-040425-2224
FR467,FR467,ZDB-CDNA-040425-3134
FR472,FR472,ZDB-CDNA-040425-1274
FR428,FR428,ZDB-CDNA-040425-1170
FR429,FR429,ZDB-CDNA-040425-2228
FR418,FR418,ZDB-CDNA-040425-2233
FR419,FR419,ZDB-CDNA-040425-2234
FR471,FR471,ZDB-CDNA-040425-2239
FR445,FR445,ZDB-CDNA-040425-2240
FR443,FR443,ZDB-CDNA-040425-2241
FR410,FR410,ZDB-CDNA-040425-2242
FR236,FR236,ZDB-CDNA-040425-2245
FR411,FR411,ZDB-CDNA-040425-2247
FR217,FR217,ZDB-CDNA-040425-3599
FR214,FR214,ZDB-CDNA-040425-3598
FR206,FR206,ZDB-CDNA-040425-3595
FR227,FR227,ZDB-CDNA-040425-3593
FR228,FR228,ZDB-CDNA-040425-2257
FR1073,FR1073,ZDB-EST-040914-36
FR226,FR226,ZDB-CDNA-040425-2266
FR202,FR202,ZDB-CDNA-040425-2269
FR225,FR225,ZDB-CDNA-040425-2277
FR210,FR210,ZDB-CDNA-040425-2279
FR211,FR211,ZDB-CDNA-040425-2281
FR258,FR258,ZDB-CDNA-040425-3120
FR248,FR248,ZDB-CDNA-040425-2288
FR306,FR306,ZDB-CDNA-040425-2296
FR305,FR305,ZDB-CDNA-040425-3110
FR249,FR249,ZDB-CDNA-040425-2299
FR278,FR278,ZDB-CDNA-040425-3104
FR313,FR313,ZDB-CDNA-040425-2304
FR309,FR309,ZDB-CDNA-040425-2305
FR272,FR272,ZDB-CDNA-040425-1551
FR281,FR281,ZDB-CDNA-040425-2307
FR255,FR255,ZDB-CDNA-040425-1159
FR256,FR256,ZDB-CDNA-040425-3095
FR257,FR257,ZDB-CDNA-040425-2308
FR285,FR285,ZDB-CDNA-040425-1478
FR286,FR286,ZDB-CDNA-040425-3090
FR292,FR292,ZDB-CDNA-040425-2311
FR1105,FR1105,ZDB-EST-040914-55
FR296,FR296,ZDB-CDNA-040425-3088
FR288,FR288,ZDB-CDNA-040425-2313
FR301,FR301,ZDB-CDNA-040425-2314
FR265,FR265,ZDB-CDNA-040425-1063
FR243,FR243,ZDB-CDNA-040425-2318
FR240,FR240,ZDB-CDNA-040425-2320
FR245,FR245,ZDB-CDNA-040425-2322
FR290,FR290,ZDB-CDNA-040425-1582
FR293,FR293,ZDB-CDNA-040425-3078
FR338,FR338,ZDB-CDNA-040425-2329
FR335,FR335,ZDB-CDNA-040425-2333
FR321,FR321,ZDB-CDNA-040425-2335
FR322,FR322,ZDB-CDNA-040425-3075
FR340,FR340,ZDB-CDNA-040425-2338
FR320,FR320,ZDB-CDNA-040425-1350
FR318,FR318,ZDB-CDNA-040425-2341
FR1169,FR1169,ZDB-EST-040914-95
FR337,FR337,ZDB-CDNA-040425-2345
FR331,FR331,ZDB-CDNA-040425-2346
FR339,FR339,ZDB-CDNA-040425-2347
FR1038,FR1038,ZDB-EST-040914-13
FR401,FR401,ZDB-CDNA-040425-3597
FR374,FR374,ZDB-CDNA-040425-2370
FR478,FR478,ZDB-CDNA-040425-2387
FR482,FR482,ZDB-CDNA-040425-1501
FR362,FR362,ZDB-CDNA-040425-2410
FR343,FR343,ZDB-CDNA-040425-2423
FR385,FR385,ZDB-CDNA-040425-2447
FR373,FR373,ZDB-CDNA-040425-1330
FR494,FR494,ZDB-CDNA-040425-3091
FR1017,FR1017,ZDB-EST-040914-5
FR646,FR646,ZDB-CDNA-040425-2489
FR639,FR639,ZDB-CDNA-040425-2490
FR635,FR635,ZDB-CDNA-040425-3664
FR615,FR615,ZDB-CDNA-040425-2495
FR614,FR614,ZDB-CDNA-040425-2496
FR657,FR657,ZDB-CDNA-040425-3064
FR649,FR649,ZDB-CDNA-040425-1563
FR640,FR640,ZDB-CDNA-040425-2530
FR656,FR656,ZDB-CDNA-040425-2534
FR641,FR641,ZDB-CDNA-040425-2535
FR654,FR654,ZDB-CDNA-040425-2536
FR612,FR612,ZDB-CDNA-040425-2537
FR634,FR634,ZDB-CDNA-040425-2538
FR645,FR645,ZDB-CDNA-040425-2545
FR610,FR610,ZDB-CDNA-040425-2547
FR617,FR617,ZDB-CDNA-040425-2550
FR616,FR616,ZDB-CDNA-040425-3634
FR613,FR613,ZDB-CDNA-040425-2553
FR1130,FR1130,ZDB-EST-040914-75
FR1162,FR1162,ZDB-EST-040914-91
FR1180,FR1180,ZDB-EST-040914-102
FR1035,FR1035,ZDB-EST-040914-12
FR1185,FR1185,ZDB-EST-040914-105
FR1033,FR1033,ZDB-EST-040914-11
FR1051,FR1051,ZDB-EST-040914-23
FR407,FR407,ZDB-CDNA-040425-3608
FR1047,FR1047,ZDB-EST-040914-21
FR691,FR691,ZDB-CDNA-040425-3881
FR1064,FR1064,ZDB-EST-040914-32
FR1336,FR1336,ZDB-EST-040914-192
FR368,FR368,ZDB-CDNA-040425-2443
FR386,FR386,ZDB-CDNA-040425-2456
FR1202,FR1202,ZDB-EST-040914-118
FR777,FR777,ZDB-CDNA-040425-1417
FR1315,FR1315,ZDB-EST-040914-182
FR1285,FR1285,ZDB-EST-040914-165
FR399,FR399,ZDB-CDNA-040425-1263
FR1165,FR1165,ZDB-EST-040914-93
FR1178,FR1178,ZDB-EST-040914-101
FR1289,FR1289,ZDB-EST-040914-166
FR1209,FR1209,ZDB-EST-040914-123
FR1020,FR1020,ZDB-EST-040914-7
FR1347,FR1347,ZDB-EST-040914-200
FR1065,FR1065,ZDB-EST-040914-33
FR1212,FR1212,ZDB-EST-040914-125
FR1208,FR1208,ZDB-EST-040914-122
FR1042,FR1042,ZDB-EST-040914-17
FR1056,FR1056,ZDB-EST-040914-27
FR1143,FR1143,ZDB-EST-040914-83
FR1090,FR1090,ZDB-EST-040914-44
FR1137,FR1137,ZDB-EST-040914-79
FR1134,FR1134,ZDB-EST-040914-77
FR1122,FR1122,ZDB-EST-040914-68
FR1112,FR1112,ZDB-EST-040914-61
FR1023,FR1023,ZDB-EST-040914-9
FR1025,FR1025,ZDB-EST-040914-10
FR1043,FR1043,ZDB-EST-040914-18
FR1049,FR1049,ZDB-EST-040914-22
FR1052,FR1052,ZDB-EST-040914-24
FR1053,FR1053,ZDB-EST-040914-25
FR1058,FR1058,ZDB-EST-040914-28
FR1059,FR1059,ZDB-EST-040914-29
FR1061,FR1061,ZDB-EST-040914-30
FR1066,FR1066,ZDB-EST-040914-34
FR1081,FR1081,ZDB-EST-040914-38
FR1084,FR1084,ZDB-EST-040914-40
FR1086,FR1086,ZDB-EST-040914-42
FR1097,FR1097,ZDB-EST-040914-50
FR1102,FR1102,ZDB-EST-040914-54
FR1106,FR1106,ZDB-EST-040914-56
FR1108,FR1108,ZDB-EST-040914-58
FR1114,FR1114,ZDB-EST-040914-62
FR1124,FR1124,ZDB-EST-040914-70
FR1128,FR1128,ZDB-EST-040914-73
FR1129,FR1129,ZDB-EST-040914-74
FR1138,FR1138,ZDB-EST-040914-80
FR1167,FR1167,ZDB-EST-040914-94
FR1140,FR1140,ZDB-EST-040914-81
FR1174,FR1174,ZDB-EST-040914-99
FR1176,FR1176,ZDB-EST-040914-100
FR1182,FR1182,ZDB-EST-040914-103
FR1184,FR1184,ZDB-EST-040914-104
FR1186,FR1186,ZDB-EST-040914-106
FR1187,FR1187,ZDB-EST-040914-107
FR1191,FR1191,ZDB-EST-040914-109
FR1193,FR1193,ZDB-EST-040914-111
FR1195,FR1195,ZDB-EST-040914-112
FR1199,FR1199,ZDB-EST-040914-116
FR1201,FR1201,ZDB-EST-040914-117
FR1204,FR1204,ZDB-EST-040914-119
FR1205,FR1205,ZDB-EST-040914-120
FR1210,FR1210,ZDB-EST-040914-124
FR1215,FR1215,ZDB-EST-040914-126
FR1217,FR1217,ZDB-EST-040914-127
FR1223,FR1223,ZDB-EST-040914-129
FR1225,FR1225,ZDB-EST-040914-131
FR1230,FR1230,ZDB-EST-040914-132
FR1232,FR1232,ZDB-EST-040914-133
FR1235,FR1235,ZDB-EST-040914-135
FR1236,FR1236,ZDB-EST-040914-136
FR1239,FR1239,ZDB-EST-040914-138
FR1242,FR1242,ZDB-EST-040914-141
FR1244,FR1244,ZDB-EST-040914-143
FR1249,FR1249,ZDB-EST-040914-145
FR1262,FR1262,ZDB-EST-040914-150
FR1264,FR1264,ZDB-EST-040914-151
FR1267,FR1267,ZDB-EST-040914-152
FR1272,FR1272,ZDB-EST-040914-155
FR1273,FR1273,ZDB-EST-040914-156
FR1274,FR1274,ZDB-EST-040914-157
FR1275,FR1275,ZDB-EST-040914-158
FR1281,FR1281,ZDB-EST-040914-163
FR1290,FR1290,ZDB-EST-040914-167
FR1292,FR1292,ZDB-EST-040914-169
FR1293,FR1293,ZDB-EST-040914-170
FR1296,FR1296,ZDB-EST-040914-172
FR1311,FR1311,ZDB-EST-040914-178
FR1313,FR1313,ZDB-EST-040914-180
FR1314,FR1314,ZDB-EST-040914-181
FR1324,FR1324,ZDB-EST-040914-185
FR1325,FR1325,ZDB-EST-040914-186
FR1330,FR1330,ZDB-EST-040914-187
FR1331,FR1331,ZDB-EST-040914-188
FR1332,FR1332,ZDB-EST-040914-189
FR1338,FR1338,ZDB-EST-040914-194
FR1340,FR1340,ZDB-EST-040914-195
FR1342,FR1342,ZDB-EST-040914-196
FR1343,FR1343,ZDB-EST-040914-197
FR1344,FR1344,ZDB-EST-040914-198
FR1157,FR1157,ZDB-EST-040914-89
FR1337,FR1337,ZDB-EST-040914-193
FR1039,FR1039,ZDB-EST-040914-14
FR1192,FR1192,ZDB-EST-040914-110
FR1320,FR1320,ZDB-EST-040914-183
FR1345,FR1345,ZDB-EST-040914-199
FR1276,FR1276,ZDB-EST-040914-159
FR1234,FR1234,ZDB-EST-040914-134
FR1254,FR1254,ZDB-EST-040914-146
FR1093,FR1093,ZDB-EST-040914-46
FR1196,FR1196,ZDB-EST-040914-113
FR1085,FR1085,ZDB-EST-040914-41
FR1278,FR1278,ZDB-EST-040914-161
FR1115,FR1115,ZDB-EST-040914-63
FR1312,FR1312,ZDB-EST-040914-179
FR1277,FR1277,ZDB-EST-040914-160
FR1582,FR1582,ZDB-EST-041008-227
FR1616,FR1616,ZDB-EST-041008-413
FR197,FR197,ZDB-CDNA-040425-33
FR1540,FR1540,ZDB-EST-041008-201
FR1558,FR1558,ZDB-EST-041008-213
FR1758,FR1758,ZDB-EST-041008-314
FR1615,FR1615,ZDB-EST-041008-242
FR1179,FR1179,ZDB-EST-041008-51
FR1218,FR1218,ZDB-EST-041008-59
FR1050,FR1050,ZDB-EST-041008-33
FR1702,FR1702,ZDB-EST-041008-279
FR1383,FR1383,ZDB-EST-041008-93
FR523,FR523,ZDB-CDNA-040425-202
FR1764,FR1764,ZDB-EST-041008-316
FR1660,FR1660,ZDB-EST-041008-261
FR1628,FR1628,ZDB-EST-041008-414
FR1194,FR1194,ZDB-EST-041008-53
FR1563,FR1563,ZDB-EST-041008-215
FR1694,FR1694,ZDB-EST-041008-275
FR1357,FR1357,ZDB-EST-041008-77
FR1068,FR1068,ZDB-EST-041008-36
FR1007,FR1007,ZDB-EST-041008-16
FR1000,FR1000,ZDB-EST-041008-9
FR1500,FR1500,ZDB-EST-041008-180
FR1673,FR1673,ZDB-EST-041008-267
FR1386,FR1386,ZDB-EST-041008-96
FR358,FR358,ZDB-CDNA-040425-414
FR1362,FR1362,ZDB-EST-041008-80
FR1790,FR1790,ZDB-EST-041008-333
FR1445,FR1445,ZDB-EST-041008-137
FR1565,FR1565,ZDB-EST-041008-217
FR504,FR504,ZDB-CDNA-040425-2487
FR1429,FR1429,ZDB-EST-041008-126
FR1227,FR1227,ZDB-EST-041008-63
FR1678,FR1678,ZDB-EST-041008-270
FR1001,FR1001,ZDB-EST-041008-10
FR1487,FR1487,ZDB-EST-041008-168
FR1190,FR1190,ZDB-EST-041008-52
FR357,FR357,ZDB-CDNA-040425-652
FR1067,FR1067,ZDB-EST-041008-35
FR1446,FR1446,ZDB-EST-041008-138
FR1778,FR1778,ZDB-EST-041008-324
FR1457,FR1457,ZDB-EST-041008-144
FR1491,FR1491,ZDB-EST-041008-172
FR1359,FR1359,ZDB-EST-041008-78
FR1733,FR1733,ZDB-EST-041008-293
FR1545,FR1545,ZDB-EST-041008-202
FR1574,FR1574,ZDB-EST-041008-405
FR1004,FR1004,ZDB-EST-041008-13
FR1748,FR1748,ZDB-EST-041008-305
FR985,FR985,ZDB-EST-041008-5
FR1400,FR1400,ZDB-EST-041008-105
FR1576,FR1576,ZDB-EST-041008-224
FR1555,FR1555,ZDB-EST-041008-211
FR1494,FR1494,ZDB-EST-041008-175
FR1455,FR1455,ZDB-EST-041008-142
FR1480,FR1480,ZDB-EST-041008-161
FR1364,FR1364,ZDB-EST-041008-81
FR1630,FR1630,ZDB-EST-041008-249
FR1488,FR1488,ZDB-EST-041008-169
FR1352,FR1352,ZDB-EST-041008-73
FR1735,FR1735,ZDB-EST-041008-295
FR1361,FR1361,ZDB-EST-041008-79
FR1698,FR1698,ZDB-EST-041008-276
FR1566,FR1566,ZDB-EST-041008-218
FR1057,FR1057,ZDB-EST-041008-34
FR1368,FR1368,ZDB-EST-041008-84
FR1395,FR1395,ZDB-EST-041008-101
FR1518,FR1518,ZDB-EST-041008-403
FR1584,FR1584,ZDB-EST-041008-407
FR1589,FR1589,ZDB-EST-041008-231
FR1610,FR1610,ZDB-EST-041008-410
FR1637,FR1637,ZDB-EST-041008-253
FR1640,FR1640,ZDB-EST-041008-254
FR1667,FR1667,ZDB-EST-041008-264
FR1724,FR1724,ZDB-EST-041008-288
FR1730,FR1730,ZDB-EST-041008-292
FR1793,FR1793,ZDB-EST-041008-335
FR1404,FR1404,ZDB-EST-041008-108
FR1351,FR1351,ZDB-EST-041008-72
FR971,FR971,ZDB-EST-041008-1
FR1476,FR1476,ZDB-EST-041008-159
FR1634,FR1634,ZDB-EST-041008-251
FR1265,FR1265,ZDB-EST-041008-64
FR1373,FR1373,ZDB-EST-041008-89
FR1482,FR1482,ZDB-EST-041008-163
FR1372,FR1372,ZDB-EST-041008-88
FR1666,FR1666,ZDB-EST-041008-263
FR1611,FR1611,ZDB-EST-041008-241
FR1715,FR1715,ZDB-EST-041008-284
FR1319,FR1319,ZDB-EST-041008-68
FR1772,FR1772,ZDB-EST-041008-321
FR1002,FR1002,ZDB-EST-041008-11
FR1703,FR1703,ZDB-EST-041008-280
FR1671,FR1671,ZDB-EST-041008-266
FR1677,FR1677,ZDB-EST-041008-269
FR1737,FR1737,ZDB-EST-041008-297
FR1549,FR1549,ZDB-EST-041008-206
FR1426,FR1426,ZDB-EST-041008-123
FR1027,FR1027,ZDB-EST-041008-26
FR1650,FR1650,ZDB-EST-041008-257
FR1076,FR1076,ZDB-EST-041008-41
FR1501,FR1501,ZDB-EST-041008-181
FR1460,FR1460,ZDB-EST-041008-147
FR1588,FR1588,ZDB-EST-041008-230
FR1492,FR1492,ZDB-EST-041008-173
FR1753,FR1753,ZDB-EST-041008-310
FR500,FR500,ZDB-CDNA-040425-3076
FR359,FR359,ZDB-CDNA-040425-2351
FR350,FR350,ZDB-CDNA-040425-3130
FR1525,FR1525,ZDB-EST-041008-194
FR1472,FR1472,ZDB-EST-041008-158
FR1579,FR1579,ZDB-EST-041008-406
FR1581,FR1581,ZDB-EST-041008-226
FR1170,FR1170,ZDB-EST-041008-50
FR1507,FR1507,ZDB-EST-041008-183
FR1548,FR1548,ZDB-EST-041008-205
FR1554,FR1554,ZDB-EST-041008-210
FR1483,FR1483,ZDB-EST-041008-164
FR1468,FR1468,ZDB-EST-041008-154
FR510,FR510,ZDB-CDNA-040425-1402
FR1792,FR1792,ZDB-EST-041008-334
FR1747,FR1747,ZDB-EST-041008-304
FR1381,FR1381,ZDB-EST-041008-92
FR1161,FR1161,ZDB-EST-041008-46
FR1353,FR1353,ZDB-EST-041008-74
FR1529,FR1529,ZDB-EST-041008-195
FR1427,FR1427,ZDB-EST-041008-124
FR1428,FR1428,ZDB-EST-041008-125
FR1547,FR1547,ZDB-EST-041008-204
FR1569,FR1569,ZDB-EST-041008-220
FR1602,FR1602,ZDB-EST-041008-236
FR356,FR356,ZDB-CDNA-040425-1526
FR1439,FR1439,ZDB-EST-041008-134
FR1433,FR1433,ZDB-EST-041008-130
FR1515,FR1515,ZDB-EST-041008-190
FR1448,FR1448,ZDB-EST-041008-139
FR1564,FR1564,ZDB-EST-041008-216
FR992,FR992,ZDB-EST-041008-7
FR1533,FR1533,ZDB-EST-041008-197
FR1069,FR1069,ZDB-EST-041008-37
FR1034,FR1034,ZDB-EST-041008-29
FR1573,FR1573,ZDB-EST-041008-222
FR1018,FR1018,ZDB-EST-041008-22
FR1037,FR1037,ZDB-EST-041008-31
FR1805,FR1805,ZDB-EST-041008-341
FR1036,FR1036,ZDB-EST-041008-30
FR1006,FR1006,ZDB-EST-041008-15
FR1635,FR1635,ZDB-EST-041008-252
FR1607,FR1607,ZDB-EST-041008-239
FR1804,FR1804,ZDB-EST-041008-340
FR1211,FR1211,ZDB-EST-041008-55
FR1308,FR1308,ZDB-EST-041008-67
FR1708,FR1708,ZDB-EST-041008-282
FR1779,FR1779,ZDB-EST-041008-325
FR1782,FR1782,ZDB-EST-041008-328
FR1409,FR1409,ZDB-EST-041008-112
FR1595,FR1595,ZDB-EST-041008-234
FR984,FR984,ZDB-EST-041008-4
FR1280,FR1280,ZDB-EST-041008-66
FR1750,FR1750,ZDB-EST-041008-307
FR1365,FR1365,ZDB-EST-041008-82
FR1077,FR1077,ZDB-EST-041008-42
FR1153,FR1153,ZDB-EST-041008-44
FR1005,FR1005,ZDB-EST-041008-14
FR1008,FR1008,ZDB-EST-041008-17
FR1009,FR1009,ZDB-EST-041008-18
FR1010,FR1010,ZDB-EST-041008-19
FR1011,FR1011,ZDB-EST-041008-20
FR999,FR999,ZDB-EST-041008-8
FR1003,FR1003,ZDB-EST-041008-12
FR974,FR974,ZDB-EST-041008-2
FR987,FR987,ZDB-EST-041008-6
FR1015,FR1015,ZDB-EST-041008-21
FR1022,FR1022,ZDB-EST-041008-23
FR1024,FR1024,ZDB-EST-041008-24
FR1026,FR1026,ZDB-EST-041008-25
FR1028,FR1028,ZDB-EST-041008-27
FR1032,FR1032,ZDB-EST-041008-28
FR1070,FR1070,ZDB-EST-041008-38
FR1074,FR1074,ZDB-EST-041008-39
FR1075,FR1075,ZDB-EST-041008-40
FR1166,FR1166,ZDB-EST-041008-48
FR1168,FR1168,ZDB-EST-041008-49
FR1145,FR1145,ZDB-EST-041008-43
FR1807,FR1807,ZDB-EST-041008-343
FR1808,FR1808,ZDB-EST-041008-344
FR1811,FR1811,ZDB-EST-041008-345
FR1813,FR1813,ZDB-EST-041008-346
FR1815,FR1815,ZDB-EST-041008-347
FR1816,FR1816,ZDB-EST-041008-348
FR1818,FR1818,ZDB-EST-041008-349
FR1821,FR1821,ZDB-EST-041008-350
FR1822,FR1822,ZDB-EST-041008-351
FR1823,FR1823,ZDB-EST-041008-352
FR1824,FR1824,ZDB-EST-041008-353
FR1825,FR1825,ZDB-EST-041008-354
FR1207,FR1207,ZDB-EST-041008-54
FR1828,FR1828,ZDB-EST-041008-355
FR1213,FR1213,ZDB-EST-041008-56
FR1214,FR1214,ZDB-EST-041008-57
FR1829,FR1829,ZDB-EST-041008-356
FR1216,FR1216,ZDB-EST-041008-58
FR1830,FR1830,ZDB-EST-041008-357
FR1219,FR1219,ZDB-EST-041008-60
FR1831,FR1831,ZDB-EST-041008-358
FR1832,FR1832,ZDB-EST-041008-359
FR1833,FR1833,ZDB-EST-041008-360
FR1836,FR1836,ZDB-EST-041008-361
FR1226,FR1226,ZDB-EST-041008-62
FR1838,FR1838,ZDB-EST-041008-362
FR1839,FR1839,ZDB-EST-041008-363
FR1840,FR1840,ZDB-EST-041008-364
FR1841,FR1841,ZDB-EST-041008-365
FR1843,FR1843,ZDB-EST-041008-366
FR1846,FR1846,ZDB-EST-041008-367
FR1847,FR1847,ZDB-EST-041008-368
FR1848,FR1848,ZDB-EST-041008-369
FR1849,FR1849,ZDB-EST-041008-370
FR1851,FR1851,ZDB-EST-041008-371
FR1853,FR1853,ZDB-EST-041008-372
FR1854,FR1854,ZDB-EST-041008-373
FR1855,FR1855,ZDB-EST-041008-374
FR1856,FR1856,ZDB-EST-041008-375
FR1857,FR1857,ZDB-EST-041008-376
FR1858,FR1858,ZDB-EST-041008-377
FR1859,FR1859,ZDB-EST-041008-378
FR1860,FR1860,ZDB-EST-041008-379
FR1861,FR1861,ZDB-EST-041008-380
FR1862,FR1862,ZDB-EST-041008-381
FR1268,FR1268,ZDB-EST-041008-65
FR1863,FR1863,ZDB-EST-041008-382
FR1866,FR1866,ZDB-EST-041008-383
FR1867,FR1867,ZDB-EST-041008-384
FR1868,FR1868,ZDB-EST-041008-385
FR1869,FR1869,ZDB-EST-041008-386
FR1871,FR1871,ZDB-EST-041008-387
FR1872,FR1872,ZDB-EST-041008-388
FR1873,FR1873,ZDB-EST-041008-389
FR1876,FR1876,ZDB-EST-041008-390
FR1883,FR1883,ZDB-EST-041008-391
FR1884,FR1884,ZDB-EST-041008-392
FR1885,FR1885,ZDB-EST-041008-393
FR1888,FR1888,ZDB-EST-041008-394
FR1889,FR1889,ZDB-EST-041008-395
FR1890,FR1890,ZDB-EST-041008-396
FR1892,FR1892,ZDB-EST-041008-397
FR1893,FR1893,ZDB-EST-041008-398
FR1894,FR1894,ZDB-EST-041008-399
FR1896,FR1896,ZDB-EST-041008-400
FR1897,FR1897,ZDB-EST-041008-401
FR1898,FR1898,ZDB-EST-041008-402
FR1326,FR1326,ZDB-EST-041008-69
FR1349,FR1349,ZDB-EST-041008-70
FR1354,FR1354,ZDB-EST-041008-75
FR1355,FR1355,ZDB-EST-041008-76
FR1366,FR1366,ZDB-EST-041008-83
FR1369,FR1369,ZDB-EST-041008-85
FR1370,FR1370,ZDB-EST-041008-86
FR1371,FR1371,ZDB-EST-041008-87
FR1375,FR1375,ZDB-EST-041008-90
FR1379,FR1379,ZDB-EST-041008-91
FR1384,FR1384,ZDB-EST-041008-94
FR1385,FR1385,ZDB-EST-041008-95
FR1387,FR1387,ZDB-EST-041008-97
FR1390,FR1390,ZDB-EST-041008-98
FR1392,FR1392,ZDB-EST-041008-99
FR1394,FR1394,ZDB-EST-041008-100
FR1397,FR1397,ZDB-EST-041008-102
FR1398,FR1398,ZDB-EST-041008-103
FR1399,FR1399,ZDB-EST-041008-104
FR1402,FR1402,ZDB-EST-041008-106
FR1405,FR1405,ZDB-EST-041008-109
FR1406,FR1406,ZDB-EST-041008-110
FR1408,FR1408,ZDB-EST-041008-111
FR1410,FR1410,ZDB-EST-041008-113
FR1414,FR1414,ZDB-EST-041008-114
FR1415,FR1415,ZDB-EST-041008-115
FR1417,FR1417,ZDB-EST-041008-116
FR1418,FR1418,ZDB-EST-041008-117
FR1419,FR1419,ZDB-EST-041008-118
FR1420,FR1420,ZDB-EST-041008-119
FR1423,FR1423,ZDB-EST-041008-120
FR1430,FR1430,ZDB-EST-041008-127
FR1431,FR1431,ZDB-EST-041008-128
FR1432,FR1432,ZDB-EST-041008-129
FR1434,FR1434,ZDB-EST-041008-131
FR1437,FR1437,ZDB-EST-041008-132
FR1440,FR1440,ZDB-EST-041008-135
FR1441,FR1441,ZDB-EST-041008-136
FR1451,FR1451,ZDB-EST-041008-140
FR1454,FR1454,ZDB-EST-041008-141
FR1456,FR1456,ZDB-EST-041008-143
FR1458,FR1458,ZDB-EST-041008-145
FR1459,FR1459,ZDB-EST-041008-146
FR1461,FR1461,ZDB-EST-041008-148
FR1462,FR1462,ZDB-EST-041008-149
FR1464,FR1464,ZDB-EST-041008-150
FR1465,FR1465,ZDB-EST-041008-151
FR1466,FR1466,ZDB-EST-041008-152
FR1467,FR1467,ZDB-EST-041008-153
FR1469,FR1469,ZDB-EST-041008-155
FR1470,FR1470,ZDB-EST-041008-156
FR1471,FR1471,ZDB-EST-041008-157
FR1479,FR1479,ZDB-EST-041008-160
FR1514,FR1514,ZDB-EST-041008-189
FR1484,FR1484,ZDB-EST-041008-165
FR1485,FR1485,ZDB-EST-041008-166
FR1486,FR1486,ZDB-EST-041008-167
FR1489,FR1489,ZDB-EST-041008-170
FR1490,FR1490,ZDB-EST-041008-171
FR1493,FR1493,ZDB-EST-041008-174
FR1496,FR1496,ZDB-EST-041008-177
FR1497,FR1497,ZDB-EST-041008-178
FR1498,FR1498,ZDB-EST-041008-179
FR1508,FR1508,ZDB-EST-041008-184
FR1509,FR1509,ZDB-EST-041008-185
FR1510,FR1510,ZDB-EST-041008-186
FR1511,FR1511,ZDB-EST-041008-187
FR1523,FR1523,ZDB-EST-041008-192
FR1524,FR1524,ZDB-EST-041008-193
FR1531,FR1531,ZDB-EST-041008-196
FR1534,FR1534,ZDB-EST-041008-198
FR1536,FR1536,ZDB-EST-041008-199
FR1539,FR1539,ZDB-EST-041008-200
FR1546,FR1546,ZDB-EST-041008-203
FR1550,FR1550,ZDB-EST-041008-207
FR1551,FR1551,ZDB-EST-041008-208
FR1552,FR1552,ZDB-EST-041008-209
FR1557,FR1557,ZDB-EST-041008-212
FR1559,FR1559,ZDB-EST-041008-214
FR1567,FR1567,ZDB-EST-041008-219
FR1568,FR1568,ZDB-EST-041008-404
FR1570,FR1570,ZDB-EST-041008-221
FR1575,FR1575,ZDB-EST-041008-223
FR1577,FR1577,ZDB-EST-041008-225
