ENSDARG00000088995|ENSDART00000122214|CABZ01030692.1|
ENSDARG00000092494|ENSDART00000139075|CR762480.3|
ENSDARG00000087966|ENSDART00000097502|zgc:171310|
ENSDARG00000090672|ENSDART00000130738|BX465848.3|
ENSDARG00000087308|ENSDART00000123525|CR847571.1|
ENSDARG00000061277|ENSDART00000087238|DFNB31 (3 of 3)|
ENSDARG00000087230|ENSDART00000127369|BX465848.1|
ENSDARG00000068539|ENSDART00000099172|CABZ01084451.1|
ENSDARG00000015911|ENSDART00000049626|mcm2|
ENSDARG00000015911|ENSDART00000114363|mcm2|
ENSDARG00000015911|ENSDART00000006598|mcm2|
ENSDARG00000091335|ENSDART00000129121|CABZ01068023.1|
ENSDARG00000088599|ENSDART00000113495|STXBP1 (3 of 3)|
ENSDARG00000088779|ENSDART00000130256|FNDC3B (3 of 3)|
ENSDARG00000088011|ENSDART00000128989||
ENSDARG00000088011|ENSDART00000114283||
ENSDARG00000074923|ENSDART00000130360|SLC16A7|
ENSDARG00000074923|ENSDART00000110209|SLC16A7|
ENSDARG00000086347|ENSDART00000122129|BX537120.2|
ENSDARG00000090530|ENSDART00000126138|CABZ01083546.1|
ENSDARG00000079193|ENSDART00000111160|ptmab|
ENSDARG00000041566|ENSDART00000060939|adamts1|
ENSDARG00000067697|ENSDART00000097503|BX537120.1|
ENSDARG00000087505|ENSDART00000126923|CYYR1|
ENSDARG00000026738|ENSDART00000081472|APP (3 of 3)|
ENSDARG00000090158|ENSDART00000121950|PRKD2 (3 of 3)|
ENSDARG00000089453|ENSDART00000126341|CCPG1|
ENSDARG00000089453|ENSDART00000124585|CCPG1|
ENSDARG00000090715|ENSDART00000125884||
ENSDARG00000091545|ENSDART00000129614|CU104716.2|
ENSDARG00000091545|ENSDART00000127227|CU104716.2|
ENSDARG00000062957|ENSDART00000091573|sult4a1|
ENSDARG00000089494|ENSDART00000121423|CABZ01009725.1|
ENSDARG00000044086|ENSDART00000064726||
ENSDARG00000091554|ENSDART00000122162|FAM129B (3 of 3)|
ENSDARG00000091642|ENSDART00000126098|CWF19L2 (1 of 2)|
ENSDARG00000086409|ENSDART00000124355|EGFR (3 of 4)|
ENSDARG00000088262|ENSDART00000130621|CABZ01003296.1|
ENSDARG00000087588|ENSDART00000124576|CABZ01002188.1|
ENSDARG00000017407|ENSDART00000023846|ttll12|
ENSDARG00000042531|ENSDART00000046553|CABZ01099883.1|
ENSDARG00000090808|ENSDART00000129410|GABRA3 (2 of 2)|
ENSDARG00000087949|ENSDART00000121557|CABZ01024856.1|
ENSDARG00000079116|ENSDART00000104763|SNX1 (2 of 2)|
ENSDARG00000089956|ENSDART00000125603|CABZ01019032.3|
ENSDARG00000089493|ENSDART00000122570|CABZ01099885.1|
ENSDARG00000067969|ENSDART00000098001|SPATS2 (1 of 2)|
ENSDARG00000088548|ENSDART00000128109|CABZ01034089.1|
ENSDARG00000076525|ENSDART00000111254|NADK (1 of 2)|
ENSDARG00000086664|ENSDART00000091103|CABZ01073054.1|
ENSDARG00000063420|ENSDART00000092701|TOX4 (1 of 2)|
ENSDARG00000086312|ENSDART00000125811|CABZ01019032.1|
ENSDARG00000008350|ENSDART00000003698|CABZ01086777.1|
ENSDARG00000089559|ENSDART00000125605|KCNQ4|
ENSDARG00000078396|ENSDART00000023316|WDR46 (1 of 2)|
ENSDARG00000079778|ENSDART00000113802||
ENSDARG00000090482|ENSDART00000131088|FBF1|
ENSDARG00000089499|ENSDART00000129370|CABZ01034089.2|
ENSDARG00000067799|ENSDART00000097663|TMEM164|
ENSDARG00000069591|ENSDART00000101405|DDAH1|
ENSDARG00000087418|ENSDART00000126025|VPRBP|
ENSDARG00000087520|ENSDART00000124007|CABZ01032951.1|
ENSDARG00000090766|ENSDART00000123107|CABZ01032488.1|
ENSDARG00000089308|ENSDART00000073924|CABZ01075021.1|
ENSDARG00000003323|ENSDART00000017567|dcp1a|
ENSDARG00000079184|ENSDART00000113908|BICD2 (1 of 2)|
ENSDARG00000089973|ENSDART00000112303|CABZ01011444.1|
ENSDARG00000091805|ENSDART00000123893|BX248128.5|
ENSDARG00000086364|ENSDART00000128154|CABZ01070852.1|
ENSDARG00000089436|ENSDART00000129746|CABZ01070852.2|
ENSDARG00000090411|ENSDART00000126738|CABZ01070854.1|
ENSDARG00000088469|ENSDART00000122264|ZACN (2 of 2)|
ENSDARG00000088909|ENSDART00000129771|CABZ01011447.1|
ENSDARG00000087275|ENSDART00000123435|SLC44A1 (3 of 3)|
ENSDARG00000090059|ENSDART00000082957|CABZ01086952.1|
ENSDARG00000087252|ENSDART00000126422|PTCHD3 (1 of 3)|
ENSDARG00000077566|ENSDART00000112634|CZv9_NA991H1orf52|
ENSDARG00000089298|ENSDART00000126522|SHISA6|
ENSDARG00000091647|ENSDART00000126567|UNC13A (5 of 5)|
ENSDARG00000088020|ENSDART00000124581|CABZ01081148.1|
ENSDARG00000035084|ENSDART00000042737|rab18b|
ENSDARG00000089427|ENSDART00000113369|FAM20A (2 of 2)|
ENSDARG00000055669|ENSDART00000078058|NCAM2 (1 of 2)|
ENSDARG00000087332|ENSDART00000125492|MEX3D|
ENSDARG00000089730|ENSDART00000125321||
ENSDARG00000054974|ENSDART00000077257|CR388087.1|
ENSDARG00000089218|ENSDART00000122712|CU457778.3|
ENSDARG00000093898|ENSDART00000140525|BX005376.2|
ENSDARG00000090745|ENSDART00000110797|BX005376.1|
ENSDARG00000018847|ENSDART00000033957|UTP20|
ENSDARG00000087895|ENSDART00000128234|mib|
ENSDARG00000090843|ENSDART00000130756|CABZ01017723.1|
ENSDARG00000088382|ENSDART00000129267|BX248128.3|
ENSDARG00000088382|ENSDART00000112810|BX248128.3|
ENSDARG00000087915|ENSDART00000126695|BX927374.1|
ENSDARG00000043852|ENSDART00000064388|CABZ01092941.1|
ENSDARG00000075103|ENSDART00000129245|CU457778.2|
ENSDARG00000043851|ENSDART00000064387|CABZ01092943.1|
ENSDARG00000086399|ENSDART00000130123|CABZ01017725.1|
ENSDARG00000087207|ENSDART00000127092|CABZ01022254.1|
ENSDARG00000087253|ENSDART00000123541|yme1l1b|
ENSDARG00000017820|ENSDART00000006960|POLR3D|
ENSDARG00000091339|ENSDART00000127220|BX248128.4|
ENSDARG00000090680|ENSDART00000130088|FBXO10 (2 of 2)|
ENSDARG00000090100|ENSDART00000129800|FKBP6 (2 of 2)|
ENSDARG00000089120|ENSDART00000125177|CABZ01026065.1|
ENSDARG00000075665|ENSDART00000075636||
ENSDARG00000087104|ENSDART00000127967|CR927215.1|
ENSDARG00000075451|ENSDART00000083443||
ENSDARG00000086360|ENSDART00000130189|RP1 (2 of 2)|
ENSDARG00000091396|ENSDART00000124834|CABZ01048402.1|
ENSDARG00000086402|ENSDART00000127801|BX248128.2|
ENSDARG00000092547|ENSDART00000147456|CU457778.4|
ENSDARG00000069385|ENSDART00000100930||
ENSDARG00000069385|ENSDART00000098962||
ENSDARG00000022487|ENSDART00000039186|DYNC1I1 (1 of 2)|
ENSDARG00000091251|ENSDART00000121603|CABZ01021454.3|
ENSDARG00000039510|ENSDART00000057730|dbx2|
ENSDARG00000090157|ENSDART00000124270|CABZ01021454.2|
ENSDARG00000088218|ENSDART00000129246|CSMD1 (2 of 2)|
ENSDARG00000018722|ENSDART00000023960|MCOLN2|
ENSDARG00000086174|ENSDART00000123465|CLCC1|
ENSDARG00000086809|ENSDART00000128854|CU693480.1|
ENSDARG00000070602|ENSDART00000103852|CU457778.1|
ENSDARG00000090101|ENSDART00000124398|CR927215.3|
ENSDARG00000059685|ENSDART00000121497|WDR47 (2 of 2)|
ENSDARG00000059685|ENSDART00000083218|WDR47 (2 of 2)|
ENSDARG00000090915|ENSDART00000127349|CABZ01051641.1|
ENSDARG00000022987|ENSDART00000030667|szl|
ENSDARG00000087027|ENSDART00000129096|BX664622.2|
ENSDARG00000093283|ENSDART00000141865|CABZ01051641.2|
ENSDARG00000074522|ENSDART00000108633|RFX7 (2 of 2)|
ENSDARG00000086439|ENSDART00000123526|BX664622.1|
ENSDARG00000087642|ENSDART00000124681|BX664622.3|
ENSDARG00000063035|ENSDART00000091728|NTRK3 (2 of 2)|
ENSDARG00000014310|ENSDART00000021786|arl1|
ENSDARG00000088154|ENSDART00000129328||
ENSDARG00000088328|ENSDART00000127265|CR927215.2|
ENSDARG00000008423|ENSDART00000049863|tfec|
ENSDARG00000079797|ENSDART00000109106|TMEM117|
ENSDARG00000059862|ENSDART00000083701|cdk11b|
ENSDARG00000014022|ENSDART00000003603|NFAT5 (1 of 2)|
ENSDARG00000087410|ENSDART00000127300|CABZ01080142.1|
ENSDARG00000089584|ENSDART00000129005|GPR98 (2 of 2)|
ENSDARG00000089812|ENSDART00000129064|CABZ01017733.1|
ENSDARG00000086367|ENSDART00000123486|CABZ01021450.1|
ENSDARG00000075475|ENSDART00000108530|CABZ01049117.1|
ENSDARG00000090422|ENSDART00000124854|SHROOM3 (1 of 2)|
ENSDARG00000090533|ENSDART00000128343|TWF1 (3 of 3)|
ENSDARG00000089980|ENSDART00000127744||
ENSDARG00000090040|ENSDART00000130914|MMP26|
ENSDARG00000088731|ENSDART00000128527|CABZ01021449.1|
ENSDARG00000089551|ENSDART00000127535|CABZ01001448.1|
ENSDARG00000091442|ENSDART00000125705|zgc:152938|
ENSDARG00000031537|ENSDART00000045678|wu:fl09a04|
ENSDARG00000089268|ENSDART00000126553|LPCAT4 (2 of 2)|
ENSDARG00000091199|ENSDART00000126412|FP245465.3|
ENSDARG00000086138|ENSDART00000127257|emc4|
ENSDARG00000087320|ENSDART00000123492|CABZ01017734.1|
ENSDARG00000068160|ENSDART00000098377|FP245465.2|
ENSDARG00000045470|ENSDART00000066878|PLSCR4 (2 of 2)|
ENSDARG00000038472|ENSDART00000129940|MTMR4|
ENSDARG00000038472|ENSDART00000056149|MTMR4|
ENSDARG00000091292|ENSDART00000124136|CABZ01021437.1|
ENSDARG00000090282|ENSDART00000130816|CABZ01021435.3|
ENSDARG00000090087|ENSDART00000126166|CABZ01021435.2|
ENSDARG00000091434|ENSDART00000129662|CLRN3|
ENSDARG00000091434|ENSDART00000122745|CLRN3|
ENSDARG00000088704|ENSDART00000129754|CABZ01021433.1|
ENSDARG00000086845|ENSDART00000130421|CABZ01021430.1|
ENSDARG00000088495|ENSDART00000124366|DNAJC11 (2 of 2)|
ENSDARG00000087416|ENSDART00000123930|CABZ01069268.1|
ENSDARG00000088306|ENSDART00000127096|CABZ01088737.1|
ENSDARG00000078021|ENSDART00000114111|PHF13|
ENSDARG00000088821|ENSDART00000124078|CABZ01021426.1|
ENSDARG00000090613|ENSDART00000112293|CABZ01042513.3|
ENSDARG00000070355|ENSDART00000103153|FBXO2|
ENSDARG00000086898|ENSDART00000125786|CCDC23|
ENSDARG00000091047|ENSDART00000128152|CABZ01045617.2|
ENSDARG00000089220|ENSDART00000109175||
ENSDARG00000076880|ENSDART00000111427|CABZ01066511.1|
ENSDARG00000077010|ENSDART00000112556|eif2ak4|
ENSDARG00000086727|ENSDART00000130484|CABZ01042513.2|
ENSDARG00000052289|ENSDART00000074114|CYGB (2 of 2)|
ENSDARG00000086781|ENSDART00000130166|CABZ01066514.1|
ENSDARG00000088476|ENSDART00000122380|BX000442.2|
ENSDARG00000074542|ENSDART00000109966|BX000442.1|
ENSDARG00000086030|ENSDART00000044386|PCBP3 (2 of 2)|
ENSDARG00000075841|ENSDART00000109963|BX293993.1|
ENSDARG00000088333|ENSDART00000124699||
ENSDARG00000087746|ENSDART00000122591||
ENSDARG00000078491|ENSDART00000086815|CABZ01072948.1|
ENSDARG00000090121|ENSDART00000124216|CABZ01083267.1|
ENSDARG00000074831|ENSDART00000059299|twsg1b|
ENSDARG00000093720|ENSDART00000140709|BX293993.2|
ENSDARG00000070402|ENSDART00000103264|CABZ01040253.1|
ENSDARG00000088004|ENSDART00000128899|ERMP1 (1 of 2)|
ENSDARG00000086167|ENSDART00000124323|CABZ01063534.1|
ENSDARG00000090995|ENSDART00000111970|GPR179 (1 of 2)|
ENSDARG00000038404|ENSDART00000056043|CABZ01029900.1|
ENSDARG00000055728|ENSDART00000078125|ST8SIA1 (2 of 2)|
ENSDARG00000043016|ENSDART00000063158|NUDT12|
ENSDARG00000090405|ENSDART00000125741|CABZ01029902.2|
ENSDARG00000074598|ENSDART00000111113|CABZ01029902.1|
ENSDARG00000079384|ENSDART00000108803|CCDC134 (1 of 2)|
ENSDARG00000088075|ENSDART00000126208|GRAMD3|
ENSDARG00000091220|ENSDART00000129004|SLC12A2 (5 of 6)|
ENSDARG00000076734|ENSDART00000114093|CABZ01029904.1|
ENSDARG00000015775|ENSDART00000025036|gap43|
ENSDARG00000016728|ENSDART00000027494|CU137645.1|
ENSDARG00000089905|ENSDART00000059607|CABZ01117437.1|
ENSDARG00000091309|ENSDART00000121937|LSAMP|
ENSDARG00000077484|ENSDART00000112818|B4GALNT3 (3 of 3)|
ENSDARG00000079535|ENSDART00000003955|CU929403.1|
ENSDARG00000055949|ENSDART00000099219|olfcd2|
ENSDARG00000043280|ENSDART00000063536|CCBL2 (1 of 4)|
ENSDARG00000073818|ENSDART00000111264|CABZ01031998.1|
ENSDARG00000059778|ENSDART00000083441||
ENSDARG00000088735|ENSDART00000122893|RAP1GAP (2 of 3)|
ENSDARG00000087036|ENSDART00000126803|BX511020.1|
ENSDARG00000090031|ENSDART00000125196|CABZ01069239.1|
ENSDARG00000088720|ENSDART00000129717|THAP9 (1 of 3)|
ENSDARG00000086297|ENSDART00000128168|CR792415.1|
ENSDARG00000087343|ENSDART00000127412|hs3st1l1|
ENSDARG00000094766|ENSDART00000147247|CCBL2 (4 of 4)|
ENSDARG00000087946|ENSDART00000127178|UNC13C (3 of 4)|
ENSDARG00000090529|ENSDART00000125568|CABZ01083607.2|
ENSDARG00000087183|ENSDART00000130296|CABZ01088071.1|
ENSDARG00000087514|ENSDART00000121856|CR792415.3|
ENSDARG00000087852|ENSDART00000122777|CU550713.1|
ENSDARG00000089591|ENSDART00000131000|WDR77|
ENSDARG00000044395|ENSDART00000065199|ZFP36|
ENSDARG00000044395|ENSDART00000109427|ZFP36|
ENSDARG00000036707|ENSDART00000113923|PKN2 (1 of 2)|
ENSDARG00000059061|ENSDART00000082068|CABZ01111729.1|
ENSDARG00000075552|ENSDART00000110636|UBE2Z|
ENSDARG00000054200|ENSDART00000009586|CABZ01085201.1|
ENSDARG00000090514|ENSDART00000130478|MYOM2 (1 of 3)|
ENSDARG00000091384|ENSDART00000129799|FP017150.2|
ENSDARG00000079485|ENSDART00000053522|FP017150.1|
ENSDARG00000058353|ENSDART00000059170|CSMD1 (1 of 2)|
ENSDARG00000058353|ENSDART00000097148|CSMD1 (1 of 2)|
ENSDARG00000032444|ENSDART00000042340|CABZ01030429.1|
ENSDARG00000091659|ENSDART00000124328|LPL (1 of 2)|
ENSDARG00000068998|ENSDART00000100028|CABZ01003056.1|
ENSDARG00000020838|ENSDART00000053427|AP1M1|
ENSDARG00000086206|ENSDART00000129150|CABZ01066957.1|
ENSDARG00000076178|ENSDART00000108620|PGBD4 (1 of 7)|
ENSDARG00000091823|ENSDART00000124929|CABZ01084869.1|
ENSDARG00000090776|ENSDART00000127084|SEMA7A|
ENSDARG00000074042|ENSDART00000111295|SLC9A3R1 (1 of 2)|
ENSDARG00000086400|ENSDART00000129538|BPHL|
ENSDARG00000068462|ENSDART00000099026|CASKIN2 (3 of 3)|
ENSDARG00000076181|ENSDART00000122427|KCNIP3 (2 of 2)|
ENSDARG00000087026|ENSDART00000126055|CABZ01049625.1|
ENSDARG00000087026|ENSDART00000130668|CABZ01049625.1|
ENSDARG00000086513|ENSDART00000111488|CU138542.2|
ENSDARG00000086339|ENSDART00000125965|CU138542.1|
ENSDARG00000091014|ENSDART00000130517|CU138542.4|
ENSDARG00000088627|ENSDART00000130795|CU138542.3|
ENSDARG00000012490|ENSDART00000067655|PDE1C (1 of 2)|
ENSDARG00000089606|ENSDART00000123295|pin1|
ENSDARG00000088098|ENSDART00000129608|LCP1|
ENSDARG00000079999|ENSDART00000111538|RSBN1|
ENSDARG00000090609|ENSDART00000114794|CABZ01086642.1|
ENSDARG00000041866|ENSDART00000061346|gnrhr1|
ENSDARG00000010297|ENSDART00000021208|RABGAP1|
ENSDARG00000089537|ENSDART00000097135|CABZ01079304.1|
ENSDARG00000089935|ENSDART00000123414|PLXND1 (1 of 2)|
ENSDARG00000087347|ENSDART00000128027|ABCD2 (1 of 2)|
ENSDARG00000090831|ENSDART00000125648|ASTN2 (1 of 3)|
ENSDARG00000091547|ENSDART00000127078||
ENSDARG00000037640|ENSDART00000054823|aurkb|
ENSDARG00000089505|ENSDART00000129095|BOD1L1|
ENSDARG00000090148|ENSDART00000102945|BX510909.4|
ENSDARG00000037639|ENSDART00000054822|nkx3.2|
ENSDARG00000087658|ENSDART00000130315|BX510909.3|
ENSDARG00000086829|ENSDART00000121650|BX510909.2|
ENSDARG00000090669|ENSDART00000124690|DRD5 (1 of 2)|
ENSDARG00000078340|ENSDART00000075592|BX510909.1|
ENSDARG00000021566|ENSDART00000035581|OTOP1|
ENSDARG00000089506|ENSDART00000123663|WNK1 (3 of 3)|
ENSDARG00000087546|ENSDART00000130724|CABZ01050270.1|
ENSDARG00000025364|ENSDART00000032887||
ENSDARG00000059150|ENSDART00000082184|TMEM128|
ENSDARG00000032505|ENSDART00000031661|LYAR|
ENSDARG00000086298|ENSDART00000124466|CABZ01056802.1|
ENSDARG00000077806|ENSDART00000112707|CABZ01079005.1|
ENSDARG00000089169|ENSDART00000122611|ZBTB49|
ENSDARG00000035763|ENSDART00000051893|STX18|
ENSDARG00000091114|ENSDART00000130717|ACTN4|
ENSDARG00000086475|ENSDART00000123796||
ENSDARG00000007641|ENSDART00000002232|msxe|
ENSDARG00000091610|ENSDART00000123111|mrps16|
ENSDARG00000086642|ENSDART00000121609|CABZ01111935.1|
ENSDARG00000037150|ENSDART00000122409|gpc6l|
ENSDARG00000037150|ENSDART00000054015|gpc6l|
ENSDARG00000086649|ENSDART00000078593||
ENSDARG00000088983|ENSDART00000125542|CABZ01111936.2|
ENSDARG00000086695|ENSDART00000124654|CABZ01111936.1|
ENSDARG00000089041|ENSDART00000130376|CABZ01087025.1|
ENSDARG00000086384|ENSDART00000130502|FMN1 (1 of 2)|
ENSDARG00000076356|ENSDART00000112970|TNRC6C (3 of 3)|
ENSDARG00000035761|ENSDART00000149780|mcm7|
ENSDARG00000035761|ENSDART00000149887|mcm7|
ENSDARG00000035761|ENSDART00000148915|mcm7|
ENSDARG00000035761|ENSDART00000148591|mcm7|
ENSDARG00000035761|ENSDART00000148546|mcm7|
ENSDARG00000035761|ENSDART00000051890|mcm7|
ENSDARG00000071402|ENSDART00000106433|CABZ01066717.1|
ENSDARG00000071402|ENSDART00000058720|CABZ01066717.1|
ENSDARG00000071402|ENSDART00000081778|CABZ01066717.1|
ENSDARG00000087255|ENSDART00000106379|CABZ01066717.2|
ENSDARG00000035709|ENSDART00000051787|lhb|
ENSDARG00000092785|ENSDART00000134108|BX511078.3|
ENSDARG00000018800|ENSDART00000026816|COX20|
ENSDARG00000089186|ENSDART00000124412|CR388390.1|
ENSDARG00000077328|ENSDART00000113865||
ENSDARG00000087535|ENSDART00000125434|CR628395.1|
ENSDARG00000091491|ENSDART00000128015|BX511078.2|
ENSDARG00000088914|ENSDART00000130228||
ENSDARG00000076794|ENSDART00000111217|STAG3L3|
ENSDARG00000089703|ENSDART00000114494|CR628395.3|
ENSDARG00000089703|ENSDART00000111593|CR628395.3|
ENSDARG00000090729|ENSDART00000126222|and4|
ENSDARG00000012249|ENSDART00000012098|hs3st1|
ENSDARG00000091321|ENSDART00000122521|CLNK|
ENSDARG00000090420|ENSDART00000122771||
ENSDARG00000090832|ENSDART00000125592|ZNF518B|
ENSDARG00000077991|ENSDART00000111971|WDR1|
ENSDARG00000088107|ENSDART00000128509|CR388042.1|
ENSDARG00000095501|ENSDART00000141466|CR388042.2|
ENSDARG00000088001|ENSDART00000122565|CABZ01064771.1|
ENSDARG00000076577|ENSDART00000115201|GPR123 (3 of 3)|
ENSDARG00000086974|ENSDART00000130236|CABZ01055017.1|
ENSDARG00000079173|ENSDART00000018677|COPS6|
ENSDARG00000045665|ENSDART00000122984|FAT4|
ENSDARG00000045665|ENSDART00000067146|FAT4|
ENSDARG00000045665|ENSDART00000131031|FAT4|
ENSDARG00000091798|ENSDART00000121976|CABZ01024854.1|
ENSDARG00000068076|ENSDART00000098229|psmd7|
ENSDARG00000018406|ENSDART00000093150|TFR2|
ENSDARG00000018406|ENSDART00000128022|TFR2|
ENSDARG00000045666|ENSDART00000067147|ANKRD50|
ENSDARG00000079065|ENSDART00000115093||
ENSDARG00000024286|ENSDART00000032739|spry1|
ENSDARG00000075031|ENSDART00000112849|fgf2|
ENSDARG00000087321|ENSDART00000124438|nudt6|
ENSDARG00000087021|ENSDART00000128072|SPATA5|
ENSDARG00000079755|ENSDART00000109979|wu:fy63c09|
ENSDARG00000040344|ENSDART00000059041|h1m|
ENSDARG00000070042|ENSDART00000102475|zgc:158257|
ENSDARG00000026651|ENSDART00000111280|APBB2 (2 of 2)|
ENSDARG00000063452|ENSDART00000092756|soul3|
ENSDARG00000091063|ENSDART00000131062|CABZ01093494.1|
ENSDARG00000090610|ENSDART00000126707|CABZ01079753.1|
ENSDARG00000089306|ENSDART00000125026|CABZ01074397.1|
ENSDARG00000086653|ENSDART00000126869|WAC (2 of 3)|
ENSDARG00000062044|ENSDART00000089207|cables1|
ENSDARG00000035831|ENSDART00000051998|gata6|
ENSDARG00000035831|ENSDART00000051999|gata6|
ENSDARG00000035831|ENSDART00000077947|gata6|
ENSDARG00000089055|ENSDART00000125969|ube2ka|
ENSDARG00000011029|ENSDART00000081942|CHRNA9 (1 of 2)|
ENSDARG00000086684|ENSDART00000126526|CABZ01053381.1|
ENSDARG00000055581|ENSDART00000077966|MIB1 (1 of 2)|
ENSDARG00000086777|ENSDART00000130033|CABZ01055170.1|
ENSDARG00000059910|ENSDART00000129195|KNDC1|
ENSDARG00000059910|ENSDART00000083839|KNDC1|
ENSDARG00000043031|ENSDART00000122374|ints10|
ENSDARG00000043031|ENSDART00000082017|ints10|
ENSDARG00000029982|ENSDART00000050824|zgc:85843|
ENSDARG00000003882|ENSDART00000074354|sbno2a|
ENSDARG00000089118|ENSDART00000110954|CABZ01114105.1|
ENSDARG00000088905|ENSDART00000127815|pde8a|
ENSDARG00000043032|ENSDART00000063176|tlr1|
ENSDARG00000087665|ENSDART00000128824|hspb12|
ENSDARG00000074681|ENSDART00000089279|CLCN2 (1 of 2)|
ENSDARG00000087003|ENSDART00000129311|CABZ01071642.2|
ENSDARG00000015102|ENSDART00000002526|INF2|
ENSDARG00000076294|ENSDART00000110511|KLB|
ENSDARG00000026561|ENSDART00000041746|dnajc17|
ENSDARG00000026561|ENSDART00000034165|dnajc17|
ENSDARG00000035009|ENSDART00000049918|trim35-27|
ENSDARG00000091277|ENSDART00000123912|adra2da|
ENSDARG00000028824|ENSDART00000148687|slc34a1a|
ENSDARG00000028824|ENSDART00000149839|slc34a1a|
ENSDARG00000028824|ENSDART00000149375|slc34a1a|
ENSDARG00000028824|ENSDART00000041988|slc34a1a|
ENSDARG00000012187|ENSDART00000015230|gchfr|
ENSDARG00000018298|ENSDART00000016487|cyp1c2|
ENSDARG00000088086|ENSDART00000127582||
ENSDARG00000091308|ENSDART00000121854|FCHSD2 (3 of 5)|
ENSDARG00000087521|ENSDART00000128709|CABZ01019476.1|
ENSDARG00000075148|ENSDART00000112272|CABZ01033874.1|
ENSDARG00000075148|ENSDART00000123184|CABZ01033874.1|
ENSDARG00000086594|ENSDART00000123949|CABZ01079733.1|
ENSDARG00000087169|ENSDART00000122767|CABZ01081375.1|
ENSDARG00000073975|ENSDART00000112264|CABZ01087282.1|
ENSDARG00000060269|ENSDART00000084736|WSCD1 (3 of 3)|
ENSDARG00000073693|ENSDART00000110896|BX088603.1|
ENSDARG00000090204|ENSDART00000128337|CABZ01087282.2|
ENSDARG00000089117|ENSDART00000126637|BX088603.3|
ENSDARG00000091755|ENSDART00000131038|KCNA6 (1 of 2)|
ENSDARG00000079061|ENSDART00000109768|CABZ01067727.1|
ENSDARG00000024928|ENSDART00000035094|ITIH4|
ENSDARG00000034763|ENSDART00000043144|ccnf|
ENSDARG00000087177|ENSDART00000109986|BX088603.2|
ENSDARG00000009449|ENSDART00000020040|PDCL3|
ENSDARG00000009449|ENSDART00000109909|PDCL3|
ENSDARG00000053220|ENSDART00000124494|UNC13C (4 of 4)|
ENSDARG00000053220|ENSDART00000075229|UNC13C (4 of 4)|
ENSDARG00000094525|ENSDART00000139611|CR847906.6|
ENSDARG00000021521|ENSDART00000031992|rgs14a|
ENSDARG00000015404|ENSDART00000021346|arl3l2|
ENSDARG00000060181|ENSDART00000127944|slco1d1|
ENSDARG00000060181|ENSDART00000084568|slco1d1|
ENSDARG00000067701|ENSDART00000111141|myoz3a|
ENSDARG00000075944|ENSDART00000111194|nms|
ENSDARG00000074173|ENSDART00000084538|CABZ01086663.1|
ENSDARG00000057436|ENSDART00000080097|MUC19|
ENSDARG00000003854|ENSDART00000130801|ACSL1 (2 of 2)|
ENSDARG00000003854|ENSDART00000010773|ACSL1 (2 of 2)|
ENSDARG00000077606|ENSDART00000114053|ARSI (1 of 2)|
ENSDARG00000087555|ENSDART00000127317|FP103059.1|
ENSDARG00000015247|ENSDART00000149513|f8|
ENSDARG00000015247|ENSDART00000014159|f8|
ENSDARG00000076531|ENSDART00000113623|slco1f3|
ENSDARG00000088551|ENSDART00000129781|CR847906.1|
ENSDARG00000089394|ENSDART00000128559|CABZ01081333.1|
ENSDARG00000089376|ENSDART00000124771|CR792455.1|
ENSDARG00000078354|ENSDART00000051754|slco1f2|
ENSDARG00000074780|ENSDART00000109212|zgc:174698|
ENSDARG00000089311|ENSDART00000127446|CABZ01000451.1|
ENSDARG00000088856|ENSDART00000126235|CABZ01078654.1|
ENSDARG00000029446|ENSDART00000046776|zgc:63614|
ENSDARG00000034369|ENSDART00000105103|bcmo1|
ENSDARG00000087671|ENSDART00000121986|ntn4|
ENSDARG00000087671|ENSDART00000130367|ntn4|
