tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-141209-3506,si:rp71-1d10.6-004,OTTDART00000061767,retained intron,ENSDART00000166153.2,AL645792.2-202,
ZDB-TSCRIPT-141209-3511,ottdart00000061782,OTTDART00000061782,NMD,ENSDART00000136298,,
ZDB-TSCRIPT-141209-352,ltv1-002,OTTDART00000052579,retained intron,ENSDART00000167257.2,ltv1-202,
ZDB-TSCRIPT-141209-3525,ottdart00000061826,OTTDART00000061826,retained intron,ENSDART00000171724.2,zgc:112023-202,
ZDB-TSCRIPT-141209-3526,si:ch211-207l14.3-002,OTTDART00000061829,retained intron,ENSDART00000151858.3,zgc:64065-202,
ZDB-TSCRIPT-141209-3527,ottdart00000061832,OTTDART00000061832,retained intron,ENSDART00000151402.2,vps16-202,
ZDB-TSCRIPT-141209-3532,si:ch73-29l19.1-003,OTTDART00000061847,retained intron,ENSDART00000172342.2,si:ch73-29l19.1-203,
ZDB-TSCRIPT-141209-3538,ottdart00000061865,OTTDART00000061865,retained intron,ENSDART00000154165.2,zrsr2-202,
ZDB-TSCRIPT-141209-354,si:ch211-133l11.10-001,OTTDART00000052585,NMD,ENSDART00000159344,,
ZDB-TSCRIPT-141209-3542,si:ch211-132p1.4-001,OTTDART00000061877,retained intron,ENSDART00000168684.3,si:ch211-132p1.4-202,
ZDB-TSCRIPT-141209-2331,ottdart00000061904,OTTDART00000061904,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3551,aldh2.2-002,OTTDART00000061905,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3559,ottdart00000061930,OTTDART00000061930,NMD,ENSDART00000113913,,
ZDB-TSCRIPT-141209-3561,hnrnpl2-005,OTTDART00000061936,NMD,ENSDART00000158612,,
ZDB-TSCRIPT-141209-2345,ottdart00000061947,OTTDART00000061947,,ENSDART00000157752.2,si:ch211-154o6.3-201,
ZDB-TSCRIPT-141209-3565,ottdart00000061948,OTTDART00000061948,retained intron,ENSDART00000160346.2,si:ch211-154o6.3-202,
ZDB-TSCRIPT-141209-3570,ottdart00000061963,OTTDART00000061963,NMD,ENSDART00000159850,,
ZDB-TSCRIPT-141209-3573,adgrb1a-002,OTTDART00000061972,retained intron,ENSDART00000168086.2,adgrb1a-202,
ZDB-TSCRIPT-141209-3574,ccne2-002,OTTDART00000061975,NMD,ENSDART00000163202,,
ZDB-TSCRIPT-141209-3596,ottdart00000062042,OTTDART00000062042,retained intron,ENSDART00000136394.2,hmga1a-204,
ZDB-TSCRIPT-141209-360,hnrnpr-004,OTTDART00000052938,retained intron,ENSDART00000165328.2,hnrnpr-204,
ZDB-TSCRIPT-141209-3601,ottdart00000062057,OTTDART00000062057,retained intron,ENSDART00000144775.2,tgm2a-203,
ZDB-TSCRIPT-141209-3616,znf507-003,OTTDART00000062116,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3628,bco1l-002,OTTDART00000062157,retained intron,ENSDART00000169056.2,bco1l-202,
ZDB-TSCRIPT-141209-3630,elp5-003,OTTDART00000062163,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3631,ctdnep1b-002,OTTDART00000062166,NMD,ENSDART00000159799,,
ZDB-TSCRIPT-141209-3636,myom1b-002,OTTDART00000062182,retained intron,ENSDART00000162609.2,myom1b-202,
ZDB-TSCRIPT-141209-1588,zwi-001,OTTDART00000052957,,ENSDART00000166162.2,zwi-201,
ZDB-TSCRIPT-141209-365,zwi-002,OTTDART00000052956,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3656,nrp2a-003,OTTDART00000062262,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-371,ottdart00000053080,OTTDART00000053080,retained intron,ENSDART00000162263.2,sf3b3-202,
ZDB-TSCRIPT-141209-377,thrap3b-006,OTTDART00000053153,retained intron,ENSDART00000157952.2,thrap3b-201,
ZDB-TSCRIPT-141209-378,thrap3b-004,OTTDART00000053156,NMD,ENSDART00000163954,,
ZDB-TSCRIPT-141209-381,si:ch73-281i18.7-004,OTTDART00000053165,NMD,ENSDART00000163498,,
ZDB-TSCRIPT-141209-382,si:ch73-281i18.6-003,OTTDART00000053168,NMD,ENSDART00000170007,,
ZDB-TSCRIPT-141209-386,bxdc2-002,OTTDART00000053213,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-391,scamp3-002,OTTDART00000053399,retained intron,ENSDART00000170229.2,scamp3-202,
ZDB-TSCRIPT-141209-392,mylk5-002,OTTDART00000053503,retained intron,ENSDART00000165087.2,mylk5-202,
ZDB-TSCRIPT-141209-405,tnrc6a-002,OTTDART00000053633,retained intron,ENSDART00000164420.2,tnrc6a-203,
ZDB-TSCRIPT-141209-407,ppt2-002,OTTDART00000053717,NMD,ENSDART00000158805,,
ZDB-TSCRIPT-141209-411,si:ch211-245b21.1-003,OTTDART00000053798,retained intron,ENSDART00000164774.2,CR450782.1-209,
ZDB-TSCRIPT-141209-419,zgc:101785-004,OTTDART00000053928,NMD,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-420,si:ch73-359m17.11-002,OTTDART00000053931,retained intron,ENSDART00000158886.2,si:ch73-359m17.11-201,
ZDB-TSCRIPT-141209-424,utp18-004,OTTDART00000053954,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-428,si:ch1073-205c8.4-006,OTTDART00000053978,retained intron,ENSDART00000163141.2,UBE2M-201,
ZDB-TSCRIPT-141209-439,crebl2-001,OTTDART00000054042,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-441,phtf2-001,OTTDART00000054048,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-442,phtf2-006,OTTDART00000054051,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-455,eif3i-003,OTTDART00000054500,retained intron,ENSDART00000164787.2,eif3i-202,
ZDB-TSCRIPT-141209-2906,si:ch73-130a3.4-004,OTTDART00000054505,,ENSDART00000171266.2,si:ch73-130a3.4-204,
ZDB-TSCRIPT-141209-456,si:ch73-130a3.4-002,OTTDART00000054503,NMD,ENSDART00000171224,,
ZDB-TSCRIPT-141209-457,kpna6-002,OTTDART00000054506,NMD,ENSDART00000167630,,
ZDB-TSCRIPT-141209-464,si:dkey-117a16.1-001,OTTDART00000054791,,ENSDART00000168592.2,BX936433.1-207,
ZDB-TSCRIPT-141209-2912,si:dkey-117a16.1-002,OTTDART00000054790,,ENSDART00000165337.2,BX936433.1-211,
ZDB-TSCRIPT-141209-465,si:dkey-117a16.1-003,OTTDART00000054794,retained intron,ENSDART00000166381.2,BX936433.1-205,
ZDB-TSCRIPT-141209-1689,si:dkey-117a16.1-004,OTTDART00000054789,,ENSDART00000171981.2,BX936433.1-210,
ZDB-TSCRIPT-141209-2913,si:dkey-117a16.1-005,OTTDART00000054793,,ENSDART00000162650.2,BX936433.1-209,
ZDB-TSCRIPT-141209-1690,si:dkey-117a16.1-006,OTTDART00000054792,,ENSDART00000140317.3,BX936433.1-208,
ZDB-TSCRIPT-141209-2915,si:dkey-117a16.1-007,OTTDART00000054799,,ENSDART00000161509.2,BX936433.1-203,
ZDB-TSCRIPT-141209-1692,si:dkey-117a16.1-008,OTTDART00000054798,,ENSDART00000166415.2,BX936433.1-202,
ZDB-TSCRIPT-141209-2914,si:dkey-117a16.1-009,OTTDART00000054796,,ENSDART00000140835.3,BX936433.1-206,
ZDB-TSCRIPT-141209-466,si:dkey-117a16.1-010,OTTDART00000054797,retained intron,ENSDART00000171889.2,BX936433.1-201,
ZDB-TSCRIPT-141209-1691,si:dkey-117a16.1-011,OTTDART00000054795,,ENSDART00000132059.3,BX936433.1-204,
ZDB-TSCRIPT-141209-477,ottdart00000055514,OTTDART00000055514,retained intron,ENSDART00000149790.2,srrm1-207,
ZDB-TSCRIPT-141209-496,alpk1-002,OTTDART00000057916,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-516,si:ch211-143l19.3-002,OTTDART00000059296,retained intron,ENSDART00000169353.2,BX088596.1-203,
ZDB-TSCRIPT-141209-526,sich211-223l2.4-002,OTTDART00000059354,retained intron,ENSDART00000165594.2,si:ch211-223l2.4-206,
ZDB-TSCRIPT-141209-533,si:dkey-31c13.1-002,OTTDART00000059446,retained intron,ENSDART00000163844.2,si:dkey-31c13.1-201,
ZDB-TSCRIPT-141209-562,si:dkey-19b23.11-003,OTTDART00000059822,retained intron,ENSDART00000165800.2,zpax4-202,
ZDB-TSCRIPT-141209-572,znf318-002,OTTDART00000060101,NMD,ENSDART00000166277,,
ZDB-TSCRIPT-141209-3051,pex11g-001,OTTDART00000060213,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-608,pex11g-002,OTTDART00000060214,retained intron,ENSDART00000160835,,
ZDB-TSCRIPT-141209-611,gamt-003,OTTDART00000060224,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1739,si:ch73-112j3.1-001,OTTDART00000059285,,ENSDART00000157568.2,CT573239.1-203,
ZDB-TSCRIPT-141209-2961,si:ch73-112j3.1-002,OTTDART00000059286,,ENSDART00000157927.2,CT573239.1-201,
ZDB-TSCRIPT-141209-613,si:ch73-112j3.1-003,OTTDART00000060230,retained intron,ENSDART00000170833.2,CT573239.1-202,
ZDB-TSCRIPT-141209-614,ushbp1-003,OTTDART00000060233,retained intron,ENSDART00000161273.2,ushbp1-203,
ZDB-TSCRIPT-131113-1820,si:dkey-224j12.3-001,OTTDART00000050251,,ENSDART00000159523.2,BX248501.1-201,
ZDB-TSCRIPT-141209-616,si:dkey-224j12.3-002,OTTDART00000060239,retained intron,ENSDART00000156437.3,BX248501.1-202,
ZDB-TSCRIPT-141209-627,tuba2-002,OTTDART00000060287,retained intron,ENSDART00000171415.2,tuba2-202,
ZDB-TSCRIPT-141209-639,nwd1-002,OTTDART00000060324,retained intron,ENSDART00000153651.3,nwd1-201,
ZDB-TSCRIPT-141209-644,cox18-002,OTTDART00000060339,retained intron,ENSDART00000162321.2,cox18-202,
ZDB-TSCRIPT-141209-649,csf1ra-002,OTTDART00000060388,retained intron,ENSDART00000169652.2,csf1ra-202,
ZDB-TSCRIPT-141209-663,smu1a-002,OTTDART00000060436,retained intron,ENSDART00000169348.2,smu1a-202,
ZDB-TSCRIPT-141209-664,ikbkap-002,OTTDART00000060439,retained intron,ENSDART00000168050.2,elp1-203,
ZDB-TSCRIPT-141209-667,nipsnap3a-002,OTTDART00000060448,retained intron,ENSDART00000168987.2,nipsnap3a-202,
ZDB-TSCRIPT-141209-670,adam19b-004,OTTDART00000060457,retained intron,ENSDART00000163085.2,adam19b-204,
ZDB-TSCRIPT-141209-695,nolc1-004,OTTDART00000060536,NMD,ENSDART00000159679,,
ZDB-TSCRIPT-141209-696,phf10-003,OTTDART00000060539,NMD,ENSDART00000172165,,
ZDB-TSCRIPT-141209-704,vegfba-002,OTTDART00000060567,retained intron,ENSDART00000165508.2,vegfba-202,
ZDB-TSCRIPT-141209-710,si:ch211-153b23.5-002,OTTDART00000060585,retained intron,ENSDART00000162946.2,si:ch211-153b23.5-201,
ZDB-TSCRIPT-141209-714,myot-003,OTTDART00000060598,retained intron,ENSDART00000171136.2,myot-203,
ZDB-TSCRIPT-141209-717,prom1a-004,OTTDART00000060607,retained intron,ENSDART00000171702.2,prom1a-209,
ZDB-TSCRIPT-141209-719,si:ch211-93n23.7-002,OTTDART00000060613,NMD,ENSDART00000157891,,
ZDB-TSCRIPT-141209-720,calm2a-003,OTTDART00000060616,retained intron,ENSDART00000158351.2,calm2a-202,
ZDB-TSCRIPT-141209-721,haao-002,OTTDART00000060619,retained intron,ENSDART00000165692.2,haao-202,
ZDB-TSCRIPT-141209-728,scyl1-002,OTTDART00000060643,retained intron,ENSDART00000166717.2,scyl1-202,
ZDB-TSCRIPT-141209-732,rnaset2-004,OTTDART00000060655,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-736,fnta-002,OTTDART00000060667,retained intron,ENSDART00000165830.2,fnta-203,
ZDB-TSCRIPT-141209-738,limch1b-004,OTTDART00000060680,retained intron,ENSDART00000159796.2,limch1b-201,
ZDB-TSCRIPT-141209-740,rnf212-002,OTTDART00000060686,retained intron,ENSDART00000171218.2,rnf212-202,
ZDB-TSCRIPT-141209-3185,akt3a-004,OTTDART00000060692,,ENSDART00000166811.2,akt3a-204,
ZDB-TSCRIPT-141209-742,ottdart00000060693,OTTDART00000060693,retained intron,ENSDART00000163206.2,akt3a-202,
ZDB-TSCRIPT-141209-756,adgrl2a-002,OTTDART00000060754,retained intron,ENSDART00000165326.2,adgrl2a-202,
ZDB-TSCRIPT-141209-1981,ttll7-003,OTTDART00000060758,,ENSDART00000165569.2,ttll7-204,
ZDB-TSCRIPT-141209-757,ttll7-004,OTTDART00000060757,retained intron,ENSDART00000160367.2,ttll7-203,
ZDB-TSCRIPT-141209-761,ottdart00000060769,OTTDART00000060769,retained intron,ENSDART00000160916.2,pimr202-201,
ZDB-TSCRIPT-141209-766,mrpl4-002,OTTDART00000060785,retained intron,ENSDART00000160776.2,mrpl4-203,
ZDB-TSCRIPT-141209-769,rnf20-002,OTTDART00000060794,retained intron,ENSDART00000159691.2,rnf20-202,
ZDB-TSCRIPT-141209-778,si:ch211-156l18.4-001,OTTDART00000060829,NMD,ENSDART00000169171,,
ZDB-TSCRIPT-141209-793,ptbp1b-005,OTTDART00000060884,NMD,ENSDART00000167811,,
ZDB-TSCRIPT-141209-3242,si:dkey-145i3.2-001,OTTDART00000060901,,ENSDART00000169471.2,CR550302.2-202,
ZDB-TSCRIPT-141209-799,si:dkey-145i3.2-002,OTTDART00000060902,retained intron,ENSDART00000169543.2,CR550302.2-201,
ZDB-TSCRIPT-141209-800,si:ch211-175m2.4-002,OTTDART00000060905,retained intron,ENSDART00000160576.2,si:ch211-175m2.4-203,
ZDB-TSCRIPT-141209-801,smim19-003,OTTDART00000060908,NMD,ENSDART00000166078,,
ZDB-TSCRIPT-141209-802,kdm3b-004,OTTDART00000060911,retained intron,ENSDART00000168323.2,kdm3b-203,
ZDB-TSCRIPT-141209-806,rpn2-006,OTTDART00000060924,retained intron,ENSDART00000160441.2,rpn2-203,
ZDB-TSCRIPT-141209-2033,si:ch73-234i15.6-001,OTTDART00000060935,,ENSDART00000147811.3,FP016142.1-202,
ZDB-TSCRIPT-141209-809,si:ch73-234i15.6-002,OTTDART00000060934,retained intron,ENSDART00000167083.2,FP016142.1-201,
ZDB-TSCRIPT-141209-843,si:dkey-23i12.5-004,OTTDART00000061039,retained intron,ENSDART00000168574.2,AL954715.1-203,
ZDB-TSCRIPT-141209-853,si:dkey-154b15.1-003,OTTDART00000061073,retained intron,ENSDART00000079599.7,si:dkey-154b15.1-201,
ZDB-TSCRIPT-141209-876,ottdart00000061149,OTTDART00000061149,retained intron,ENSDART00000160618.2,ogfrl2-202,
ZDB-TSCRIPT-141209-2100,ottdart00000061150,OTTDART00000061150,,ENSDART00000163335.2,ogfrl2-203,
ZDB-TSCRIPT-141209-878,scarb1-003,OTTDART00000061158,NMD,ENSDART00000169466,,
ZDB-TSCRIPT-141209-884,myog-002,OTTDART00000061178,NMD,ENSDART00000167908,,
ZDB-TSCRIPT-141209-917,si:dkey-57n24.9-001,OTTDART00000061278,NMD,ENSDART00000162416,,
ZDB-TSCRIPT-141209-918,otud5b-003,OTTDART00000061282,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-922,si:dkey-161f11.2-006,OTTDART00000061307,retained intron,ENSDART00000162311.2,BX649345.2-204,
ZDB-TSCRIPT-141209-935,si:dkey-238i5.3-002,OTTDART00000061351,NMD,ENSDART00000171211,,
ZDB-TSCRIPT-141209-940,ottdart00000061381,OTTDART00000061381,retained intron,ENSDART00000164243.2,slc22a13b-202,
ZDB-TSCRIPT-141209-942,soul4-003,OTTDART00000061387,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4255,si:ch73-353n11.1-001,OTTDART00000056865,,ENSDART00000161806.2,CR762480.2-205,
ZDB-TSCRIPT-131113-1065,si:ch73-353n11.1-002,OTTDART00000056869,,ENSDART00000167471.2,CR762480.2-203,
ZDB-TSCRIPT-131113-2660,si:ch73-353n11.1-003,OTTDART00000056867,,ENSDART00000167455.2,CR762480.2-204,
ZDB-TSCRIPT-141209-3387,si:ch73-353n11.1-006,OTTDART00000061392,,ENSDART00000171651.2,CR762480.2-206,
ZDB-TSCRIPT-141209-2167,si:ch73-353n11.1-008,OTTDART00000061391,,ENSDART00000166781.2,CR762480.2-202,
ZDB-TSCRIPT-141209-943,si:ch73-353n11.1-009,OTTDART00000061390,retained intron,ENSDART00000157791.2,CR762480.2-201,
ZDB-TSCRIPT-141209-944,si:ch73-353n11.1-007,OTTDART00000061393,retained intron,ENSDART00000160573.2,CR762480.2-207,
ZDB-TSCRIPT-141209-964,phf12a-002,OTTDART00000061454,retained intron,ENSDART00000161699.2,phf12a-202,
ZDB-TSCRIPT-141209-967,edem1-002,OTTDART00000061464,retained intron,ENSDART00000157913.2,edem1-202,
ZDB-TSCRIPT-141209-3413,pdgfab-004,OTTDART00000061472,,ENSDART00000162102.2,pdgfab-203,
ZDB-TSCRIPT-141209-970,ottdart00000061473,OTTDART00000061473,NMD,ENSDART00000158815,,
ZDB-TSCRIPT-141209-972,lsg1-002,OTTDART00000061480,retained intron,ENSDART00000166802.2,lsg1-203,
ZDB-TSCRIPT-141209-973,lsg1-003,OTTDART00000061484,retained intron,ENSDART00000160307.2,lsg1-201,
ZDB-TSCRIPT-141209-975,ottdart00000061490,OTTDART00000061490,retained intron,ENSDART00000151694.2,zgc:171558-202,
ZDB-TSCRIPT-141209-977,sypl2a-002,OTTDART00000061496,NMD,ENSDART00000161026,,
ZDB-TSCRIPT-141209-98,cpne1-003,OTTDART00000025095,retained intron,ENSDART00000171707.2,cpne1-204,
ZDB-TSCRIPT-141209-997,ottdart00000061558,OTTDART00000061558,retained intron,ENSDART00000164109.2,aip-201,
ZDB-TSCRIPT-160112-420,tegt-001,OTTDART00000062577,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-103,tegt-003,OTTDART00000062579,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-110,hoxc6b-001,OTTDART00000062602,retained intron,ENSDART00000173139,,
ZDB-TSCRIPT-160112-744,hoxc6b-003,OTTDART00000062601,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-113,ottdart00000062611,OTTDART00000062611,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-114,r3hdm4-002,OTTDART00000062614,NMD,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-123,si:cabz01021066.1-002,OTTDART00000062641,retained intron,ENSDART00000173432.2,si:cabz01021066.1-202,
ZDB-TSCRIPT-160112-125,ptp4a1-007,OTTDART00000062647,retained intron,ENSDART00000172939.2,ptp4a1-207,
ZDB-TSCRIPT-160112-131,ubxn1-002,OTTDART00000062665,retained intron,ENSDART00000173261.2,ubxn1-203,
ZDB-TSCRIPT-160112-453,si:ch211-190h11.2-001,OTTDART00000062678,,ENSDART00000172892.2,CR769769.2-203,
ZDB-TSCRIPT-160112-454,si:ch211-190h11.2-002,OTTDART00000062681,,ENSDART00000172764.2,CR769769.2-202,
ZDB-TSCRIPT-160112-136,si:ch211-190h11.2-003,OTTDART00000062680,retained intron,ENSDART00000173307.2,CR769769.2-201,
ZDB-TSCRIPT-160112-455,si:ch211-190h11.1-001,OTTDART00000062684,,ENSDART00000144056.4,CR769769.1-210,
ZDB-TSCRIPT-160112-137,si:ch211-190h11.1-002,OTTDART00000062683,,ENSDART00000173193.2,CR769769.1-209,
ZDB-TSCRIPT-160112-138,si:ch211-190h11.1-007,OTTDART00000062686,retained intron,ENSDART00000144056.4,CR769769.1-210,
ZDB-TSCRIPT-160112-139,si:ch211-190h11.1-004,OTTDART00000062689,retained intron,ENSDART00000173203.2,CR769769.1-205,
ZDB-TSCRIPT-160112-772,si:ch211-190h11.1-006,OTTDART00000062685,,ENSDART00000144132.4,CR769769.1-201,
ZDB-TSCRIPT-160112-773,si:ch211-190h11.1-010,OTTDART00000062688,,ENSDART00000173196.2,CR769769.1-204,
ZDB-TSCRIPT-160112-144,eif4ea-003,OTTDART00000062704,retained intron,ENSDART00000172768.2,eif4ea-202,
ZDB-TSCRIPT-160112-161,rabac1-002,OTTDART00000062757,NMD,ENSDART00000049148,,
ZDB-TSCRIPT-160112-162,dedd1-004,OTTDART00000062760,retained intron,ENSDART00000139760.3,dedd1-203,
ZDB-TSCRIPT-160112-796,dedd1-002,OTTDART00000062759,,ENSDART00000145839.3,dedd1-204,
ZDB-TSCRIPT-160112-167,csnk1a1-005,OTTDART00000062775,NMD,ENSDART00000173181,,
ZDB-TSCRIPT-160112-170,ottdart00000062785,OTTDART00000062785,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-171,slc2a3b-003,OTTDART00000062788,retained intron,ENSDART00000173194.2,slc2a3b-204,
ZDB-TSCRIPT-160112-178,aga-002,OTTDART00000062809,NMD,ENSDART00000173350,,
ZDB-TSCRIPT-160112-503,glrbb-003,OTTDART00000062831,,ENSDART00000173244.2,glrbb-203,
ZDB-TSCRIPT-160112-185,glrbb-002,OTTDART00000062830,retained intron,ENSDART00000173110.2,glrbb-202,
ZDB-TSCRIPT-160112-204,zgc:92907-002,OTTDART00000062897,retained intron,ENSDART00000173231.2,zgc:92907-202,
ZDB-TSCRIPT-160112-210,ubl3b-002,OTTDART00000062915,retained intron,ENSDART00000172757.2,ubl3b-202,
ZDB-TSCRIPT-160112-214,yif1a-004,OTTDART00000062927,retained intron,ENSDART00000173394.2,yif1a-204,
ZDB-TSCRIPT-160112-215,zdhhc2-003,OTTDART00000062930,retained intron,ENSDART00000173012.2,zdhhc2-202,
ZDB-TSCRIPT-160112-224,cbfb-005,OTTDART00000062957,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-225,cbfb-007,OTTDART00000062960,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-240,adipor1a-002,OTTDART00000063006,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-241,fbxl16-002,OTTDART00000063009,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9777,pdia4-002,OTTDART00000027207,,ENSDART00000132649.2,pdia4-203,
ZDB-TSCRIPT-091110-520,pdia4-003,OTTDART00000044519,,ENSDART00000126435.4,pdia4-202,
ZDB-TSCRIPT-160112-242,pdia4-004,OTTDART00000063012,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-25,pfklb-002,OTTDART00000062334,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-274,ccs-002,OTTDART00000063112,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-289,tex261-002,OTTDART00000063161,retained intron,ENSDART00000172928.2,tex261-202,
ZDB-TSCRIPT-160112-313,wnt8a-002,OTTDART00000063240,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-318,cd4-1-002,OTTDART00000046609,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-323,eif4g3a-002,OTTDART00000061297,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2143,si:ch211-220m17.5-001,OTTDART00000061299,,ENSDART00000167745.2,BX248318.1-201,
ZDB-TSCRIPT-160112-324,guca2b-002,OTTDART00000062270,retained intron,ENSDART00000172937.2,BX248318.1-202,
ZDB-TSCRIPT-160112-327,wnk2-002,OTTDART00000062279,retained intron,ENSDART00000173202.2,wnk2-203,
ZDB-TSCRIPT-160112-330,ipo7-002,OTTDART00000062293,retained intron,ENSDART00000172806.2,ipo7-202,
ZDB-TSCRIPT-160112-332,si:ch211-239e6.4-005,OTTDART00000062299,NMD,ENSDART00000141386,,
ZDB-TSCRIPT-160112-334,ottdart00000062306,OTTDART00000062306,retained intron,ENSDART00000173401.2,per3-202,
ZDB-TSCRIPT-160112-342,igfn1.1-002,OTTDART00000062332,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-372,tbce-005,OTTDART00000062424,retained intron,ENSDART00000173224.2,tbce-206,
ZDB-TSCRIPT-160112-54,tbce-007,OTTDART00000062423,,ENSDART00000173366.2,tbce-208,
ZDB-TSCRIPT-160112-374,hpda-002,OTTDART00000062430,NMD,ENSDART00000173162,,
ZDB-TSCRIPT-160112-375,map1lc3c-002,OTTDART00000062433,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-389,rfc4-004,OTTDART00000062480,NMD,ENSDART00000172941,,
ZDB-TSCRIPT-160112-397,rpl29-003,OTTDART00000062507,retained intron,ENSDART00000173145.2,rpl29-204,
ZDB-TSCRIPT-160112-413,mkrn2-002,OTTDART00000062556,retained intron,ENSDART00000173120.2,mkrn2-203,
ZDB-TSCRIPT-160112-418,raf1b-002,OTTDART00000062571,retained intron,ENSDART00000172832.2,raf1b-202,
ZDB-TSCRIPT-160112-423,ottdart00000062586,OTTDART00000062586,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-43,camk2g2-003,OTTDART00000062389,retained intron,ENSDART00000173367.2,camk2g2-204,
ZDB-TSCRIPT-160112-440,si:cabz01021067.1-002,OTTDART00000062639,retained intron,ENSDART00000172922.2,pimr204-205,
ZDB-TSCRIPT-160112-456,si:ch211-190h11.1-009,OTTDART00000062687,retained intron,ENSDART00000139344.4,CR769769.1-203,
ZDB-TSCRIPT-160112-457,si:ch211-190h11.1-005,OTTDART00000062690,retained intron,ENSDART00000136861.3,CR769769.1-206,
ZDB-TSCRIPT-160112-462,eif4ea-002,OTTDART00000062705,retained intron,ENSDART00000173396.2,eif4ea-203,
ZDB-TSCRIPT-160112-468,ottdart00000062723,OTTDART00000062723,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-47,il17rd-003,OTTDART00000062402,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-473,nitr13-002,OTTDART00000062738,retained intron,ENSDART00000172938.2,nitr13-202,
ZDB-TSCRIPT-160112-478,taf7-004,OTTDART00000062755,retained intron,ENSDART00000139397.4,taf7-203,
ZDB-TSCRIPT-160112-48,tdrd3-002,OTTDART00000062405,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-160112-480,si:rp71-15i12.1-003,OTTDART00000062761,to be experimentally confirmed,ENSDART00000167870.3,cep192-203,
ZDB-TSCRIPT-160112-493,pitx2-004,OTTDART00000062801,retained intron,ENSDART00000173243,,
ZDB-TSCRIPT-160112-494,gpm6aa-002,OTTDART00000062804,retained intron,ENSDART00000173006.2,gpm6aa-202,
ZDB-TSCRIPT-160112-496,zgc:154054-002,OTTDART00000062810,retained intron,ENSDART00000173240.2,zgc:154054-203,
ZDB-TSCRIPT-160112-498,myh14-002,OTTDART00000062816,retained intron,ENSDART00000138267.2,myh14-202,
ZDB-TSCRIPT-160112-509,oaz1a-002,OTTDART00000062851,retained intron,ENSDART00000139341.4,oaz1a-202,
