tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-090929-13037,OTTDART00000030945,ENSDART00000137498.2,,
ZDB-TSCRIPT-090929-13038,OTTDART00000030946,ENSDART00000145080.3,,
ZDB-TSCRIPT-090929-13046,OTTDART00000030954,ENSDART00000148286.2,,
ZDB-TSCRIPT-090929-13048,OTTDART00000030956,ENSDART00000140506.2,,
ZDB-TSCRIPT-090929-13076,OTTDART00000030988,ENSDART00000142345.2,,
ZDB-TSCRIPT-090929-13078,OTTDART00000031001,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-131113-1618,OTTDART00000031071,ENSDART00000155536.2,,
ZDB-TSCRIPT-090929-13101,OTTDART00000031080,ENSDART00000161901.2,,
ZDB-TSCRIPT-090929-13103,OTTDART00000031084,ENSDART00000142095.2,,
ZDB-TSCRIPT-090929-13106,OTTDART00000031091,ENSDART00000139277.2,,
ZDB-TSCRIPT-090929-10251,OTTDART00000027704,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13133,OTTDART00000031119,ENSDART00000131770.3,,
ZDB-TSCRIPT-090929-13134,OTTDART00000031120,ENSDART00000133418.3,,
ZDB-TSCRIPT-090929-13135,OTTDART00000031121,ENSDART00000143022.3,,
ZDB-TSCRIPT-090929-13136,OTTDART00000031122,ENSDART00000135056.3,,
ZDB-TSCRIPT-090929-13137,OTTDART00000031123,ENSDART00000141398.3,,
ZDB-TSCRIPT-090929-13142,OTTDART00000031128,ENSDART00000110680.4,,
ZDB-TSCRIPT-090929-13143,OTTDART00000031129,ENSDART00000140259.2,,
ZDB-TSCRIPT-090929-13147,OTTDART00000031134,ENSDART00000138961.3,,
ZDB-TSCRIPT-090929-13152,OTTDART00000031139,ENSDART00000138833.3,,
ZDB-TSCRIPT-090929-13153,OTTDART00000031140,ENSDART00000145051.2,,
ZDB-TSCRIPT-090929-13167,OTTDART00000031154,ENSDART00000136477.2,,
ZDB-TSCRIPT-090929-13169,OTTDART00000031156,ENSDART00000139820.2,,
ZDB-TSCRIPT-090929-13170,OTTDART00000031157,ENSDART00000132055.2,,
ZDB-TSCRIPT-090929-13171,OTTDART00000031158,ENSDART00000134654.2,,
ZDB-TSCRIPT-090929-13172,OTTDART00000031159,ENSDART00000133303.3,,
ZDB-TSCRIPT-090929-13173,OTTDART00000031160,ENSDART00000137320.3,,
ZDB-TSCRIPT-090929-13174,OTTDART00000031161,ENSDART00000142301.3,,
ZDB-TSCRIPT-090929-1026,OTTDART00000007740,ENSDART00000145709.2,,
ZDB-TSCRIPT-090929-10258,OTTDART00000027711,ENSDART00000135047.2,,
ZDB-TSCRIPT-090929-10260,OTTDART00000027713,ENSDART00000146896.2,,
ZDB-TSCRIPT-090929-13184,OTTDART00000031193,ENSDART00000138307.2,,
ZDB-TSCRIPT-090929-13200,OTTDART00000031252,ENSDART00000144943.3,,
ZDB-TSCRIPT-090929-13201,OTTDART00000031253,ENSDART00000137162.2,,
ZDB-TSCRIPT-090929-13202,OTTDART00000031254,ENSDART00000137442.2,,
ZDB-TSCRIPT-090929-13203,OTTDART00000031255,ENSDART00000137961.2,,
ZDB-TSCRIPT-090929-13205,OTTDART00000031286,ENSDART00000143211.2,,
ZDB-TSCRIPT-090929-13221,OTTDART00000031308,ENSDART00000147138.2,,
ZDB-TSCRIPT-090929-13231,OTTDART00000031343,ENSDART00000141907.2,,
ZDB-TSCRIPT-090929-13234,OTTDART00000031346,ENSDART00000135867.2,,
ZDB-TSCRIPT-090929-13235,OTTDART00000031347,ENSDART00000141074.2,,
ZDB-TSCRIPT-090929-13236,OTTDART00000031348,ENSDART00000144018.2,,
ZDB-TSCRIPT-090929-23332,OTTDART00000031379,ENSDART00000165837.2,,
ZDB-TSCRIPT-090929-13265,OTTDART00000031398,ENSDART00000171099.2,,
ZDB-TSCRIPT-090929-13266,OTTDART00000031399,ENSDART00000164756.2,,
ZDB-TSCRIPT-090929-13274,OTTDART00000031415,ENSDART00000141561.2,,
ZDB-TSCRIPT-090929-13279,OTTDART00000031438,ENSDART00000138131.2,,
ZDB-TSCRIPT-090929-13280,OTTDART00000031439,ENSDART00000143343.2,,
ZDB-TSCRIPT-090929-13286,OTTDART00000031445,ENSDART00000140309.2,,
ZDB-TSCRIPT-090929-13287,OTTDART00000031446,ENSDART00000136724.4,,
ZDB-TSCRIPT-090929-13295,OTTDART00000031454,ENSDART00000169506.2,,
ZDB-TSCRIPT-090929-13296,OTTDART00000031455,ENSDART00000140163.3,,
ZDB-TSCRIPT-090929-13299,OTTDART00000031458,ENSDART00000137946.2,,
ZDB-TSCRIPT-090929-13305,OTTDART00000031465,ENSDART00000144509.3,,
ZDB-TSCRIPT-090929-13306,OTTDART00000031466,ENSDART00000133614.3,,
ZDB-TSCRIPT-090929-13307,OTTDART00000031467,ENSDART00000136564.2,,
ZDB-TSCRIPT-090929-13328,OTTDART00000031489,ENSDART00000145513.2,,
ZDB-TSCRIPT-090929-13332,OTTDART00000031493,ENSDART00000143572.2,,
ZDB-TSCRIPT-090929-13337,OTTDART00000031498,ENSDART00000143656.2,,
ZDB-TSCRIPT-090929-13338,OTTDART00000031499,ENSDART00000140682.2,,
ZDB-TSCRIPT-090929-13340,OTTDART00000031524,ENSDART00000137490.2,,
ZDB-TSCRIPT-090929-13357,OTTDART00000031691,ENSDART00000134558.2,,
ZDB-TSCRIPT-090929-13368,OTTDART00000031728,ENSDART00000134951.3,,
ZDB-TSCRIPT-090929-13369,OTTDART00000031729,ENSDART00000146423.2,,
ZDB-TSCRIPT-090929-13377,OTTDART00000031741,ENSDART00000132592.2,,
ZDB-TSCRIPT-090929-13386,OTTDART00000031752,ENSDART00000138756.2,,
ZDB-TSCRIPT-090929-13387,OTTDART00000031753,ENSDART00000166881.2,,
ZDB-TSCRIPT-090929-13401,OTTDART00000031767,ENSDART00000132261.3,,
ZDB-TSCRIPT-090929-13402,OTTDART00000031768,ENSDART00000153479.3,,
ZDB-TSCRIPT-090929-13417,OTTDART00000031783,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13422,OTTDART00000031788,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13427,OTTDART00000031795,ENSDART00000135075.2,,
ZDB-TSCRIPT-090929-13428,OTTDART00000031796,ENSDART00000139533.2,,
ZDB-TSCRIPT-090929-13447,OTTDART00000031817,ENSDART00000142254.2,,
ZDB-TSCRIPT-090929-13452,OTTDART00000031822,,transcript not in Ensembl. Withdrawn,GENSCAN00000050289.1
ZDB-TSCRIPT-090929-13453,OTTDART00000031823,,transcript not in Ensembl. Withdrawn,GENSCAN00000050310
ZDB-TSCRIPT-090929-13454,OTTDART00000031824,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13455,OTTDART00000031825,,transcript not in Ensembl. Withdrawn,GENSCAN00000050299.1
ZDB-TSCRIPT-090929-13462,OTTDART00000031833,ENSDART00000139879.2,,
ZDB-TSCRIPT-090929-13466,OTTDART00000031837,ENSDART00000134736.3,,
ZDB-TSCRIPT-090929-13467,OTTDART00000031838,ENSDART00000147910.2,,
ZDB-TSCRIPT-090929-13469,OTTDART00000031841,ENSDART00000142642.2,,
ZDB-TSCRIPT-090929-13504,OTTDART00000031878,ENSDART00000134655.2,,
ZDB-TSCRIPT-090929-13508,OTTDART00000031893,ENSDART00000162683.2,,
ZDB-TSCRIPT-090929-13530,OTTDART00000031915,ENSDART00000142434.2,,
ZDB-TSCRIPT-090929-13535,OTTDART00000031924,ENSDART00000168286.2,,
ZDB-TSCRIPT-090929-13536,OTTDART00000031925,ENSDART00000167172.2,,
ZDB-TSCRIPT-090929-13588,OTTDART00000032008,ENSDART00000146628.3,,
ZDB-TSCRIPT-090929-13595,OTTDART00000032021,ENSDART00000135002.2,,
ZDB-TSCRIPT-090929-13597,OTTDART00000032023,ENSDART00000135803.2,,
ZDB-TSCRIPT-090929-13598,OTTDART00000032024,ENSDART00000138368.2,,
ZDB-TSCRIPT-090929-13600,OTTDART00000032026,ENSDART00000131621.2,,
ZDB-TSCRIPT-090929-13620,OTTDART00000032046,ENSDART00000135685.2,,
ZDB-TSCRIPT-090929-13621,OTTDART00000032047,ENSDART00000146494.2,,
ZDB-TSCRIPT-090929-13622,OTTDART00000032048,ENSDART00000139173.3,,
ZDB-TSCRIPT-090929-13625,OTTDART00000032051,ENSDART00000140918.2,,
ZDB-TSCRIPT-090929-10295,OTTDART00000027750,ENSDART00000144683.2,,
ZDB-TSCRIPT-090929-13633,OTTDART00000032059,ENSDART00000146402.2,,
ZDB-TSCRIPT-141209-1346,OTTDART00000032081,ENSDART00000159553.2,,
ZDB-TSCRIPT-090929-13645,OTTDART00000032082,ENSDART00000148343.2,,
ZDB-TSCRIPT-090929-13646,OTTDART00000032085,ENSDART00000131480.2,,
ZDB-TSCRIPT-090929-13647,OTTDART00000032088,ENSDART00000144628.3,,
ZDB-TSCRIPT-090929-13648,OTTDART00000032089,ENSDART00000132544.2,,
ZDB-TSCRIPT-141209-121,OTTDART00000032101,ENSDART00000157779.2,,
ZDB-TSCRIPT-090929-13654,OTTDART00000032110,ENSDART00000132994.2,,
ZDB-TSCRIPT-090929-13661,OTTDART00000032122,ENSDART00000137219.2,,
ZDB-TSCRIPT-090929-13662,OTTDART00000032123,ENSDART00000142873.2,,
ZDB-TSCRIPT-090929-13670,OTTDART00000032132,ENSDART00000138883.2,,
ZDB-TSCRIPT-090929-13678,OTTDART00000032140,ENSDART00000135918.2,,
ZDB-TSCRIPT-090929-13680,OTTDART00000032142,ENSDART00000136429.2,,
ZDB-TSCRIPT-090929-13681,OTTDART00000032143,ENSDART00000143693.2,,
ZDB-TSCRIPT-090929-13684,OTTDART00000032147,ENSDART00000133220.2,,
ZDB-TSCRIPT-090929-13689,OTTDART00000032152,ENSDART00000140763.2,,
ZDB-TSCRIPT-090929-13691,OTTDART00000032154,ENSDART00000129365.3,,
ZDB-TSCRIPT-090929-13706,OTTDART00000032169,ENSDART00000147213.2,,
ZDB-TSCRIPT-090929-13708,OTTDART00000032171,ENSDART00000145926.2,,
ZDB-TSCRIPT-090929-13712,OTTDART00000032175,ENSDART00000143794.2,,
ZDB-TSCRIPT-090929-13716,OTTDART00000032179,ENSDART00000146975.4,,
ZDB-TSCRIPT-090929-13717,OTTDART00000032180,ENSDART00000146583.2,,
ZDB-TSCRIPT-141209-1347,OTTDART00000032196,,transcript not in Ensembl. Withdrawn,GENSCAN00000048967.1
ZDB-TSCRIPT-141209-123,OTTDART00000032214,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-1348,OTTDART00000032215,,transcript not in Ensembl. Withdrawn,GENSCAN00000048967.1
ZDB-TSCRIPT-090929-13725,OTTDART00000032227,ENSDART00000142332.2,,
ZDB-TSCRIPT-090929-13726,OTTDART00000032228,ENSDART00000140776.3,,
ZDB-TSCRIPT-090929-13736,OTTDART00000032238,ENSDART00000143348.2,,
ZDB-TSCRIPT-090929-13738,OTTDART00000032241,ENSDART00000146263.2,,
ZDB-TSCRIPT-090929-13741,OTTDART00000032244,ENSDART00000144080.2,,
ZDB-TSCRIPT-090929-10310,OTTDART00000027765,ENSDART00000135854.2,,
ZDB-TSCRIPT-090929-13762,OTTDART00000032265,ENSDART00000142948.2,,
ZDB-TSCRIPT-090929-13763,OTTDART00000032266,ENSDART00000147720.2,,
ZDB-TSCRIPT-090929-13764,OTTDART00000032267,ENSDART00000131453.2,,
ZDB-TSCRIPT-141209-1349,OTTDART00000032282,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-2563,OTTDART00000032283,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-124,OTTDART00000032284,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-1350,OTTDART00000032285,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-2564,OTTDART00000032286,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-125,OTTDART00000032287,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-1351,OTTDART00000032289,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13769,OTTDART00000032299,ENSDART00000147832.2,,
ZDB-TSCRIPT-090929-13781,OTTDART00000032312,ENSDART00000144742.3,,
ZDB-TSCRIPT-090929-13784,OTTDART00000032315,ENSDART00000147531.3,,
ZDB-TSCRIPT-090929-13785,OTTDART00000032316,ENSDART00000134401.2,,
ZDB-TSCRIPT-090929-13801,OTTDART00000032332,ENSDART00000145505.2,,
ZDB-TSCRIPT-090929-13807,OTTDART00000032343,ENSDART00000145847.2,,
ZDB-TSCRIPT-090929-13808,OTTDART00000032344,ENSDART00000133969.2,,
ZDB-TSCRIPT-090929-13809,OTTDART00000032347,ENSDART00000135377.2,,
ZDB-TSCRIPT-090929-10314,OTTDART00000027769,ENSDART00000134413.2,,
ZDB-TSCRIPT-090929-13811,OTTDART00000032349,ENSDART00000136877.2,,
ZDB-TSCRIPT-090929-13816,OTTDART00000032356,ENSDART00000143224.2,,
ZDB-TSCRIPT-090929-13820,OTTDART00000032360,ENSDART00000145323.2,,
ZDB-TSCRIPT-090929-13822,OTTDART00000032368,ENSDART00000145284.2,,
ZDB-TSCRIPT-090929-13823,OTTDART00000032371,ENSDART00000143507.2,,
ZDB-TSCRIPT-090929-13824,OTTDART00000032373,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13827,OTTDART00000032379,ENSDART00000135329.2,,
ZDB-TSCRIPT-090929-13828,OTTDART00000032380,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13829,OTTDART00000032381,ENSDART00000140656.2,,
ZDB-TSCRIPT-090929-13830,OTTDART00000032382,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13834,OTTDART00000032387,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13837,OTTDART00000032391,ENSDART00000132396.2,,
ZDB-TSCRIPT-090929-13838,OTTDART00000032394,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-110325-936,OTTDART00000032418,ENSDART00000149986.2,,
ZDB-TSCRIPT-090929-13861,OTTDART00000032428,ENSDART00000162963.2,,
ZDB-TSCRIPT-090929-13862,OTTDART00000032429,ENSDART00000168204.2,,
ZDB-TSCRIPT-090929-13863,OTTDART00000032430,ENSDART00000167410.2,,
ZDB-TSCRIPT-090929-13864,OTTDART00000032431,ENSDART00000167669.2,,
ZDB-TSCRIPT-090929-13865,OTTDART00000032432,ENSDART00000168392.2,,
ZDB-TSCRIPT-090929-13868,OTTDART00000032437,ENSDART00000159665.2,,
ZDB-TSCRIPT-090929-13869,OTTDART00000032438,ENSDART00000164587.2,,
ZDB-TSCRIPT-090929-13870,OTTDART00000032439,ENSDART00000161998.2,,
ZDB-TSCRIPT-090929-13871,OTTDART00000032440,ENSDART00000162029.2,,
ZDB-TSCRIPT-090929-13884,OTTDART00000032453,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13885,OTTDART00000032454,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-23090,OTTDART00000032455,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13887,OTTDART00000032457,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13888,OTTDART00000032458,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13889,OTTDART00000032459,,transcript not in Ensembl. Withdrawn,GENSCAN00000035959.1
ZDB-TSCRIPT-090929-13890,OTTDART00000032460,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-22516,OTTDART00000032461,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13892,OTTDART00000032462,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13893,OTTDART00000032463,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13894,OTTDART00000032464,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13896,OTTDART00000032466,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-22804,OTTDART00000032467,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13898,OTTDART00000032468,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13903,OTTDART00000032476,ENSDART00000140222.2,,
ZDB-TSCRIPT-090929-13911,OTTDART00000032486,ENSDART00000142600.2,,
ZDB-TSCRIPT-090929-13913,OTTDART00000032488,ENSDART00000158304.2,,
ZDB-TSCRIPT-090929-13914,OTTDART00000032489,ENSDART00000163320.2,,
ZDB-TSCRIPT-090929-13915,OTTDART00000032490,ENSDART00000169721.2,,
ZDB-TSCRIPT-090929-13916,OTTDART00000032491,ENSDART00000159081.2,,
ZDB-TSCRIPT-131113-27,OTTDART00000032514,ENSDART00000153775.2,,
ZDB-TSCRIPT-090929-13927,OTTDART00000032518,ENSDART00000157804.2,,
ZDB-TSCRIPT-090929-13932,OTTDART00000032523,ENSDART00000138317.2,,
ZDB-TSCRIPT-090929-13933,OTTDART00000032524,ENSDART00000138538.2,,
ZDB-TSCRIPT-090929-10329,OTTDART00000027786,ENSDART00000144957.2,,
ZDB-TSCRIPT-090929-13934,OTTDART00000032525,ENSDART00000139024.2,,
ZDB-TSCRIPT-090929-13937,OTTDART00000032528,ENSDART00000138779.2,,
ZDB-TSCRIPT-090929-13938,OTTDART00000032542,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-13954,OTTDART00000032588,ENSDART00000144956.2,,
ZDB-TSCRIPT-090929-13956,OTTDART00000032590,ENSDART00000142199.2,,
ZDB-TSCRIPT-090929-13965,OTTDART00000032600,ENSDART00000134376.3,,
ZDB-TSCRIPT-090929-13969,OTTDART00000032606,ENSDART00000132634.2,,
ZDB-TSCRIPT-090929-13988,OTTDART00000032641,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-14023,OTTDART00000032691,ENSDART00000140733.3,,
ZDB-TSCRIPT-090929-14025,OTTDART00000032693,ENSDART00000146219.4,,
ZDB-TSCRIPT-090929-14040,OTTDART00000032710,ENSDART00000133506.2,,
ZDB-TSCRIPT-090929-14049,OTTDART00000032719,ENSDART00000139578.2,,
ZDB-TSCRIPT-090929-14052,OTTDART00000032722,ENSDART00000143039.2,,
ZDB-TSCRIPT-090929-14064,OTTDART00000032736,ENSDART00000140059.2,,
ZDB-TSCRIPT-090929-14066,OTTDART00000032738,ENSDART00000145183.2,,
ZDB-TSCRIPT-141209-2567,OTTDART00000032751,ENSDART00000162960.2,,
ZDB-TSCRIPT-090929-14089,OTTDART00000032765,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-1036,OTTDART00000007761,ENSDART00000143597.3,,
ZDB-TSCRIPT-090929-14100,OTTDART00000032826,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-090929-14101,OTTDART00000032827,,transcript not in Ensembl. Withdrawn,GENSCAN00000048678.1
ZDB-TSCRIPT-090929-14102,OTTDART00000032828,,,GENSCAN00000048678.1
ZDB-TSCRIPT-090929-14103,OTTDART00000032829,ENSDART00000113901.4,,
ZDB-TSCRIPT-090929-14104,OTTDART00000032830,ENSDART00000168098.2,,
ZDB-TSCRIPT-090929-1037,OTTDART00000007762,ENSDART00000148196.3,,
ZDB-TSCRIPT-091110-1508,OTTDART00000032898,ENSDART00000137023.2,,
ZDB-TSCRIPT-131113-3228,OTTDART00000032918,ENSDART00000156196.2,,
ZDB-TSCRIPT-141209-1355,OTTDART00000032938,ENSDART00000164740.2,,
ZDB-TSCRIPT-090929-10381,OTTDART00000027839,ENSDART00000137326.2,,
ZDB-TSCRIPT-120213-391,OTTDART00000032957,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-120213-7,OTTDART00000032960,,transcript not in Ensembl. Withdrawn,
ZDB-TSCRIPT-141209-131,OTTDART00000032971,ENSDART00000163890.2,,
ZDB-TSCRIPT-090929-14140,OTTDART00000032972,ENSDART00000172626.2,,
ZDB-TSCRIPT-141209-2570,OTTDART00000032973,ENSDART00000165264.2,,
ZDB-TSCRIPT-090929-14150,OTTDART00000032993,ENSDART00000140451.2,,
ZDB-TSCRIPT-090929-14151,OTTDART00000032994,ENSDART00000142925.2,,
ZDB-TSCRIPT-090929-14153,OTTDART00000033017,ENSDART00000137331.2,,
ZDB-TSCRIPT-090929-14179,OTTDART00000033044,ENSDART00000131552.3,,
ZDB-TSCRIPT-090929-14182,OTTDART00000033047,ENSDART00000136526.3,,
ZDB-TSCRIPT-090929-14183,OTTDART00000033048,ENSDART00000141270.2,,
ZDB-TSCRIPT-090929-14184,OTTDART00000033049,ENSDART00000133015.2,,
ZDB-TSCRIPT-090929-14185,OTTDART00000033050,ENSDART00000131278.2,,
ZDB-TSCRIPT-090929-14186,OTTDART00000033051,ENSDART00000137407.3,,
ZDB-TSCRIPT-090929-14224,OTTDART00000033090,ENSDART00000132194.2,,
ZDB-TSCRIPT-110325-1845,OTTDART00000033129,ENSDART00000149516.2,,
ZDB-TSCRIPT-090929-14258,OTTDART00000033142,ENSDART00000142108.4,,
ZDB-TSCRIPT-110325-33,OTTDART00000033151,ENSDART00000150197.2,,
ZDB-TSCRIPT-090929-14275,OTTDART00000033195,ENSDART00000137908.2,,
ZDB-TSCRIPT-090929-14313,OTTDART00000033274,ENSDART00000137517.2,,
ZDB-TSCRIPT-090929-14319,OTTDART00000033285,ENSDART00000138001.2,,
ZDB-TSCRIPT-090929-14322,OTTDART00000033297,ENSDART00000139074.2,,
ZDB-TSCRIPT-090929-14324,OTTDART00000033307,ENSDART00000133615.2,,
ZDB-TSCRIPT-090929-14325,OTTDART00000033312,ENSDART00000135709.3,,
ZDB-TSCRIPT-090929-14326,OTTDART00000033313,ENSDART00000143237.3,,
ZDB-TSCRIPT-090929-14327,OTTDART00000033314,ENSDART00000134175.2,,
ZDB-TSCRIPT-090929-14328,OTTDART00000033315,ENSDART00000135080.3,,
ZDB-TSCRIPT-090929-14329,OTTDART00000033316,ENSDART00000145731.3,,
ZDB-TSCRIPT-090929-14330,OTTDART00000033317,ENSDART00000147628.2,,
ZDB-TSCRIPT-090929-14331,OTTDART00000033318,ENSDART00000135544.3,,
ZDB-TSCRIPT-090929-14332,OTTDART00000033319,ENSDART00000140124.3,,
ZDB-TSCRIPT-090929-14333,OTTDART00000033320,ENSDART00000145386.2,,
ZDB-TSCRIPT-090929-14334,OTTDART00000033321,ENSDART00000144778.3,,
ZDB-TSCRIPT-090929-14337,OTTDART00000033333,ENSDART00000144270.2,,
ZDB-TSCRIPT-090929-14338,OTTDART00000033338,ENSDART00000098043.5,,
ZDB-TSCRIPT-090929-14344,OTTDART00000033348,ENSDART00000135324.2,,
ZDB-TSCRIPT-090929-14345,OTTDART00000033352,ENSDART00000133712.2,,
ZDB-TSCRIPT-090929-10407,OTTDART00000027868,ENSDART00000135501.2,,
ZDB-TSCRIPT-090929-10420,OTTDART00000027881,ENSDART00000145923.2,,
ZDB-TSCRIPT-090929-14397,OTTDART00000033426,ENSDART00000155498.2,,
ZDB-TSCRIPT-090929-14409,OTTDART00000033439,ENSDART00000134101.2,,
ZDB-TSCRIPT-090929-10422,OTTDART00000027883,ENSDART00000143227.3,,
ZDB-TSCRIPT-090929-14420,OTTDART00000033450,ENSDART00000132722.2,,
ZDB-TSCRIPT-090929-14423,OTTDART00000033453,ENSDART00000137097.2,,
ZDB-TSCRIPT-090929-14432,OTTDART00000033462,ENSDART00000172202.2,,
ZDB-TSCRIPT-090929-14459,OTTDART00000033491,ENSDART00000133337.4,,
ZDB-TSCRIPT-090929-14464,OTTDART00000033496,ENSDART00000134232.3,,
ZDB-TSCRIPT-090929-14472,OTTDART00000033522,ENSDART00000148082.3,,
ZDB-TSCRIPT-090929-14498,OTTDART00000033548,ENSDART00000168168.2,,
ZDB-TSCRIPT-090929-14524,OTTDART00000033574,ENSDART00000147731.3,,
ZDB-TSCRIPT-090929-14532,OTTDART00000033582,ENSDART00000132578.2,,
ZDB-TSCRIPT-090929-14533,OTTDART00000033583,ENSDART00000137177.2,,
ZDB-TSCRIPT-090929-10435,OTTDART00000027897,ENSDART00000132293.2,,
ZDB-TSCRIPT-090929-14567,OTTDART00000033617,ENSDART00000159488.2,,
ZDB-TSCRIPT-090929-14585,OTTDART00000033635,ENSDART00000138297.2,,
ZDB-TSCRIPT-090929-14586,OTTDART00000033636,ENSDART00000133336.2,,
ZDB-TSCRIPT-090929-14602,OTTDART00000033652,ENSDART00000141867.3,,
ZDB-TSCRIPT-090929-10444,OTTDART00000027906,ENSDART00000145628.2,,
ZDB-TSCRIPT-090929-14604,OTTDART00000033655,ENSDART00000145105.2,,
ZDB-TSCRIPT-090929-14605,OTTDART00000033656,ENSDART00000135837.2,,
ZDB-TSCRIPT-090929-14618,OTTDART00000033670,ENSDART00000135660.3,,
ZDB-TSCRIPT-090929-14619,OTTDART00000033671,ENSDART00000132704.2,,
ZDB-TSCRIPT-090929-14631,OTTDART00000033683,ENSDART00000131425.2,,
ZDB-TSCRIPT-090929-14633,OTTDART00000033686,ENSDART00000133266.2,,
ZDB-TSCRIPT-090929-14634,OTTDART00000033688,ENSDART00000142293.2,,
ZDB-TSCRIPT-090929-14636,OTTDART00000033690,ENSDART00000132960.2,,
ZDB-TSCRIPT-090929-14651,OTTDART00000033705,ENSDART00000144205.2,,
ZDB-TSCRIPT-090929-14652,OTTDART00000033706,ENSDART00000144491.2,,
ZDB-TSCRIPT-090929-14659,OTTDART00000033713,ENSDART00000133791.2,,
ZDB-TSCRIPT-090929-14667,OTTDART00000033722,ENSDART00000131903.2,,
ZDB-TSCRIPT-090929-14668,OTTDART00000033724,ENSDART00000141805.2,,
ZDB-TSCRIPT-090929-14669,OTTDART00000033725,ENSDART00000144978.3,,
ZDB-TSCRIPT-090929-14670,OTTDART00000033726,ENSDART00000134445.2,,
ZDB-TSCRIPT-090929-14672,OTTDART00000033728,ENSDART00000143886.2,,
ZDB-TSCRIPT-090929-10449,OTTDART00000027912,ENSDART00000136292.2,,
ZDB-TSCRIPT-090929-14678,OTTDART00000033735,ENSDART00000135596.2,,
ZDB-TSCRIPT-090929-14680,OTTDART00000033737,ENSDART00000144143.2,,
ZDB-TSCRIPT-090929-14692,OTTDART00000033749,ENSDART00000141197.2,,
ZDB-TSCRIPT-090929-14704,OTTDART00000033764,ENSDART00000135092.2,,
ZDB-TSCRIPT-090929-14705,OTTDART00000033765,ENSDART00000136050.3,,
ZDB-TSCRIPT-090929-14706,OTTDART00000033766,ENSDART00000144433.3,,
ZDB-TSCRIPT-090929-14708,OTTDART00000033769,ENSDART00000145385.2,,
ZDB-TSCRIPT-090929-14709,OTTDART00000033770,ENSDART00000145252.2,,
ZDB-TSCRIPT-090929-14710,OTTDART00000033771,ENSDART00000137732.2,,
ZDB-TSCRIPT-090929-14712,OTTDART00000033775,ENSDART00000145786.2,,
ZDB-TSCRIPT-090929-14721,OTTDART00000033786,ENSDART00000157013.2,,
ZDB-TSCRIPT-090929-10459,OTTDART00000027922,ENSDART00000147618.2,,
ZDB-TSCRIPT-090929-14759,OTTDART00000033824,ENSDART00000145874.3,,
ZDB-TSCRIPT-090929-14760,OTTDART00000033825,ENSDART00000147241.3,,
ZDB-TSCRIPT-090929-14787,OTTDART00000033857,ENSDART00000132478.2,,
ZDB-TSCRIPT-090929-14788,OTTDART00000033858,ENSDART00000137343.2,,
ZDB-TSCRIPT-090929-14802,OTTDART00000033888,ENSDART00000136838.2,,
ZDB-TSCRIPT-090929-10467,OTTDART00000027930,ENSDART00000158741.2,,
ZDB-TSCRIPT-090929-14808,OTTDART00000033894,ENSDART00000137137.2,,
