tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-090929-22346,OTTDART00000042651,ENSDART00000138534.2,
ZDB-TSCRIPT-090929-22347,OTTDART00000042652,ENSDART00000134145.2,
ZDB-TSCRIPT-090929-22348,OTTDART00000042653,ENSDART00000138773.2,
ZDB-TSCRIPT-090929-22350,OTTDART00000042655,ENSDART00000145197.2,
ZDB-TSCRIPT-090929-23122,OTTDART00000042659,ENSDART00000156862.2,
ZDB-TSCRIPT-090929-22361,OTTDART00000042666,ENSDART00000140582.2,
ZDB-TSCRIPT-090929-22397,OTTDART00000042703,ENSDART00000144044.2,
ZDB-TSCRIPT-090929-22408,OTTDART00000042714,ENSDART00000131783.1,
ZDB-TSCRIPT-090929-22409,OTTDART00000042715,ENSDART00000147674.2,
ZDB-TSCRIPT-090929-22411,OTTDART00000042717,ENSDART00000134679.2,
ZDB-TSCRIPT-090929-22417,OTTDART00000042724,ENSDART00000133986.2,
ZDB-TSCRIPT-090929-22422,OTTDART00000042729,ENSDART00000137853.2,
ZDB-TSCRIPT-090929-22429,OTTDART00000042736,ENSDART00000138841.2,
ZDB-TSCRIPT-090929-22431,OTTDART00000042741,ENSDART00000142214.2,
ZDB-TSCRIPT-090929-22435,OTTDART00000042746,ENSDART00000133256.2,
ZDB-TSCRIPT-090929-22436,OTTDART00000042747,ENSDART00000134016.2,
ZDB-TSCRIPT-090929-22439,OTTDART00000042750,ENSDART00000145343.2,
ZDB-TSCRIPT-090929-22440,OTTDART00000042751,ENSDART00000136144.2,
ZDB-TSCRIPT-090929-22443,OTTDART00000042760,ENSDART00000163014.2,
ZDB-TSCRIPT-090929-22459,OTTDART00000042777,ENSDART00000172491.2,
ZDB-TSCRIPT-090929-22467,OTTDART00000042787,ENSDART00000157885.2,
ZDB-TSCRIPT-091110-803,OTTDART00000042830,ENSDART00000160595.2,
ZDB-TSCRIPT-091110-805,OTTDART00000042836,ENSDART00000142918.2,
ZDB-TSCRIPT-091110-807,OTTDART00000042842,ENSDART00000138819.2,
ZDB-TSCRIPT-091110-1531,OTTDART00000042843,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-76,OTTDART00000042844,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-79,OTTDART00000042854,ENSDART00000161895.2,
ZDB-TSCRIPT-091110-1541,OTTDART00000042873,ENSDART00000133879.2,
ZDB-TSCRIPT-091110-1542,OTTDART00000042876,ENSDART00000140713.2,
ZDB-TSCRIPT-091110-1543,OTTDART00000042879,ENSDART00000138645.2,
ZDB-TSCRIPT-091110-1544,OTTDART00000042882,ENSDART00000134694.2,
ZDB-TSCRIPT-091110-819,OTTDART00000042884,ENSDART00000140830.2,
ZDB-TSCRIPT-091110-826,OTTDART00000042905,ENSDART00000140342.2,
ZDB-TSCRIPT-091110-100,OTTDART00000042920,ENSDART00000137797.2,
ZDB-TSCRIPT-091110-1561,OTTDART00000042934,ENSDART00000133964.2,
ZDB-TSCRIPT-091110-836,OTTDART00000042936,ENSDART00000139497.2,
ZDB-TSCRIPT-091110-1562,OTTDART00000042937,ENSDART00000142121.3,
ZDB-TSCRIPT-091110-1567,OTTDART00000042954,ENSDART00000142654.2,
ZDB-TSCRIPT-091110-1568,OTTDART00000042957,ENSDART00000132435.2,
ZDB-TSCRIPT-091110-115,OTTDART00000042967,ENSDART00000143636.2,
ZDB-TSCRIPT-091110-846,OTTDART00000042968,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1572,OTTDART00000042969,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-116,OTTDART00000042970,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-120,OTTDART00000042982,ENSDART00000134929.2,
ZDB-TSCRIPT-091110-1579,OTTDART00000042990,ENSDART00000131727.2,
ZDB-TSCRIPT-091110-1580,OTTDART00000042993,ENSDART00000135181.2,
ZDB-TSCRIPT-091110-134,OTTDART00000043027,ENSDART00000144502.2,
ZDB-TSCRIPT-091110-865,OTTDART00000043028,ENSDART00000131404.2,
ZDB-TSCRIPT-091110-869,OTTDART00000043047,ENSDART00000145607.2,
ZDB-TSCRIPT-091110-1600,OTTDART00000043064,ENSDART00000135157.3,
ZDB-TSCRIPT-091110-144,OTTDART00000043065,ENSDART00000144610.2,
ZDB-TSCRIPT-091110-145,OTTDART00000043068,ENSDART00000145584.2,
ZDB-TSCRIPT-091110-1602,OTTDART00000043074,ENSDART00000134692.2,
ZDB-TSCRIPT-091110-146,OTTDART00000043075,ENSDART00000140838.2,
ZDB-TSCRIPT-141209-1414,OTTDART00000043101,ENSDART00000161645.2,
ZDB-TSCRIPT-091110-1606,OTTDART00000043105,ENSDART00000132246.2,
ZDB-TSCRIPT-141209-1415,OTTDART00000043107,ENSDART00000161522.2,
ZDB-TSCRIPT-141209-2630,OTTDART00000043108,ENSDART00000165471.2,
ZDB-TSCRIPT-091110-882,OTTDART00000043114,ENSDART00000133919.2,
ZDB-TSCRIPT-091110-155,OTTDART00000043126,ENSDART00000133726.2,
ZDB-TSCRIPT-091110-889,OTTDART00000043136,ENSDART00000137773.2,
ZDB-TSCRIPT-091110-160,OTTDART00000043146,ENSDART00000138157.3,
ZDB-TSCRIPT-091110-891,OTTDART00000043147,ENSDART00000144049.2,
ZDB-TSCRIPT-091110-161,OTTDART00000043151,ENSDART00000137749.2,
ZDB-TSCRIPT-091110-893,OTTDART00000043157,ENSDART00000140974.2,
ZDB-TSCRIPT-091110-894,OTTDART00000043162,ENSDART00000142084.3,
ZDB-TSCRIPT-091110-165,OTTDART00000043172,ENSDART00000132558.2,
ZDB-TSCRIPT-091110-897,OTTDART00000043176,ENSDART00000139113.2,
ZDB-TSCRIPT-091110-1623,OTTDART00000043177,ENSDART00000143673.2,
ZDB-TSCRIPT-091110-899,OTTDART00000043182,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-169,OTTDART00000043184,ENSDART00000142861.2,
ZDB-TSCRIPT-091110-174,OTTDART00000043199,ENSDART00000143466.2,
ZDB-TSCRIPT-091110-176,OTTDART00000043205,ENSDART00000137350.2,
ZDB-TSCRIPT-091110-178,OTTDART00000043211,ENSDART00000135421.2,
ZDB-TSCRIPT-091110-910,OTTDART00000043215,ENSDART00000137730.2,
ZDB-TSCRIPT-091110-911,OTTDART00000043218,ENSDART00000139751.2,
ZDB-TSCRIPT-091110-1637,OTTDART00000043219,ENSDART00000138526.2,
ZDB-TSCRIPT-091110-1639,OTTDART00000043229,ENSDART00000137953.2,
ZDB-TSCRIPT-091110-923,OTTDART00000043258,ENSDART00000137953.2,
ZDB-TSCRIPT-091110-925,OTTDART00000043267,ENSDART00000141729.2,
ZDB-TSCRIPT-091110-1651,OTTDART00000043268,ENSDART00000139808.2,
ZDB-TSCRIPT-091110-1656,OTTDART00000043283,ENSDART00000143083.2,
ZDB-TSCRIPT-091110-1660,OTTDART00000043299,ENSDART00000151892.2,
ZDB-TSCRIPT-091110-937,OTTDART00000043304,ENSDART00000141650.2,
ZDB-TSCRIPT-141209-1421,OTTDART00000043313,ENSDART00000164331.2,
ZDB-TSCRIPT-141209-193,OTTDART00000043316,ENSDART00000166261.2,
ZDB-TSCRIPT-091110-211,OTTDART00000043321,ENSDART00000142566.2,
ZDB-TSCRIPT-091110-1673,OTTDART00000043344,ENSDART00000138445.2,
ZDB-TSCRIPT-091110-219,OTTDART00000043345,ENSDART00000132288.2,
ZDB-TSCRIPT-091110-1675,OTTDART00000043350,ENSDART00000138463.3,
ZDB-TSCRIPT-091110-221,OTTDART00000043351,ENSDART00000136831.3,
ZDB-TSCRIPT-091110-952,OTTDART00000043355,ENSDART00000141146.3,
ZDB-TSCRIPT-091110-953,OTTDART00000043358,ENSDART00000131658.3,
ZDB-TSCRIPT-091110-224,OTTDART00000043360,ENSDART00000134520.3,
ZDB-TSCRIPT-091110-954,OTTDART00000043361,ENSDART00000144555.2,
ZDB-TSCRIPT-091110-225,OTTDART00000043363,ENSDART00000140556.2,
ZDB-TSCRIPT-091110-963,OTTDART00000043387,ENSDART00000132570.2,
ZDB-TSCRIPT-091110-232,OTTDART00000043389,ENSDART00000143661.2,
ZDB-TSCRIPT-091110-964,OTTDART00000043390,ENSDART00000145469.2,
ZDB-TSCRIPT-091110-234,OTTDART00000043396,ENSDART00000147810.2,
ZDB-TSCRIPT-110325-1859,OTTDART00000043417,ENSDART00000148492.2,
ZDB-TSCRIPT-110325-51,OTTDART00000043418,ENSDART00000149323.2,
ZDB-TSCRIPT-091110-1693,OTTDART00000043420,ENSDART00000140631.2,
ZDB-TSCRIPT-091110-238,OTTDART00000043421,ENSDART00000145091.2,
ZDB-TSCRIPT-091110-1695,OTTDART00000043427,ENSDART00000139790.2,
ZDB-TSCRIPT-091110-1697,OTTDART00000043433,ENSDART00000139268.2,
ZDB-TSCRIPT-091110-1701,OTTDART00000043445,ENSDART00000147032.2,
ZDB-TSCRIPT-091110-1710,OTTDART00000043473,ENSDART00000140604.2,
ZDB-TSCRIPT-091110-257,OTTDART00000043481,ENSDART00000158507.2,
ZDB-TSCRIPT-091110-258,OTTDART00000043484,ENSDART00000166346.2,
ZDB-TSCRIPT-091110-990,OTTDART00000043485,ENSDART00000168833.2,
ZDB-TSCRIPT-091110-1714,OTTDART00000043486,ENSDART00000164268.2,
ZDB-TSCRIPT-091110-259,OTTDART00000043487,ENSDART00000144326.4,
ZDB-TSCRIPT-091110-991,OTTDART00000043488,ENSDART00000133268.3,
ZDB-TSCRIPT-091110-993,OTTDART00000043494,ENSDART00000132215.2,
ZDB-TSCRIPT-091110-1717,OTTDART00000043495,ENSDART00000132600.2,
ZDB-TSCRIPT-091110-1718,OTTDART00000043498,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-264,OTTDART00000043514,ENSDART00000143163.2,
ZDB-TSCRIPT-091110-1728,OTTDART00000043541,ENSDART00000162427.2,
ZDB-TSCRIPT-091110-1009,OTTDART00000043563,ENSDART00000141273.2,
ZDB-TSCRIPT-091110-1733,OTTDART00000043564,ENSDART00000137629.4,
ZDB-TSCRIPT-091110-1741,OTTDART00000043589,ENSDART00000136219.3,
ZDB-TSCRIPT-091110-1025,OTTDART00000043616,ENSDART00000135203.2,
ZDB-TSCRIPT-091110-1752,OTTDART00000043626,ENSDART00000128817.3,
ZDB-TSCRIPT-091110-299,OTTDART00000043645,ENSDART00000136571.3,
ZDB-TSCRIPT-091110-300,OTTDART00000043649,ENSDART00000140025.2,
ZDB-TSCRIPT-091110-1039,OTTDART00000043671,ENSDART00000190672.1,
ZDB-TSCRIPT-091110-1764,OTTDART00000043675,ENSDART00000140688.2,
ZDB-TSCRIPT-091110-309,OTTDART00000043676,ENSDART00000148151.3,
ZDB-TSCRIPT-091110-1041,OTTDART00000043677,ENSDART00000143370.3,
ZDB-TSCRIPT-091110-1042,OTTDART00000043680,ENSDART00000134154.2,
ZDB-TSCRIPT-091110-1766,OTTDART00000043681,ENSDART00000145932.2,
ZDB-TSCRIPT-091110-1045,OTTDART00000043689,ENSDART00000139830.2,
ZDB-TSCRIPT-091110-314,OTTDART00000043691,ENSDART00000136549.3,
ZDB-TSCRIPT-091110-1047,OTTDART00000043695,ENSDART00000139938.2,
ZDB-TSCRIPT-091110-1049,OTTDART00000043701,ENSDART00000139108.2,
ZDB-TSCRIPT-091110-1773,OTTDART00000043702,ENSDART00000144368.2,
ZDB-TSCRIPT-091110-1054,OTTDART00000043716,ENSDART00000146153.2,
ZDB-TSCRIPT-091110-323,OTTDART00000043718,ENSDART00000139583.2,
ZDB-TSCRIPT-091110-324,OTTDART00000043721,ENSDART00000144764.2,
ZDB-TSCRIPT-091110-1060,OTTDART00000043734,ENSDART00000145620.2,
ZDB-TSCRIPT-100915-547,OTTDART00000043760,ENSDART00000133380.2,
ZDB-TSCRIPT-100915-1064,OTTDART00000043778,ENSDART00000137600.2,
ZDB-TSCRIPT-091110-1071,OTTDART00000043796,ENSDART00000134885.2,
ZDB-TSCRIPT-091110-341,OTTDART00000043802,ENSDART00000140508.2,
ZDB-TSCRIPT-091110-1081,OTTDART00000043836,ENSDART00000138152.2,
ZDB-TSCRIPT-091110-351,OTTDART00000043841,ENSDART00000135637.2,
ZDB-TSCRIPT-091110-1811,OTTDART00000043870,ENSDART00000140521.3,
ZDB-TSCRIPT-091110-356,OTTDART00000043871,ENSDART00000145649.2,
ZDB-TSCRIPT-091110-1090,OTTDART00000043878,ENSDART00000147199.2,
ZDB-TSCRIPT-091110-363,OTTDART00000043896,ENSDART00000135244.2,
ZDB-TSCRIPT-091110-1095,OTTDART00000043897,ENSDART00000142495.2,
ZDB-TSCRIPT-091110-1822,OTTDART00000043908,ENSDART00000145969.4,
ZDB-TSCRIPT-091110-1824,OTTDART00000043914,ENSDART00000140583.3,
ZDB-TSCRIPT-091110-1101,OTTDART00000043916,ENSDART00000145654.2,
ZDB-TSCRIPT-091110-372,OTTDART00000043925,ENSDART00000142034.2,
ZDB-TSCRIPT-091110-1106,OTTDART00000043932,ENSDART00000136013.2,
ZDB-TSCRIPT-091110-375,OTTDART00000043934,ENSDART00000131562.4,
ZDB-TSCRIPT-091110-1107,OTTDART00000043935,ENSDART00000133467.2,
ZDB-TSCRIPT-091110-1833,OTTDART00000043943,ENSDART00000137000.2,
ZDB-TSCRIPT-091110-1121,OTTDART00000043979,ENSDART00000148109.3,
ZDB-TSCRIPT-091110-1845,OTTDART00000043980,ENSDART00000141976.2,
ZDB-TSCRIPT-091110-392,OTTDART00000043987,ENSDART00000135431.2,
ZDB-TSCRIPT-100915-553,OTTDART00000043995,ENSDART00000041279.6,
ZDB-TSCRIPT-091110-1859,OTTDART00000044047,ENSDART00000134721.2,
ZDB-TSCRIPT-091110-1866,OTTDART00000044074,ENSDART00000145820.4,
ZDB-TSCRIPT-091110-413,OTTDART00000044075,ENSDART00000135199.4,
ZDB-TSCRIPT-091110-1144,OTTDART00000044076,ENSDART00000135784.2,
ZDB-TSCRIPT-091110-1867,OTTDART00000044077,ENSDART00000144442.2,
ZDB-TSCRIPT-091110-416,OTTDART00000044084,ENSDART00000139221.2,
ZDB-TSCRIPT-091110-419,OTTDART00000044094,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1150,OTTDART00000044095,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1876,OTTDART00000044105,ENSDART00000136231.2,
ZDB-TSCRIPT-091110-428,OTTDART00000044118,ENSDART00000144264.2,
ZDB-TSCRIPT-091110-436,OTTDART00000044142,ENSDART00000139698.2,
ZDB-TSCRIPT-091110-1892,OTTDART00000044160,ENSDART00000131703.2,
ZDB-TSCRIPT-091110-445,OTTDART00000044174,ENSDART00000143875.2,
ZDB-TSCRIPT-091110-1175,OTTDART00000044175,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-450,OTTDART00000044203,ENSDART00000134577.2,
ZDB-TSCRIPT-091110-1180,OTTDART00000044204,ENSDART00000164239.2,
ZDB-TSCRIPT-091110-1906,OTTDART00000044217,ENSDART00000139450.2,
ZDB-TSCRIPT-091110-1911,OTTDART00000044232,ENSDART00000146438.3,
ZDB-TSCRIPT-091110-460,OTTDART00000044233,ENSDART00000148187.2,
ZDB-TSCRIPT-091110-1190,OTTDART00000044234,ENSDART00000140212.3,
ZDB-TSCRIPT-100915-1079,OTTDART00000044243,ENSDART00000137638.2,
ZDB-TSCRIPT-100915-1090,OTTDART00000044279,ENSDART00000135241.3,
ZDB-TSCRIPT-091110-1915,OTTDART00000044290,ENSDART00000146017.2,
ZDB-TSCRIPT-091110-1919,OTTDART00000044310,ENSDART00000147734.3,
ZDB-TSCRIPT-091110-470,OTTDART00000044317,ENSDART00000136497.2,
ZDB-TSCRIPT-091110-1200,OTTDART00000044318,ENSDART00000172250.2,
ZDB-TSCRIPT-091110-1923,OTTDART00000044322,ENSDART00000131891.2,
ZDB-TSCRIPT-091110-1202,OTTDART00000044324,ENSDART00000141755.2,
ZDB-TSCRIPT-141209-1430,OTTDART00000044358,ENSDART00000161003.2,
ZDB-TSCRIPT-091110-481,OTTDART00000044378,ENSDART00000145771.3,
ZDB-TSCRIPT-091110-1211,OTTDART00000044382,ENSDART00000147489.2,
ZDB-TSCRIPT-091110-1932,OTTDART00000044383,ENSDART00000143107.2,
ZDB-TSCRIPT-091110-1212,OTTDART00000044385,ENSDART00000146506.2,
ZDB-TSCRIPT-091110-1940,OTTDART00000044409,ENSDART00000123450.3,
ZDB-TSCRIPT-091110-1224,OTTDART00000044420,ENSDART00000138119.2,
ZDB-TSCRIPT-091110-1225,OTTDART00000044423,ENSDART00000146584.2,
ZDB-TSCRIPT-091110-1945,OTTDART00000044424,ENSDART00000132552.2,
ZDB-TSCRIPT-091110-1228,OTTDART00000044432,ENSDART00000138004.2,
ZDB-TSCRIPT-091110-1230,OTTDART00000044438,ENSDART00000134518.2,
ZDB-TSCRIPT-141209-2643,OTTDART00000044441,ENSDART00000164516.2,
ZDB-TSCRIPT-110325-957,OTTDART00000044448,ENSDART00000149936.2,
ZDB-TSCRIPT-091110-1233,OTTDART00000044456,ENSDART00000147603.3,
ZDB-TSCRIPT-091110-1234,OTTDART00000044459,ENSDART00000145520.2,
ZDB-TSCRIPT-091110-1953,OTTDART00000044460,ENSDART00000128446.4,
ZDB-TSCRIPT-110325-1863,OTTDART00000044462,ENSDART00000149406.2,
ZDB-TSCRIPT-131113-51,OTTDART00000044496,ENSDART00000156537.2,
ZDB-TSCRIPT-131113-3250,OTTDART00000044520,ENSDART00000156534.2,
ZDB-TSCRIPT-131113-53,OTTDART00000044521,ENSDART00000154989.2,
ZDB-TSCRIPT-131113-1652,OTTDART00000044522,ENSDART00000157329.2,
ZDB-TSCRIPT-131113-3251,OTTDART00000044523,ENSDART00000157102.3,
ZDB-TSCRIPT-131113-54,OTTDART00000044524,ENSDART00000153858.2,
ZDB-TSCRIPT-141209-2646,OTTDART00000044536,ENSDART00000172533.2,
ZDB-TSCRIPT-141209-1432,OTTDART00000044538,ENSDART00000167297.2,
ZDB-TSCRIPT-141209-1434,OTTDART00000044548,ENSDART00000162153.2,
ZDB-TSCRIPT-091110-530,OTTDART00000044567,ENSDART00000144805.3,
ZDB-TSCRIPT-091110-1258,OTTDART00000044568,ENSDART00000137436.2,
ZDB-TSCRIPT-091110-531,OTTDART00000044570,ENSDART00000144458.2,
ZDB-TSCRIPT-091110-1264,OTTDART00000044586,ENSDART00000137526.3,
ZDB-TSCRIPT-091110-537,OTTDART00000044588,ENSDART00000152062.2,
ZDB-TSCRIPT-091110-1986,OTTDART00000044593,ENSDART00000133186.2,
ZDB-TSCRIPT-130528-6,OTTDART00000044610,ENSDART00000153189.2,
ZDB-TSCRIPT-091110-542,OTTDART00000044612,ENSDART00000163636.2,
ZDB-TSCRIPT-131113-56,OTTDART00000044613,ENSDART00000153933.3,
ZDB-TSCRIPT-131113-1654,OTTDART00000044614,ENSDART00000154555.3,
ZDB-TSCRIPT-090929-11433,OTTDART00000029002,ENSDART00000139988.2,
ZDB-TSCRIPT-091110-545,OTTDART00000044627,ENSDART00000146396.2,
ZDB-TSCRIPT-141209-2651,OTTDART00000044644,ENSDART00000111079.3,
ZDB-TSCRIPT-091110-2000,OTTDART00000044651,ENSDART00000168060.2,
ZDB-TSCRIPT-091110-1287,OTTDART00000044672,ENSDART00000142375.2,
ZDB-TSCRIPT-091110-1288,OTTDART00000044676,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2008,OTTDART00000044677,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2011,OTTDART00000044692,ENSDART00000143570.2,
ZDB-TSCRIPT-091110-567,OTTDART00000044696,ENSDART00000151845.2,
ZDB-TSCRIPT-091110-568,OTTDART00000044700,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1658,OTTDART00000044709,ENSDART00000154415.2,
ZDB-TSCRIPT-131113-3255,OTTDART00000044710,ENSDART00000163112.2,
ZDB-TSCRIPT-091110-2014,OTTDART00000044713,ENSDART00000132233.2,
ZDB-TSCRIPT-091110-569,OTTDART00000044714,ENSDART00000133298.2,
ZDB-TSCRIPT-091110-571,OTTDART00000044720,ENSDART00000146516.2,
ZDB-TSCRIPT-091110-576,OTTDART00000044739,ENSDART00000138933.2,
ZDB-TSCRIPT-091110-2026,OTTDART00000044750,ENSDART00000143132.2,
ZDB-TSCRIPT-091110-580,OTTDART00000044751,ENSDART00000141881.2,
ZDB-TSCRIPT-100915-1105,OTTDART00000044804,ENSDART00000135039.2,
ZDB-TSCRIPT-141209-206,OTTDART00000044821,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2035,OTTDART00000044836,ENSDART00000147080.2,
ZDB-TSCRIPT-091110-2038,OTTDART00000044845,ENSDART00000143476.2,
ZDB-TSCRIPT-100915-596,OTTDART00000044864,ENSDART00000165798.2,
ZDB-TSCRIPT-091110-596,OTTDART00000044900,ENSDART00000131391.2,
ZDB-TSCRIPT-091110-1322,OTTDART00000044901,ENSDART00000137723.2,
ZDB-TSCRIPT-091110-2043,OTTDART00000044902,ENSDART00000144079.2,
ZDB-TSCRIPT-091110-2044,OTTDART00000044905,ENSDART00000131400.2,
ZDB-TSCRIPT-091110-1324,OTTDART00000044907,ENSDART00000131966.2,
ZDB-TSCRIPT-091110-604,OTTDART00000044924,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1330,OTTDART00000044925,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-605,OTTDART00000044927,ENSDART00000191095.1,
ZDB-TSCRIPT-091110-2052,OTTDART00000044929,ENSDART00000136732.2,
ZDB-TSCRIPT-091110-607,OTTDART00000044933,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1333,OTTDART00000044934,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-608,OTTDART00000044936,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2055,OTTDART00000044938,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-609,OTTDART00000044939,ENSDART00000132886.2,
ZDB-TSCRIPT-100915-1119,OTTDART00000044940,ENSDART00000169098.2,
ZDB-TSCRIPT-100915-92,OTTDART00000044944,ENSDART00000166572.2,
ZDB-TSCRIPT-100915-1121,OTTDART00000044946,ENSDART00000166417.2,
ZDB-TSCRIPT-100915-93,OTTDART00000044947,ENSDART00000157850.2,
ZDB-TSCRIPT-100915-94,OTTDART00000044950,ENSDART00000163315.2,
ZDB-TSCRIPT-100915-609,OTTDART00000044954,ENSDART00000164056.2,
ZDB-TSCRIPT-091110-1336,OTTDART00000044958,ENSDART00000141741.2,
ZDB-TSCRIPT-091110-2059,OTTDART00000044965,ENSDART00000170831.2,
ZDB-TSCRIPT-091110-2068,OTTDART00000044996,ENSDART00000137544.2,
ZDB-TSCRIPT-091110-623,OTTDART00000045004,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-624,OTTDART00000045007,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1355,OTTDART00000045017,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2075,OTTDART00000045018,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2078,OTTDART00000045027,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-2080,OTTDART00000045036,ENSDART00000157775.2,
ZDB-TSCRIPT-091110-1368,OTTDART00000045056,ENSDART00000139325.2,
ZDB-TSCRIPT-091110-649,OTTDART00000045089,ENSDART00000144400.2,
ZDB-TSCRIPT-091110-2097,OTTDART00000045091,ENSDART00000133052.3,
ZDB-TSCRIPT-091110-650,OTTDART00000045092,ENSDART00000131700.2,
ZDB-TSCRIPT-091110-1382,OTTDART00000045159,ENSDART00000172314.2,
ZDB-TSCRIPT-091110-659,OTTDART00000045173,ENSDART00000146492.2,
ZDB-TSCRIPT-091110-2111,OTTDART00000045190,ENSDART00000134729.2,
ZDB-TSCRIPT-091110-1392,OTTDART00000045192,ENSDART00000136890.2,
ZDB-TSCRIPT-091110-667,OTTDART00000045200,ENSDART00000138465.2,
ZDB-TSCRIPT-100915-626,OTTDART00000045224,ENSDART00000142634.2,
ZDB-TSCRIPT-091203-10,OTTDART00000045234,ENSDART00000146000.3,
ZDB-TSCRIPT-091203-123,OTTDART00000045235,ENSDART00000132870.2,
ZDB-TSCRIPT-100915-627,OTTDART00000045236,ENSDART00000132260.2,
ZDB-TSCRIPT-120213-393,OTTDART00000045275,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-779,OTTDART00000045276,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-394,OTTDART00000045278,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091203-128,OTTDART00000045279,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091203-244,OTTDART00000045294,ENSDART00000148150.2,
ZDB-TSCRIPT-091203-132,OTTDART00000045299,ENSDART00000142484.2,
ZDB-TSCRIPT-091203-246,OTTDART00000045300,ENSDART00000143345.2,
ZDB-TSCRIPT-091203-23,OTTDART00000045312,ENSDART00000135628.3,
ZDB-TSCRIPT-091110-677,OTTDART00000045325,ENSDART00000146881.2,
ZDB-TSCRIPT-091110-1402,OTTDART00000045326,ENSDART00000140315.2,
ZDB-TSCRIPT-091110-678,OTTDART00000045328,ENSDART00000131221.2,
ZDB-TSCRIPT-091110-2126,OTTDART00000045330,ENSDART00000132163.3,
ZDB-TSCRIPT-091110-1404,OTTDART00000045332,ENSDART00000141875.2,
ZDB-TSCRIPT-091110-680,OTTDART00000045334,ENSDART00000141536.2,
ZDB-TSCRIPT-091110-1410,OTTDART00000045350,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091110-1418,OTTDART00000045407,ENSDART00000144690.2,
ZDB-TSCRIPT-091110-1419,OTTDART00000045410,ENSDART00000145131.2,
ZDB-TSCRIPT-091110-2144,OTTDART00000045411,ENSDART00000137524.3,
ZDB-TSCRIPT-091110-1424,OTTDART00000045426,ENSDART00000146207.2,
ZDB-TSCRIPT-091110-2148,OTTDART00000045427,ENSDART00000143711.2,
ZDB-TSCRIPT-091110-702,OTTDART00000045428,ENSDART00000141637.2,
ZDB-TSCRIPT-141209-217,OTTDART00000045438,ENSDART00000166455.2,
ZDB-TSCRIPT-091110-712,OTTDART00000045468,ENSDART00000137296.2,
ZDB-TSCRIPT-091110-715,OTTDART00000045481,ENSDART00000143155.2,
ZDB-TSCRIPT-091110-720,OTTDART00000045496,ENSDART00000133610.2,
ZDB-TSCRIPT-091110-1443,OTTDART00000045497,ENSDART00000146800.2,
ZDB-TSCRIPT-141209-1449,OTTDART00000045508,ENSDART00000172265.2,
ZDB-TSCRIPT-091110-1447,OTTDART00000045518,ENSDART00000147444.3,
ZDB-TSCRIPT-091110-2171,OTTDART00000045519,ENSDART00000138048.3,
ZDB-TSCRIPT-091110-726,OTTDART00000045520,ENSDART00000134681.2,
ZDB-TSCRIPT-091110-1448,OTTDART00000045521,ENSDART00000134426.3,
ZDB-TSCRIPT-091110-2172,OTTDART00000045522,ENSDART00000140712.3,
ZDB-TSCRIPT-091203-142,OTTDART00000045556,ENSDART00000135224.2,
ZDB-TSCRIPT-091203-31,OTTDART00000045563,ENSDART00000146353.2,
ZDB-TSCRIPT-091203-258,OTTDART00000045565,ENSDART00000142976.3,
ZDB-TSCRIPT-091203-32,OTTDART00000045566,ENSDART00000147204.2,
ZDB-TSCRIPT-091203-265,OTTDART00000045587,ENSDART00000136128.2,
ZDB-TSCRIPT-091203-40,OTTDART00000045591,ENSDART00000148255.2,
ZDB-TSCRIPT-091203-41,OTTDART00000045594,ENSDART00000136312.2,
