tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-120702-7,OTTDART00000052150,ENSDART00000165818.2,
ZDB-TSCRIPT-120702-254,OTTDART00000052152,ENSDART00000158235.2,
ZDB-TSCRIPT-120702-8,OTTDART00000052153,ENSDART00000167561.2,
ZDB-TSCRIPT-120702-130,OTTDART00000052154,ENSDART00000166134.2,
ZDB-TSCRIPT-110912-547,OTTDART00000052161,ENSDART00000148168.3,
ZDB-TSCRIPT-110912-550,OTTDART00000052170,ENSDART00000141262.5,
ZDB-TSCRIPT-110912-551,OTTDART00000052173,ENSDART00000150570.2,
ZDB-TSCRIPT-141209-345,OTTDART00000052175,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120702-257,OTTDART00000052182,ENSDART00000170981.2,
ZDB-TSCRIPT-120702-134,OTTDART00000052191,ENSDART00000166767.2,
ZDB-TSCRIPT-131113-331,OTTDART00000052199,ENSDART00000161515.2,
ZDB-TSCRIPT-131113-1913,OTTDART00000052200,ENSDART00000167991.2,
ZDB-TSCRIPT-131113-3513,OTTDART00000052201,ENSDART00000171892.2,
ZDB-TSCRIPT-120702-12,OTTDART00000052202,ENSDART00000164399.2,
ZDB-TSCRIPT-120702-135,OTTDART00000052203,ENSDART00000167364.2,
ZDB-TSCRIPT-120702-260,OTTDART00000052205,ENSDART00000147684.3,
ZDB-TSCRIPT-120702-13,OTTDART00000052206,ENSDART00000161094.2,
ZDB-TSCRIPT-120702-136,OTTDART00000052207,ENSDART00000160684.2,
ZDB-TSCRIPT-120702-261,OTTDART00000052208,ENSDART00000145861.3,
ZDB-TSCRIPT-120702-14,OTTDART00000052209,ENSDART00000158800.2,
ZDB-TSCRIPT-120702-137,OTTDART00000052210,ENSDART00000157549.2,
ZDB-TSCRIPT-120702-262,OTTDART00000052211,ENSDART00000167458.2,
ZDB-TSCRIPT-120702-15,OTTDART00000052212,ENSDART00000165589.2,
ZDB-TSCRIPT-131113-1914,OTTDART00000052213,ENSDART00000160277.2,
ZDB-TSCRIPT-131113-332,OTTDART00000052218,ENSDART00000157996.2,
ZDB-TSCRIPT-131113-3516,OTTDART00000052224,ENSDART00000165378.2,
ZDB-TSCRIPT-141209-1567,OTTDART00000052229,ENSDART00000169859.2,
ZDB-TSCRIPT-131113-3519,OTTDART00000052244,ENSDART00000115013.4,
ZDB-TSCRIPT-110912-850,OTTDART00000052249,ENSDART00000160351.2,
ZDB-TSCRIPT-131113-1922,OTTDART00000052259,ENSDART00000171533.2,
ZDB-TSCRIPT-120702-265,OTTDART00000052271,ENSDART00000168068.2,
ZDB-TSCRIPT-120702-18,OTTDART00000052272,ENSDART00000151995.2,
ZDB-TSCRIPT-110912-557,OTTDART00000052288,ENSDART00000165153.2,
ZDB-TSCRIPT-110912-558,OTTDART00000052293,ENSDART00000159880.2,
ZDB-TSCRIPT-120702-143,OTTDART00000052297,ENSDART00000171515.2,
ZDB-TSCRIPT-120702-144,OTTDART00000052302,ENSDART00000164821.2,
ZDB-TSCRIPT-120702-22,OTTDART00000052307,ENSDART00000166742.2,
ZDB-TSCRIPT-131113-3525,OTTDART00000052312,ENSDART00000163799.2,
ZDB-TSCRIPT-131113-1925,OTTDART00000052314,ENSDART00000162616.2,
ZDB-TSCRIPT-131113-3526,OTTDART00000052316,ENSDART00000171896.2,
ZDB-TSCRIPT-131113-3527,OTTDART00000052329,ENSDART00000166283.2,
ZDB-TSCRIPT-141209-347,OTTDART00000052340,ENSDART00000162202.2,
ZDB-TSCRIPT-141209-1569,OTTDART00000052341,ENSDART00000167317.2,
ZDB-TSCRIPT-110912-857,OTTDART00000052347,ENSDART00000159293.2,
ZDB-TSCRIPT-131113-1929,OTTDART00000052351,ENSDART00000164343.2,
ZDB-TSCRIPT-131113-3531,OTTDART00000052352,ENSDART00000168689.2,
ZDB-TSCRIPT-120702-146,OTTDART00000052353,ENSDART00000164620.2,
ZDB-TSCRIPT-120702-147,OTTDART00000052363,ENSDART00000160842.2,
ZDB-TSCRIPT-120702-271,OTTDART00000052364,ENSDART00000162487.2,
ZDB-TSCRIPT-120702-149,OTTDART00000052373,ENSDART00000176617.2,
ZDB-TSCRIPT-110912-862,OTTDART00000052377,ENSDART00000169259.2,
ZDB-TSCRIPT-110912-569,OTTDART00000052389,ENSDART00000162684.2,
ZDB-TSCRIPT-110912-866,OTTDART00000052393,ENSDART00000169795.2,
ZDB-TSCRIPT-110912-271,OTTDART00000052394,ENSDART00000168796.2,
ZDB-TSCRIPT-110912-571,OTTDART00000052395,ENSDART00000168294.2,
ZDB-TSCRIPT-110912-868,OTTDART00000052400,ENSDART00000168109.2,
ZDB-TSCRIPT-110912-274,OTTDART00000052404,ENSDART00000167681.2,
ZDB-TSCRIPT-110912-576,OTTDART00000052418,ENSDART00000150595.2,
ZDB-TSCRIPT-110912-872,OTTDART00000052419,ENSDART00000006212.7,
ZDB-TSCRIPT-110912-277,OTTDART00000052420,ENSDART00000150270.3,
ZDB-TSCRIPT-120702-154,OTTDART00000052429,ENSDART00000151967.2,
ZDB-TSCRIPT-120702-276,OTTDART00000052430,ENSDART00000151887.3,
ZDB-TSCRIPT-120702-29,OTTDART00000052431,ENSDART00000152092.2,
ZDB-TSCRIPT-120702-155,OTTDART00000052432,ENSDART00000151867.2,
ZDB-TSCRIPT-120702-277,OTTDART00000052433,ENSDART00000151879.2,
ZDB-TSCRIPT-120702-30,OTTDART00000052438,ENSDART00000110319.4,
ZDB-TSCRIPT-120702-32,OTTDART00000052448,ENSDART00000151872.2,
ZDB-TSCRIPT-120702-158,OTTDART00000052452,ENSDART00000151880.2,
ZDB-TSCRIPT-120702-159,OTTDART00000052455,ENSDART00000151877.3,
ZDB-TSCRIPT-120702-281,OTTDART00000052456,ENSDART00000151944.2,
ZDB-TSCRIPT-120702-35,OTTDART00000052457,ENSDART00000151996.2,
ZDB-TSCRIPT-120702-36,OTTDART00000052461,ENSDART00000139754.3,
ZDB-TSCRIPT-121213-370,OTTDART00000052466,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-875,OTTDART00000052470,ENSDART00000150545.2,
ZDB-TSCRIPT-110912-280,OTTDART00000052471,ENSDART00000150683.3,
ZDB-TSCRIPT-131113-3533,OTTDART00000052487,ENSDART00000153516.2,
ZDB-TSCRIPT-131113-1932,OTTDART00000052489,ENSDART00000157088.2,
ZDB-TSCRIPT-131113-3536,OTTDART00000052496,ENSDART00000165522.2,
ZDB-TSCRIPT-131113-3540,OTTDART00000052513,ENSDART00000157736.2,
ZDB-TSCRIPT-131113-355,OTTDART00000052514,ENSDART00000168162.2,
ZDB-TSCRIPT-131113-1939,OTTDART00000052515,ENSDART00000165759.2,
ZDB-TSCRIPT-131113-3541,OTTDART00000052516,ENSDART00000171728.2,
ZDB-TSCRIPT-131113-356,OTTDART00000052517,ENSDART00000156802.2,
ZDB-TSCRIPT-131113-1940,OTTDART00000052518,ENSDART00000154500.2,
ZDB-TSCRIPT-121213-65,OTTDART00000052532,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-880,OTTDART00000052534,ENSDART00000150668.2,
ZDB-TSCRIPT-110912-285,OTTDART00000052535,ENSDART00000150757.2,
ZDB-TSCRIPT-131113-1945,OTTDART00000052548,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1571,OTTDART00000052554,ENSDART00000171435.2,
ZDB-TSCRIPT-110912-289,OTTDART00000052564,ENSDART00000150826.2,
ZDB-TSCRIPT-131113-3548,OTTDART00000052570,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1576,OTTDART00000052586,ENSDART00000167071.2,
ZDB-TSCRIPT-141209-2801,OTTDART00000052587,ENSDART00000157426.2,
ZDB-TSCRIPT-141209-2802,OTTDART00000052590,ENSDART00000172153.2,
ZDB-TSCRIPT-110912-886,OTTDART00000052592,ENSDART00000150711.2,
ZDB-TSCRIPT-131113-1949,OTTDART00000052594,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3549,OTTDART00000052595,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-591,OTTDART00000052596,ENSDART00000150833.2,
ZDB-TSCRIPT-131113-3552,OTTDART00000052619,ENSDART00000170920.2,
ZDB-TSCRIPT-131113-368,OTTDART00000052626,ENSDART00000164360.2,
ZDB-TSCRIPT-131113-369,OTTDART00000052629,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3556,OTTDART00000052631,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110912-596,OTTDART00000052645,ENSDART00000106236.5,
ZDB-TSCRIPT-121213-699,OTTDART00000052663,ENSDART00000152560.3,
ZDB-TSCRIPT-121213-76,OTTDART00000052664,ENSDART00000152457.2,
ZDB-TSCRIPT-110912-893,OTTDART00000052666,ENSDART00000150649.3,
ZDB-TSCRIPT-131113-1958,OTTDART00000052694,ENSDART00000162690.2,
ZDB-TSCRIPT-131113-1960,OTTDART00000052700,ENSDART00000153634.2,
ZDB-TSCRIPT-131113-1961,OTTDART00000052711,ENSDART00000167017.2,
ZDB-TSCRIPT-131113-380,OTTDART00000052738,ENSDART00000157140.2,
ZDB-TSCRIPT-121213-87,OTTDART00000052745,ENSDART00000138848.3,
ZDB-TSCRIPT-121213-710,OTTDART00000052753,ENSDART00000168438.2,
ZDB-TSCRIPT-120213-791,OTTDART00000052759,ENSDART00000165078.2,
ZDB-TSCRIPT-131113-384,OTTDART00000052785,ENSDART00000156240.2,
ZDB-TSCRIPT-120213-409,OTTDART00000052805,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3571,OTTDART00000052811,ENSDART00000167434.2,
ZDB-TSCRIPT-131113-1972,OTTDART00000052825,ENSDART00000162136.2,
ZDB-TSCRIPT-141209-1580,OTTDART00000052848,ENSDART00000172094.2,
ZDB-TSCRIPT-130528-11,OTTDART00000052867,ENSDART00000153250.3,
ZDB-TSCRIPT-141209-358,OTTDART00000052883,ENSDART00000167127.2,
ZDB-TSCRIPT-131113-393,OTTDART00000052888,ENSDART00000153997.3,
ZDB-TSCRIPT-131113-1976,OTTDART00000052889,ENSDART00000157257.2,
ZDB-TSCRIPT-130528-517,OTTDART00000052904,ENSDART00000152859.2,
ZDB-TSCRIPT-120213-808,OTTDART00000052913,ENSDART00000151198.3,
ZDB-TSCRIPT-141209-2809,OTTDART00000052943,ENSDART00000162166.2,
ZDB-TSCRIPT-120213-39,OTTDART00000052949,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-424,OTTDART00000052950,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1586,OTTDART00000052951,ENSDART00000165944.2,
ZDB-TSCRIPT-141209-1587,OTTDART00000052954,ENSDART00000157443.2,
ZDB-TSCRIPT-131113-397,OTTDART00000052969,ENSDART00000157300.3,
ZDB-TSCRIPT-131113-1981,OTTDART00000052970,ENSDART00000154772.3,
ZDB-TSCRIPT-131113-3581,OTTDART00000052971,ENSDART00000155072.3,
ZDB-TSCRIPT-131113-398,OTTDART00000052972,ENSDART00000155497.2,
ZDB-TSCRIPT-131113-3582,OTTDART00000052974,ENSDART00000155896.2,
ZDB-TSCRIPT-131113-399,OTTDART00000052975,ENSDART00000155419.2,
ZDB-TSCRIPT-131113-3583,OTTDART00000052977,ENSDART00000155216.2,
ZDB-TSCRIPT-131113-400,OTTDART00000052978,ENSDART00000155846.2,
ZDB-TSCRIPT-120213-45,OTTDART00000053002,ENSDART00000157819.2,
ZDB-TSCRIPT-120213-49,OTTDART00000053014,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-434,OTTDART00000053015,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-435,OTTDART00000053018,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-51,OTTDART00000053020,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-436,OTTDART00000053021,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-438,OTTDART00000053029,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-824,OTTDART00000053030,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-442,OTTDART00000053047,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-58,OTTDART00000053049,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-444,OTTDART00000053053,ENSDART00000150890.1,
ZDB-TSCRIPT-120213-833,OTTDART00000053066,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-63,OTTDART00000053067,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-64,OTTDART00000053070,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-449,OTTDART00000053071,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-66,OTTDART00000053076,ENSDART00000151406.3,
ZDB-TSCRIPT-120213-451,OTTDART00000053081,ENSDART00000151156.3,
ZDB-TSCRIPT-120213-839,OTTDART00000053088,ENSDART00000151471.2,
ZDB-TSCRIPT-120213-70,OTTDART00000053092,ENSDART00000151279.2,
ZDB-TSCRIPT-120213-71,OTTDART00000053097,ENSDART00000151301.3,
ZDB-TSCRIPT-120213-842,OTTDART00000053099,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-72,OTTDART00000053100,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-843,OTTDART00000053102,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-73,OTTDART00000053103,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-844,OTTDART00000053113,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-459,OTTDART00000053115,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-76,OTTDART00000053120,ENSDART00000165762.2,
ZDB-TSCRIPT-120213-463,OTTDART00000053127,ENSDART00000151038.2,
ZDB-TSCRIPT-120213-467,OTTDART00000053149,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-83,OTTDART00000053151,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-476,OTTDART00000053203,ENSDART00000151706.2,
ZDB-TSCRIPT-120213-477,OTTDART00000053206,ENSDART00000151704.2,
ZDB-TSCRIPT-120213-864,OTTDART00000053210,ENSDART00000169451.2,
ZDB-TSCRIPT-120213-868,OTTDART00000053226,ENSDART00000151277.2,
ZDB-TSCRIPT-120213-870,OTTDART00000053232,ENSDART00000150978.2,
ZDB-TSCRIPT-120213-874,OTTDART00000053246,ENSDART00000151798.2,
ZDB-TSCRIPT-120213-104,OTTDART00000053247,ENSDART00000151210.2,
ZDB-TSCRIPT-120213-503,OTTDART00000053291,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-890,OTTDART00000053295,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-892,OTTDART00000053302,ENSDART00000151350.2,
ZDB-TSCRIPT-120213-911,OTTDART00000053359,ENSDART00000151170.2,
ZDB-TSCRIPT-131113-1986,OTTDART00000053372,ENSDART00000155962.3,
ZDB-TSCRIPT-131113-3586,OTTDART00000053373,ENSDART00000155493.2,
ZDB-TSCRIPT-131113-406,OTTDART00000053374,ENSDART00000154644.2,
ZDB-TSCRIPT-131113-1987,OTTDART00000053375,ENSDART00000154551.2,
ZDB-TSCRIPT-131113-3587,OTTDART00000053376,ENSDART00000156027.2,
ZDB-TSCRIPT-131113-1988,OTTDART00000053378,ENSDART00000155762.2,
ZDB-TSCRIPT-131113-410,OTTDART00000053395,ENSDART00000157382.2,
ZDB-TSCRIPT-141209-2837,OTTDART00000053398,ENSDART00000169798.2,
ZDB-TSCRIPT-131113-3592,OTTDART00000053405,ENSDART00000153542.2,
ZDB-TSCRIPT-120213-529,OTTDART00000053412,ENSDART00000151001.2,
ZDB-TSCRIPT-120213-915,OTTDART00000053413,ENSDART00000151742.2,
ZDB-TSCRIPT-120213-918,OTTDART00000053422,ENSDART00000082790.6,
ZDB-TSCRIPT-120213-148,OTTDART00000053423,ENSDART00000151561.2,
ZDB-TSCRIPT-120213-533,OTTDART00000053424,ENSDART00000130508.3,
ZDB-TSCRIPT-120213-919,OTTDART00000053425,ENSDART00000151380.2,
ZDB-TSCRIPT-120213-149,OTTDART00000053426,ENSDART00000123623.3,
ZDB-TSCRIPT-120213-534,OTTDART00000053427,ENSDART00000126792.3,
ZDB-TSCRIPT-120213-920,OTTDART00000053428,ENSDART00000151632.3,
ZDB-TSCRIPT-120213-150,OTTDART00000053429,ENSDART00000151357.2,
ZDB-TSCRIPT-120213-535,OTTDART00000053430,ENSDART00000124486.3,
ZDB-TSCRIPT-120213-152,OTTDART00000053436,ENSDART00000151116.4,
ZDB-TSCRIPT-120213-537,OTTDART00000053437,ENSDART00000151469.4,
ZDB-TSCRIPT-120213-540,OTTDART00000053446,ENSDART00000150912.2,
ZDB-TSCRIPT-120213-928,OTTDART00000053453,ENSDART00000151032.3,
ZDB-TSCRIPT-120213-158,OTTDART00000053454,ENSDART00000151495.2,
ZDB-TSCRIPT-120213-160,OTTDART00000053460,ENSDART00000150946.2,
ZDB-TSCRIPT-120213-932,OTTDART00000053465,ENSDART00000151197.2,
ZDB-TSCRIPT-120213-933,OTTDART00000053468,ENSDART00000151425.2,
ZDB-TSCRIPT-120213-163,OTTDART00000053469,ENSDART00000151802.2,
ZDB-TSCRIPT-120213-164,OTTDART00000053472,ENSDART00000135852.2,
ZDB-TSCRIPT-120213-940,OTTDART00000053489,ENSDART00000151006.2,
ZDB-TSCRIPT-120213-170,OTTDART00000053490,ENSDART00000150985.2,
ZDB-TSCRIPT-131113-414,OTTDART00000053507,ENSDART00000154937.2,
ZDB-TSCRIPT-120213-564,OTTDART00000053528,ENSDART00000151487.2,
ZDB-TSCRIPT-120213-953,OTTDART00000053538,ENSDART00000151755.3,
ZDB-TSCRIPT-141209-395,OTTDART00000053548,ENSDART00000159374.2,
ZDB-TSCRIPT-141209-1619,OTTDART00000053549,ENSDART00000169118.2,
ZDB-TSCRIPT-141209-1623,OTTDART00000053561,ENSDART00000172682.2,
ZDB-TSCRIPT-141209-1626,OTTDART00000053573,ENSDART00000163387.2,
ZDB-TSCRIPT-141209-2848,OTTDART00000053574,ENSDART00000159437.2,
ZDB-TSCRIPT-120213-571,OTTDART00000053576,ENSDART00000150905.2,
ZDB-TSCRIPT-120213-965,OTTDART00000053604,ENSDART00000150960.2,
ZDB-TSCRIPT-120213-195,OTTDART00000053605,ENSDART00000151062.2,
ZDB-TSCRIPT-141209-2849,OTTDART00000053607,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-404,OTTDART00000053611,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-590,OTTDART00000053646,ENSDART00000151451.2,
ZDB-TSCRIPT-120213-984,OTTDART00000053671,ENSDART00000151762.3,
ZDB-TSCRIPT-120213-214,OTTDART00000053672,ENSDART00000151631.3,
ZDB-TSCRIPT-120213-599,OTTDART00000053673,ENSDART00000151523.3,
ZDB-TSCRIPT-120213-985,OTTDART00000053674,ENSDART00000151815.3,
ZDB-TSCRIPT-120213-215,OTTDART00000053675,ENSDART00000150941.3,
ZDB-TSCRIPT-120213-600,OTTDART00000053676,ENSDART00000151263.3,
ZDB-TSCRIPT-120213-986,OTTDART00000053677,ENSDART00000151100.2,
ZDB-TSCRIPT-141209-1630,OTTDART00000053680,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2852,OTTDART00000053681,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-996,OTTDART00000053709,ENSDART00000164827.2,
ZDB-TSCRIPT-120213-611,OTTDART00000053711,ENSDART00000160045.2,
ZDB-TSCRIPT-131113-3597,OTTDART00000053718,ENSDART00000155567.2,
ZDB-TSCRIPT-131113-415,OTTDART00000053719,ENSDART00000156123.2,
ZDB-TSCRIPT-131113-1994,OTTDART00000053720,ENSDART00000156848.2,
ZDB-TSCRIPT-131113-417,OTTDART00000053725,ENSDART00000155912.2,
ZDB-TSCRIPT-141209-1632,OTTDART00000053727,ENSDART00000169190.2,
ZDB-TSCRIPT-141209-2855,OTTDART00000053728,ENSDART00000164591.2,
ZDB-TSCRIPT-141209-2856,OTTDART00000053749,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-408,OTTDART00000053750,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1633,OTTDART00000053751,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2857,OTTDART00000053752,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2002,OTTDART00000053766,ENSDART00000156448.2,
ZDB-TSCRIPT-131113-3605,OTTDART00000053767,ENSDART00000155738.2,
ZDB-TSCRIPT-131113-423,OTTDART00000053768,ENSDART00000154588.2,
ZDB-TSCRIPT-131113-2003,OTTDART00000053769,ENSDART00000156307.2,
ZDB-TSCRIPT-131113-3606,OTTDART00000053770,ENSDART00000156318.2,
ZDB-TSCRIPT-131113-2004,OTTDART00000053772,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3607,OTTDART00000053773,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-425,OTTDART00000053774,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1005,OTTDART00000053782,ENSDART00000151346.2,
ZDB-TSCRIPT-120213-1015,OTTDART00000053831,ENSDART00000151466.3,
ZDB-TSCRIPT-120213-245,OTTDART00000053832,ENSDART00000151709.2,
ZDB-TSCRIPT-120213-246,OTTDART00000053835,ENSDART00000153596.2,
ZDB-TSCRIPT-131113-3611,OTTDART00000053848,ENSDART00000155812.2,
ZDB-TSCRIPT-131113-430,OTTDART00000053849,ENSDART00000154375.2,
ZDB-TSCRIPT-131113-3612,OTTDART00000053851,ENSDART00000156222.2,
ZDB-TSCRIPT-131113-2012,OTTDART00000053859,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3615,OTTDART00000053860,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2013,OTTDART00000053862,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-436,OTTDART00000053869,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2015,OTTDART00000053870,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2016,OTTDART00000053873,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3619,OTTDART00000053877,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2018,OTTDART00000053879,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3620,OTTDART00000053880,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2019,OTTDART00000053882,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3621,OTTDART00000053883,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-441,OTTDART00000053884,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2021,OTTDART00000053888,ENSDART00000169061.2,
ZDB-TSCRIPT-131113-3623,OTTDART00000053889,ENSDART00000170230.2,
ZDB-TSCRIPT-131113-443,OTTDART00000053890,ENSDART00000169219.2,
ZDB-TSCRIPT-131113-3628,OTTDART00000053904,ENSDART00000157914.2,
ZDB-TSCRIPT-131113-448,OTTDART00000053905,ENSDART00000170734.2,
ZDB-TSCRIPT-131113-450,OTTDART00000053911,ENSDART00000157770.2,
ZDB-TSCRIPT-131113-2028,OTTDART00000053912,ENSDART00000172369.2,
ZDB-TSCRIPT-141209-1644,OTTDART00000053932,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2868,OTTDART00000053944,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-421,OTTDART00000053945,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1645,OTTDART00000053946,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1646,OTTDART00000053949,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-423,OTTDART00000053951,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2871,OTTDART00000053953,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1648,OTTDART00000053955,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2872,OTTDART00000053956,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2032,OTTDART00000053957,ENSDART00000157280.2,
ZDB-TSCRIPT-141209-2877,OTTDART00000053980,ENSDART00000161411.2,
ZDB-TSCRIPT-141209-430,OTTDART00000053984,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1658,OTTDART00000053995,ENSDART00000160721.2,
ZDB-TSCRIPT-141209-435,OTTDART00000054000,ENSDART00000159891.2,
ZDB-TSCRIPT-120213-248,OTTDART00000054002,ENSDART00000151201.2,
ZDB-TSCRIPT-131113-3639,OTTDART00000054004,ENSDART00000155958.2,
ZDB-TSCRIPT-141209-436,OTTDART00000054006,ENSDART00000162659.2,
ZDB-TSCRIPT-120213-633,OTTDART00000054009,ENSDART00000157946.2,
ZDB-TSCRIPT-131113-3643,OTTDART00000054028,ENSDART00000156676.2,
ZDB-TSCRIPT-131113-3644,OTTDART00000054031,ENSDART00000156981.2,
ZDB-TSCRIPT-131113-3645,OTTDART00000054034,ENSDART00000154087.2,
ZDB-TSCRIPT-141209-2888,OTTDART00000054041,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-440,OTTDART00000054045,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1665,OTTDART00000054046,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2890,OTTDART00000054047,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1667,OTTDART00000054052,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2892,OTTDART00000054053,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-443,OTTDART00000054054,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3647,OTTDART00000054056,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1668,OTTDART00000054062,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3649,OTTDART00000054070,ENSDART00000154484.2,
ZDB-TSCRIPT-131113-2046,OTTDART00000054072,ENSDART00000154677.2,
ZDB-TSCRIPT-131113-3650,OTTDART00000054073,ENSDART00000155987.2,
ZDB-TSCRIPT-131113-468,OTTDART00000054075,ENSDART00000193377.1,
ZDB-TSCRIPT-131113-2047,OTTDART00000054076,ENSDART00000126749.3,
ZDB-TSCRIPT-120213-1023,OTTDART00000054089,ENSDART00000151141.2,
ZDB-TSCRIPT-131113-2053,OTTDART00000054106,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3658,OTTDART00000054107,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-120213-1030,OTTDART00000054134,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-477,OTTDART00000054137,ENSDART00000154894.2,
ZDB-TSCRIPT-131113-3663,OTTDART00000054161,ENSDART00000155745.2,
ZDB-TSCRIPT-131113-2058,OTTDART00000054163,ENSDART00000154910.2,
ZDB-TSCRIPT-131113-3664,OTTDART00000054164,ENSDART00000154191.2,
ZDB-TSCRIPT-131113-3665,OTTDART00000054167,ENSDART00000161755.2,
ZDB-TSCRIPT-120213-1037,OTTDART00000054178,ENSDART00000150929.2,
ZDB-TSCRIPT-131113-2060,OTTDART00000054180,ENSDART00000163721.2,
ZDB-TSCRIPT-120213-1038,OTTDART00000054190,,transcript not in Ensembl. Withdrawn
